year,total.factor.productivity,base.case.control.rate,mitigation.policy.control.rate,abatement.cost.bau,capital.stock.bau,gross.output.bau,net.output.bau,abatement.cost.mitigation.policy,capital.stock.mitigation.policy,gross.output.mitigation.policy,net.output.mitigation.policy,damages_bau,net.output_bau,consumption.per.capita_bau,damages_0.1reduction,abatement.cost_0.1reduction,net.output_0.1reduction,consumption.per.capita_0.1reduction,percent.change.consumption.per.capita_0.1reduction,damages_0.2reduction,abatement.cost_0.2reduction,net.output_0.2reduction,consumption.per.capita_0.2reduction,percent.change.consumption.per.capita_0.2reduction,damages_0.3reduction,abatement.cost_0.3reduction,net.output_0.3reduction,consumption.per.capita_0.3reduction,percent.change.consumption.per.capita_0.3reduction,damages_0.4reduction,abatement.cost_0.4reduction,net.output_0.4reduction,consumption.per.capita_0.4reduction,percent.change.consumption.per.capita_0.4reduction,temp.increase_0.1reduction,temp.increase_0.2reduction,temp.increase_0.3reduction,temp.increase_0.4reduction,temp.increase_bau,capital.stock_bau,population,population.millions,gross.output_bau,kaya.emissions_bau,total.emissions_bau,temp.increase_additional.ton.carbon,capital.stock_additional.ton.carbon,gross.output_additional.ton.carbon,kaya.emissions_additional.ton.carbon,total.emissions_additional.ton.carbon,damages_additional.ton.carbon,land.use.emissions_additional.ton.carbon,net.output_additional.ton.carbon,damages_bau_dollars,damages_additional.ton.carbon_dollars,marginal.damages_additional.ton.carbon_dollars,marginal.damages_additional.ton.CO2_dollars,discount.factor_0.03discount.rate,discount.factor_0.025discount.rate,discount.factor_0.05discount.rate,net.present.value_marginal.damages_additional.ton.carbon_0.03discount.rate,net.present.value_marginal.damages_additional.ton.CO2_0.03discount.rate,net.present.value_marginal.damages_additional.ton.carbon_0.025discount.rate,net.present.value_marginal.damages_additional.ton.CO2_0.025discount.rate,net.present.value_marginal.damages_additional.ton.carbon_0.05discount.rate,net.present.value_marginal.damages_additional.ton.CO2_0.05discount.rate
2069,0.0470640541303052,0,0,0,352.185750670983,190.801413366351,190.801413366351,0,352.185292168543,190.80133884634,190.80133884634,0.0110414894126461,190.801413366351,12758.8048140848,0.00575201119198557,4.02662883689383e-05,189.696238636489,12808.4080008163,0.00388776123267978,0.0052226293161716,0.000280430720171387,189.751421733577,12812.1339978488,0.00417979462349087,0.00503763648484482,0.000872732426712372,189.673706624509,12806.8866253552,0.0037685200119511,0.00494429358937189,0.00195303297128591,189.485393710128,12794.1716202684,0.00277195291400486,1.3846794083813,1.31942276724478,1.29584418878773,1.28378263858177,1.9184620066298,352.185750670984,11552026303.896,11552.026303896,190.801413366351,12338.1323069387,12765.1323069387,1.91846200663135,352.185750670984,190.801413366351,12338.1323069387,12765.1323069387,0.011041489412664,427,190.801413366351,2106731785602.47,2106731785605.88,3.40966796875,0.929909446022727,0.17482508271691,0.232965677570402,0.0562122999338189,0.596095484673916,0.162571495820159,0.794335608629939,0.216636984171802,0.19166527853411,0.0522723486911209
2070,0.0479011100311045,0,0,0,358.943486544482,196.481933729173,196.481933729173,0,358.943057497884,196.481863272449,196.481863272449,0.0112591810904382,196.481933729173,13024.4335632955,0.00576793616537001,3.9357301943565e-05,195.340905478982,13076.8515888052,0.00402459156898981,0.00523265385143295,0.000274100171014289,195.399956050272,13080.8046551386,0.0043281031431542,0.00504616632487934,0.00085303103477885,195.322848024497,13075.6427551931,0.00393177881008643,0.00495214927633221,0.00190894446620843,195.133852763141,13062.9907047806,0.00296036993069178,1.38659488981341,1.3206884380798,1.29694080112642,1.28480209582802,1.93728169440569,358.943486544482,11651574175.8546,11651.5741758546,196.481933729173,12445.1344344009,12845.1344344009,1.93728169440725,358.943486544482,196.481933729173,12445.1344344009,12845.1344344009,0.0112591810904562,400,196.481933729173,2212225672856.22,2212225672859.77,3.55224609375,0.968794389204545,0.169733090016417,0.227283587873563,0.0535355237464941,0.602933705990935,0.164436465270255,0.807367237197348,0.220191064690186,0.190171355105344,0.0518649150287302
2071,0.0488197597017632,0,0,0,366.275163310452,202.761916134574,202.761916134574,0,366.274761668034,202.761849432412,202.761849432412,0.0114788878246882,202.761916134574,13316.3875123877,0.00578242809220773,3.84918266464558e-05,201.581655258161,13371.8223486035,0.00416290350248493,0.00524146349182291,0.000268072650954951,201.644792029252,13376.0104960101,0.00447741428123013,0.00505354544965991,0.00083427270400386,201.568090843885,13370.922559693,0.00409533345695564,0.00495888466569631,0.00186696637834494,201.377893497635,13358.3059100183,0.00314788057884296,1.38833570534504,1.3217997190476,1.29788872785252,1.28567552486314,1.95609200743798,366.275163310452,11758583609.794,11758.583609794,202.761916134574,12587.2053514561,12972.2053514561,1.95609200743953,366.275163310452,202.761916134574,12587.2053514561,12972.2053514561,0.0114788878247065,385,202.761916134574,2327481290427.61,2327481290431.32,3.7060546875,1.0107421875,0.164789407782929,0.221740085730305,0.0509862130918992,0.610718557164274,0.166559606499348,0.821780884127449,0.224122059307486,0.188957694027107,0.0515339165528473
2072,0.0497438120681369,0,0,0,374.255268529013,209.233964182277,209.233964182277,0,374.254892376361,209.233901093836,209.233901093836,0.011700633212632,209.233964182277,13618.1314965519,0.00579551230356256,3.76516706055792e-05,208.013468160237,13676.7257903791,0.00430266764879133,0.00524908068987533,0.000262221464437817,208.080812584724,13681.1536345729,0.00462781094726124,0.00505979523241111,0.000816063143349719,208.004535041343,13676.1384446719,0.00425953796485976,0.00496452061720675,0.00182621634859741,207.813111367203,13663.5524850984,0.00333533191084543,1.38990554877691,1.32275982827261,1.29869103746954,1.28640592572313,1.97489520503679,374.255268529013,11863256429.3363,11863.2564293363,209.233964182277,12732.4198469641,13102.4198469641,1.97489520503835,374.255268529013,209.233964182277,12732.4198469641,13102.4198469641,0.0117006332126504,370,209.233964182277,2448169870521.8,2448169870525.66,3.86572265625,1.05428799715909,0.159989716294106,0.216331790956395,0.0485582981827611,0.618475871045136,0.168675237557764,0.836278705567276,0.228076010609257,0.187712913434043,0.0511944309365571
2073,0.050674908207865,0,0,0,382.861213796213,215.90220841765,215.90220841765,0,382.860861379369,215.902148797404,215.902148797404,0.0119244415856017,215.90220841765,13929.9494789728,0.00580721414127851,3.68362192367041e-05,214.640465038711,13991.8519077566,0.0044438372786084,0.00525552781872919,0.000256542331249698,214.712140299317,13996.524230991,0.00477925294120394,0.0050649369684497,0.00079838903230418,214.636303385415,13991.5806204362,0.00442436216702823,0.0049690779134702,0.0017866645678298,214.443628696436,13979.02066016,0.00352271063590214,1.39130803458215,1.32357191200292,1.29935073125641,1.28699623328511,1.99369352255236,382.861213796213,11965504197.2952,11965.5041972952,215.90220841765,12880.837694015,13235.837694015,1.99369352255392,382.861213796213,215.90220841765,12880.837694015,13235.837694015,0.0119244415856204,355,215.90220841765,2574513272478.68,2574513272482.71,4.03125,1.09943181818182,0.155329821644763,0.211055405811117,0.0462459982692963,0.626173343505452,0.17077454822876,0.850817104676067,0.232041028548018,0.186429180523101,0.0508443219608457
2074,0.0516146263507084,0,0,0,392.073578268474,222.770797143725,222.770797143725,0,392.073247976861,222.770740843567,222.770740843567,0.0121503382853001,222.770797143725,14252.1349795254,0.00581755893101374,3.60448659941703e-05,221.466785159702,14317.5004879953,0.00458636608225828,0.00526082715828927,0.000251031027161266,221.542916102009,14322.4222409473,0.00493170051524551,0.00506899186233572,0.000781237224583159,221.467536946559,14317.5490899049,0.00458977623166687,0.00497257724754794,0.00174828161680036,221.273586057024,14305.0104514199,0.00371000358686171,1.3925466995178,1.3242390466842,1.29987074515581,1.28744931907343,2.01248919544099,392.073578268475,12065240896.5802,12065.2408965802,222.770797143725,13032.5217220044,13372.5217220044,2.01248919544255,392.073578268475,222.770797143725,13032.5217220044,13372.5217220044,0.012150338285319,340,222.770797143725,2706740545382.24,2706740545386.44,4.2021484375,1.14604048295455,0.150805652082294,0.205907712986456,0.0440438078755203,0.633707735263782,0.172829382344668,0.865254774395234,0.235978574835064,0.185078618445668,0.0504759868488185
2075,0.0525644740998743,0,0,0,401.875795813247,229.843885231716,229.843885231716,0,401.87548616476,229.843832102741,229.843832102741,0.0123783498379089,229.843885231716,14584.9907617824,0.00582657195739529,3.52770123598716e-05,228.496575089866,14653.9808045592,0.00473020819166994,0.00526500088231621,0.000245683383850324,228.577288149695,14659.1571080944,0.00508511438391342,0.00507198101586813,0.000764594747891953,228.502383981724,14654.3533413893,0.00475575067134919,0.00497503921135714,0.00171103846562718,228.307131161477,14641.8313546645,0.00389719772953883,1.39362500424795,1.3247642409521,1.30025395158896,1.2877679929963,2.03128447358716,401.875795813247,12162383105.8005,12162.3831058005,229.843885231716,13187.5372065607,13512.5372065607,2.03128447358873,401.875795813247,229.843885231716,13187.5372065607,13512.5372065607,0.0123783498379279,325,229.843885231716,2845088019502.36,2845088019506.73,4.37841796875,1.19411399147727,0.14641325444883,0.200885573645323,0.0419464836909717,0.641058424141921,0.174834115675069,0.879561005311333,0.239880274175818,0.183659237918429,0.0500888830686625
2076,0.0535258858950611,0,0,0,412.253870982899,237.12563165784,237.12563165784,0,412.253580610887,237.125581551824,237.125581551824,0.0126085040661206,237.12563165784,14928.8290963091,0.00583427844114085,3.45320682650025e-05,235.733986258717,15001.6118885044,0.00487531819982691,0.00526807104639202,0.000240495291839025,235.819409385358,15007.0480354619,0.00523945573013036,0.00507392541687854,0.000748448813066192,235.744997490816,15002.3126200069,0.00492225634198818,0.00497648428483912,0.00167490649424423,235.548416417947,14989.8026166484,0.00408428014989695,1.39454633497073,1.32515043754687,1.30050316120064,1.28795500501624,2.05008162976669,412.2538709829,12256850173.7269,12256.8501737269,237.12563165784,13345.9519586757,13655.9519586757,2.05008162976826,412.2538709829,237.12563165784,13345.9519586757,13655.9519586757,0.0126085040661398,310,237.12563165784,2989799490939.29,2989799490943.85,4.56103515625,1.24391867897727,0.142148790727019,0.195985925507632,0.0399490320866397,0.648345631924358,0.17682153597937,0.893898696370504,0.243790553555592,0.182208939805323,0.0496933472196336
2077,0.0545002228269678,0,0,0,423.196122849334,244.620196947853,244.620196947853,0,423.195850491199,244.620149718463,244.620149718463,0.0128408301635632,244.620196947853,15283.9720146968,0.0058407035180049,3.38094524704656e-05,243.183172428043,15360.7227907737,0.0050216511783127,0.00527005957671024,0.000235462703143179,243.273435003454,15366.4242477678,0.00539468621060651,0.00507484592877927,0.000732786822316796,243.199532680479,15361.7561900009,0.00508926444181787,0.004976932825853,0.00163985751085218,243.001596392526,15349.2534974045,0.00427123804237175,1.3953140050427,1.32540051515385,1.30062112453746,1.28801304675755,2.06888296459412,423.196122849334,12348564392.2827,12348.5643922827,244.620196947853,13507.8364046793,13802.8364046793,2.06888296459568,423.196122849334,244.620196947853,13507.8364046793,13802.8364046793,0.0128408301635827,295,244.620196947853,3141126403584.78,3141126403589.53,4.75,1.29545454545455,0.138008534686426,0.191205780983056,0.0380466972253712,0.655540539760525,0.178783783571052,0.908227459669515,0.247698398091686,0.180721811820513,0.0492877668601399
2078,0.055488774359495,0,0,0,434.692953892929,252.331741092655,252.331741092655,0,434.692698380141,252.331696596419,252.331696596419,0.0130753587465797,252.331741092655,15650.7515910774,0.00584587221941724,3.31085929313177e-05,250.848287628425,15731.6528723204,0.00516916269306113,0.00527098825964396,0.000230581633810406,250.943520382697,15737.625281566,0.00555076796044181,0.00507476328082483,0.000717596377128982,250.870144895129,15733.0236248807,0.00525674650987413,0.00497640506075589,0.00160586376959511,250.670825738353,15720.5235603403,0.0044580586981316,1.39593125659507,1.32551729017316,1.30061053366292,1.28794475305373,2.08769080936966,434.692953892929,12437451165.3785,12437.4511653785,252.331741092655,13673.2636980003,13953.2636980003,2.08769080937123,434.692953892929,252.331741092655,13673.2636980003,13953.2636980003,0.0130753587465993,280,252.331741092655,3299328037935.52,3299328037940.46,4.943359375,1.34818892045455,0.133988868627598,0.186542225349323,0.0362349497384487,0.662355129875881,0.180642308147968,0.922145258513937,0.251494161412892,0.179122378492214,0.0488515577706039
2079,0.0564927613220664,0,0,0,446.73664154402,260.264421329989,260.264421329989,0,446.736401793339,260.264379427057,260.264379427057,0.013312121892498,260.264421329988,16029.5102108981,0.00584980945469169,3.24289271133764e-05,258.733483961423,16114.7520816536,0.00531780881848071,0.00527087873204754,0.00022584816612511,258.833818884627,16121.0012628102,0.0057076635972234,0.00507369805904821,0.000702865285124412,258.760987413942,16116.4650849801,0.00542467442473107,0.00497492107563306,0.00157289798591689,258.560256990961,16103.9629497634,0.00464472949489679,1.39640126213679,1.32550351842203,1.30047402371189,1.28775270343767,2.10650752767846,446.73664154402,12523439173.4559,12523.4391734559,260.264421329988,13842.3098151647,14107.3098151647,2.10650752768002,446.73664154402,260.264421329988,13842.3098151647,14107.3098151647,0.0133121218925178,265,260.264421329988,3464671701025.27,3464671701030.42,5.14501953125,1.40318714488636,0.130086280220969,0.181992414974949,0.0345094759413797,0.669296452484547,0.182535396132149,0.936354529585467,0.255369417159673,0.177551927731601,0.0484232530177093
2080,0.0575133398338078,0,0,0,459.321150082215,268.422390101312,268.422390101312,0,459.320925087958,268.42235065603,268.42235065603,0.013551153169984,268.422390101312,16420.6008448466,0.00585253999469195,3.17699022779916e-05,266.842909574671,16510.3812377775,0.00546754615005683,0.00526975247225129,0.000221258450591747,266.94847982533,16516.9131898107,0.00586533622454768,0.00507167069783597,0.000688581566233331,266.876209421004,16512.4416004043,0.00559302040318008,0.00497250080814366,0.00154093335037338,266.674038536715,16499.9326737849,0.00483123788756895,1.39672712614072,1.32536189677276,1.30021417438769,1.28743942357737,2.12533551625651,459.321150082215,12606460533.5704,12606.4605335704,268.422390101312,14015.0536589167,14265.0536589167,2.12533551625808,459.321150082215,268.422390101312,14015.0536589167,14265.0536589167,0.0135511531700039,250,268.422390101312,3637432922516.07,3637432922521.43,5.3525390625,1.45978338068182,0.126297359437834,0.177553575585316,0.0328661675632188,0.67601154988161,0.184366786331348,0.950362449006951,0.259189758820077,0.175917445716799,0.0479774851954906
2081,0.0585516058772518,0,0,0,472.441960896282,276.809793434816,276.809793434816,0,472.441749723489,276.809756316158,276.809756316158,0.0137925128095349,276.809793434816,16824.3873412704,0.00585408845684985,3.11855403336005e-05,275.180691955348,16918.9114033079,0.00561827661953741,0.00526763079171038,0.000217188717632879,275.291541679407,16925.726767595,0.00602336502773963,0.00506870147210804,0.00067591609249674,275.219627033396,16921.3052454459,0.00576056067954148,0.00496916403994971,0.00151259008381493,275.015580414721,16908.7598643039,0.00501489423193129,1.39691188660916,1.32509506472937,1.29983351140419,1.28700738665968,2.14417915992227,472.441960896282,12686450954.7113,12686.4509547113,276.809793434816,14216.4513672629,14462.4513672629,2.14417915992383,472.441960896282,276.809793434816,14216.4513672629,14462.4513672629,0.013792512809555,246,276.809793434816,3817902621754.42,3817902621759.98,5.56591796875,1.51797762784091,0.122618795570713,0.17322300057104,0.0313011119649703,0.682486157573513,0.18613258842914,0.964145011479144,0.262948639494312,0.174219421527684,0.0475143876893683
2082,0.0594999257670314,0,0,0,486.095919362314,284.883389852222,284.883389852222,0,486.095721140695,284.883355001042,284.883355001042,0.0140362591220031,284.883389852222,17210.5106749439,0.00585447929143933,3.06698640465165e-05,283.206808611021,17309.8146912982,0.00576996338051095,0.00526453482727237,0.000213597339375284,283.322760990529,17316.9017885758,0.00618175228157343,0.00506481049007027,0.000664739313219214,283.251136281934,17312.5240321257,0.00592738699673362,0.00496493038969767,0.00148757827289365,283.045177311372,17299.9356638167,0.00519595208775119,1.39695851661617,1.32470560594576,1.29933450787577,1.28645901472448,2.16304254250066,486.095919362314,12761621926.9895,12761.6219269895,284.883389852222,14418.8014112342,14660.8014112342,2.16304254250222,486.095919362314,284.883389852222,14418.8014112342,14660.8014112342,0.0140362591220234,242,284.883389852222,3998697079520.42,3998697079526.19,5.7744140625,1.57484019886364,0.119047374340498,0.1689980493376,0.0298105828237812,0.687428832495472,0.187480590680583,0.975864712630107,0.266144921626393,0.172138648668963,0.0469469041824445
2083,0.0603580783792417,0,0,0,500.160673193571,292.597974447354,292.597974447354,0,500.160487126854,292.597941792196,292.597941792196,0.0142824488284822,292.597974447354,17577.1468137491,0.00585373676901649,3.02198366506842e-05,290.8763406628,17681.248646515,0.00592256717594531,0.00526048553402938,0.00021046316655176,290.997185939259,17688.5943638599,0.0063404801297788,0.00506001768650954,0.00065498540946595,290.925776117511,17684.2536367617,0.00609352724577977,0.00495981930652403,0.00146575062555776,290.717865700557,17671.6155659926,0.00537452143083941,1.39686992582422,1.32419604968818,1.29871958565729,1.28579667995165,2.18192948469027,500.160673193571,12831873486.5879,12831.8734865879,292.597974447354,14621.9293974375,14859.9293974375,2.18192948469183,500.160673193571,292.597974447354,14621.9293974375,14859.9293974375,0.0142824488285026,238,292.597974447354,4179015597361.88,4179015597367.86,5.9794921875,1.63077059659091,0.115579975087862,0.16487614569522,0.028391031260744,0.691109558069315,0.188484424927995,0.985875625089678,0.268875170479003,0.169763949618687,0.0462992589869147
2084,0.0611259104525832,0,0,0,514.516160252632,299.909184785004,299.909184785004,0,514.515985608452,299.909154245205,299.909154245205,0.0145311372124317,299.909184785004,17922.5236938338,0.00585188496894297,2.98328241669952e-05,298.145203596537,18031.4218244218,0.00607604891187207,0.00525550367872339,0.000207767855066335,298.270699473046,18039.0116466267,0.00649952845831434,0.00505434281660304,0.000646597292315365,298.19942048443,18034.7007890464,0.00625900108315601,0.0049538500640576,0.0014469793861026,297.989517242659,18022.0061226589,0.00555069311244961,1.39664896197326,1.32356887224446,1.29799111663666,1.28502270590284,2.20084356648625,514.516160252632,12897111557.2444,12897.1115572444,299.909184785004,14825.6532091588,15059.6532091588,2.20084356648781,514.516160252632,299.909184785004,14825.6532091588,15059.6532091588,0.0145311372124523,234,299.909184785004,4358021515379.43,4358021515385.61,6.17578125,1.68430397727273,0.112213568046468,0.160854776288019,0.0270390773911848,0.693006449536976,0.18900175896463,0.993403911372493,0.270928339465225,0.166987427169778,0.0455420255917576
2085,0.0618033216853691,0,0,0,529.04456488007,306.773921634167,306.773921634167,0,529.044400981552,306.773893122507,306.773893122507,0.0147823781624942,306.773921634167,18244.9353834832,0.00584894776891603,2.95065704784851e-05,304.970565143324,18358.6080758734,0.00623036968895694,0.00524960983367488,0.000205495692407856,305.100437519002,18366.426128884,0.00665887507120672,0.00504780545021499,0.00063952606263836,305.029196642335,18362.1375729275,0.00642382047296399,0.00494704175489299,0.00143115512624469,304.817257163986,18349.3792471625,0.00572454007011157,1.39629841234077,1.32282649828248,1.29715142398192,1.28413936872041,2.21978814022827,529.04456488007,12957248165.4754,12957.2481654754,306.773921634167,15029.782630183,15259.782630183,2.21978814022983,529.04456488007,306.773921634167,15029.782630183,15259.782630183,0.014782378162515,230,306.773921634167,4534848119987.63,4534848119994,6.365234375,1.73597301136364,0.1089452116956,0.156931489061482,0.0257515022773188,0.693461806476485,0.189125947220859,0.998905708694082,0.272428829643841,0.163914347503481,0.0447039129554947
2086,0.0623902649446811,0,0,0,543.630371151579,313.150776312688,313.150776312688,0,543.630217370348,313.150749737619,313.150749737619,0.0150362241479239,313.150776312688,18542.7564439728,0.00584494883543431,2.9239176097415e-05,311.31126977667,18661.1610451969,0.00638549082935796,0.00524282437120686,0.000203633449775354,311.445213817893,18669.1901516474,0.00681849583995898,0.0050404249666553,0.000633730550895575,311.373910107448,18664.9159407437,0.00658799014806503,0.00493941328551099,0.00141818571526294,311.159889250111,18652.0867306458,0.00589611835777128,1.39582100517155,1.32197130216038,1.29620278334517,1.28314889828512,2.23876633795817,543.630371151579,13012201643.7076,13012.2016437076,313.150776312688,15234.1193363679,15460.1193363679,2.23876633795973,543.630371151579,313.150776312688,15234.1193363679,15460.1193363679,0.0150362241479448,226,313.150776312688,4708605264733.96,4708605264740.51,6.5439453125,1.78471235795455,0.105772050189903,0.1531038917673,0.0245252402641132,0.692166512033729,0.188772685100108,1.00190349485613,0.273246407688035,0.16049183106428,0.0437704993811672
2087,0.062886756150989,0,0,0,558.160504825213,319.000451955619,319.000451955619,0,558.16036057559,319.00042722311,319.00042722311,0.0152927261521795,319.000451955618,18814.4559053774,0.00583991161513395,2.90290802717671e-05,317.128257221284,18937.5282961664,0.00654137389930115,0.00523516745853795,0.000202170257460442,317.26593876678,18945.7500427447,0.00697836482902405,0.00503222054987652,0.000629176929313177,317.194463601057,18941.4818548979,0.00675150799785727,0.0049309833716229,0.00140799545211128,316.978314845911,18928.5743858422,0.00606546801240163,1.3952194110765,1.32100560919046,1.2951474240251,1.28205347933474,2.25778107531705,558.160504825213,13061896820.1186,13061.8968201186,319.000451955618,15438.4568695322,15660.4568695322,2.25778107531861,558.160504825213,319.000451955618,15438.4568695322,15660.4568695322,0.0152927261522005,222,319.000451955618,4878386554178.76,4878386554185.47,6.7158203125,1.83158735795455,0.102691310863983,0.149369650504683,0.0233573716801078,0.689656391417591,0.188088106750252,1.00313973293037,0.273583563526465,0.15686391117588,0.0427810666843309
2088,0.0632928907937102,0,0,0,572.524553772928,324.286173954415,324.286173954415,0,572.524418507115,324.28615096946,324.28615096946,0.0155519335803138,324.286173954415,19058.6107624317,0.00583385932693412,2.88750462361987e-05,322.384970255629,19186.2649700139,0.0066979807276274,0.00522665905311961,0.000201097502128995,322.526027547957,19194.6597862624,0.00713845439872242,0.00502321118408624,0.000625838392211714,322.454265280839,19190.3889610105,0.00691436538693077,0.00492177053391733,0.00140052435004672,322.235941135883,19177.3957222402,0.00623261376651014,1.39449624439964,1.31993169685905,1.29398753009013,1.28085525254513,2.27683505333711,572.524553772928,13106265195.0443,13106.2651950443,324.286173954415,15642.5806763131,15860.5806763131,2.27683505333866,572.524553772928,324.286173954415,15642.5806763131,15860.5806763131,0.015551933580335,218,324.286173954415,5043277038353.15,5043277038360.03,6.8740234375,1.87473366477273,0.0997003018096926,0.145726488297251,0.0222451158858169,0.68534221136565,0.186911512190632,1.00172729601988,0.273198353459966,0.152913447969009,0.0417036676279116
2089,0.0636088642194297,0,0,0,586.615056665606,328.974082641854,328.974082641854,0,586.614929869685,328.974061309683,328.974061309683,0.0158138941497228,328.974082641854,19273.9187699385,0.00582681495493591,2.87761493902906e-05,327.047744929983,19406.0467529928,0.00685527342059499,0.00521731889839422,0.000200408744489687,327.191790660533,19414.5940009862,0.00729873528714691,0.00501341564975366,0.000623694899781205,327.11961937007,19410.3115698775,0.00707654740932633,0.00491179309418861,0.00139572756323973,326.899071819832,19397.2249299678,0.00639756561709679,1.39365406455307,1.31875179600437,1.2927252414639,1.27955631557565,2.29593075895324,586.615056665606,13145245102.8464,13145.2451028464,328.974082641854,15846.2681572486,16060.2681572486,2.29593075895479,586.615056665606,328.974082641854,15846.2681572486,16060.2681572486,0.0158138941497441,214,328.974082641854,5202361320900.42,5202361320907.44,7.0205078125,1.91468394886364,0.0967964095239734,0.142172183704635,0.021185824653159,0.679559949285004,0.185334531623183,0.998120926418578,0.272214798114158,0.148735247491758,0.040564158406843
2090,0.0638349936066131,0,0,0,600.327849180253,333.033602314439,333.033602314439,0,600.327730370846,333.03358254148,333.03358254148,0.0160786537701221,333.033602314439,19459.2103761643,0.00581880124202255,2.87317682506683e-05,331.086177331375,19595.6819900644,0.00701321437313978,0.00520716651995184,0.000200099656280904,331.232800981095,19604.3600642604,0.00745917667213345,0.00500285251999018,0.000622732981977211,331.160093309591,19600.0567846112,0.00723803308172048,0.00490106917182768,0.00139357494792561,330.93727430795,19586.8690087497,0.00656031925846707,1.39269537731965,1.31746809195414,1.29136265497473,1.27815872408029,2.31507046473911,600.327849180253,13178781858.6468,13178.7818586468,333.033602314439,16049.288730072,16259.288730072,2.31507046474066,600.327849180253,333.033602314439,16049.288730072,16259.288730072,0.0160786537701436,210,333.033602314439,5354731985430.4,5354731985437.56,7.1552734375,1.95143821022727,0.0939770966252168,0.138704569467937,0.0201769758601514,0.672431823215785,0.183390497240669,0.992469121573803,0.270673396792855,0.14437177942122,0.0393741216603328
2091,0.0639717401345116,0,0,0,613.562456771405,336.43778142372,336.43778142372,0,613.562345492887,336.437763118346,336.437763118346,0.0163462220047459,336.43778142372,19613.4596698818,0.00580984068411278,2.86550677928022e-05,334.473490866097,19754.1245374838,0.00717185391917503,0.00519622122206473,0.000199565483266501,334.622434915543,19762.9212265555,0.00762035659130597,0.00499154015728454,0.000621070574553162,334.549487121106,19758.6129036079,0.00740069504152994,0.00488961668065679,0.00138985475097692,334.325129986748,19745.3622906475,0.0067251072980401,1.39162263612336,1.31608272562489,1.28990182537077,1.27666449268615,2.33425377117584,613.562456771405,13206827889.5637,13206.8278895637,336.43778142372,16202.4882763361,16409.4882763361,2.33425377117739,613.562456771405,336.43778142372,16202.4882763361,16409.4882763361,0.0163462220047676,207,336.43778142372,5499486665936.32,5499486665943.59,7.2744140625,1.98393110795455,0.0912398996361329,0.135321531188231,0.0192161674858585,0.663716808974174,0.181013675174775,0.984384849434702,0.268468595300373,0.139786358986484,0.0381235524508593
2092,0.0641499797242448,0,0,0,626.222523007482,339.954237747453,339.954237747453,0,626.222418829635,339.954220781103,339.954220781103,0.0166166005068016,339.954237747453,19773.438754359,0.00579995552502265,2.85484795550449e-05,337.972813111369,19918.4008511828,0.00733115259437803,0.00518450208457989,0.000198823159663138,338.1241535175,19927.3200859773,0.00778222410021476,0.00497949671057461,0.000618760378725212,338.051086525946,19923.0138886434,0.00756444724372408,0.00487745332609054,0.00138468490912848,337.82539731703,19909.712913072,0.00689177843095064,1.39043824326753,1.31459779458458,1.28834476630217,1.27507559594069,2.35347972916712,626.222523007483,13234937693.8668,13234.9376938668,339.954237747453,16343.5534118594,16547.5534118594,2.35347972916866,626.222523007483,339.954237747453,16343.5534118594,16547.5534118594,0.0166166005068234,204,339.954237747453,5648883759243.7,5648883759251.1,7.3974609375,2.01748934659091,0.0885824268311969,0.132021006037299,0.0183011118912938,0.655285042232731,0.178714102427109,0.97662023509037,0.266350973206464,0.135381760328663,0.0369222982714534
2093,0.0643660556045846,0,0,0,638.390203011174,343.585283066872,343.585283066872,0,638.390105518514,343.585267325538,343.585267325538,0.0168897827236544,343.585283066872,19939.2403985054,0.00578916775189455,2.8412351655804e-05,341.586448160229,20088.6067167028,0.00749107364233598,0.00517202796015096,0.000197875109908222,341.740263400504,20097.6525494212,0.00794474351829704,0.00496674011263844,0.000615809939619446,341.667201026932,20093.3557709735,0.00772924993068736,0.00486459660260676,0.00137808230714308,341.44039046657,20080.0171032048,0.00706028423780555,1.38914455114104,1.31301535408019,1.28669345127196,1.27339396922905,2.37274684164819,638.390203011174,13263111440.3493,13263.1114403493,343.585283066872,16472.1278282413,16673.1278282413,2.37274684164973,638.390203011174,343.585283066872,16472.1278282413,16673.1278282413,0.0168897827236763,201,343.585283066872,5803080778044.77,5803080778052.29,7.521484375,2.05131392045455,0.0860023561467931,0.128800981499804,0.0174296303726608,0.64686537797129,0.176417830355806,0.968774569835438,0.264211246318756,0.131096692509993,0.0357536434118164
