Year,Rich...Population..million.,Middle...Population..million.,Poor...Population..million.,Rich...Output...trill.,Middle...Output...trill.,Poor...Output...trill.,Rich...emission.intensity.of.GDP..Mt.C..trill.,Middle...emission.intensity.of.GDP..Mt.C..trill.,Poor...emission.intensity.of.GDP..Mt.C..trill.,Rich.consumption.trillions,Middle.consumption.trillions,Poor.consumption.trillions,Rich.per.capita.consumption.dollars,Middle.per.capita.consumption.dollars,Poor.per.capita.consumption.dollars,Rich.emissions.MtC,Middle.emissions.MtC,Poor.emissions.MtC,Global.emissions.MtC,atmospheric.carbon,temp.increase,Rich.damages,Middle.damages,Poor.damages,Rich.damages.trillions,Middle.damages.trillions,Poor.damages.trillions,extra.ton.emissions,temp.increase_extra.ton.emissions,Rich.damages_extra.ton.emissions,Middle.damages_extra.ton.emissions,Poor.damages_extra.ton.emissions,Rich.damages_extra.ton.emissions_trillions,Middle.damages_extra.ton.emissions_trillions,Poor.damages_extra.ton.emissions_trillions,Rich.marginal.damages,Middle.marginal.damages,Poor.marginal.damages,Rich_conversion.factor,Middle_conversion.factor,Poor_conversion.factor,Rich_utility.loss,Middle_utility.loss,Poor_utility.loss
2074,1161.99766060626,2947.11787493978,4318.79335626166,109.344849440687,37.0217848033755,14.7207928555854,34.3089581131027,217.926884643986,417.557622088112,85.2889825637362,28.8769921466329,11.4822184273566,73398.5837107772,9798.38383533367,2658.66353867313,3751.50785934406,8068.04222615967,6146.77926002991,17966.3293455336,594.871551308614,2.15735671354598,0.111741232173284,0.101034394451953,0.0885896204258642,12.2183282083047,3.74047360913956,1.30410945144408,17966.3293455336,2.15735671354748,0.111741232173357,0.101034394452017,0.0885896204259207,12.2183282083127,3.74047360914194,1.30410945144492,8.00604027517693,2.38786768136379,0.832001134654092,7.13547722371366e-06,5.34510518390257e-05,0.000196991426219534,5.71269180356592e-05,0.00012763403922131,0.00016389709013178
2075,1162.1678245607,2947.96811356587,4321.33694893789,110.577967299024,37.593629577404,14.9344935124285,33.8082665648317,215.377207021146,417.619286119219,86.2508144932386,29.3230310703751,11.6489049396942,74215.4555223913,9946.86168260682,2695.67151956464,3738.44939464264,8096.81094016882,6236.93251921249,18072.192854024,598.97303633041,2.18057137627129,0.112877838159295,0.102035538905777,0.0894669746782977,12.481801896763,3.83588625335457,1.33614395290964,18072.192854024,2.18057137627278,0.112877838159368,0.102035538905841,0.0894669746783541,12.4818018967711,3.83588625335699,1.33614395291048,8.08419997611054,2.41939801526314,0.842215186480644,6.98706804791119e-06,5.21318637463727e-05,0.000192363362590047,5.64848553460064e-05,0.000126127727679943,0.00016201134529582
2076,1162.32950399042,2948.77607328847,4323.75478514879,111.80845508647,38.1671907867797,15.1484445648722,33.3148072209858,212.856729161106,417.679430091772,87.2105949674464,29.7704088136882,11.8157867606003,75030.8709088446,10095.8526771035,2732.76060917819,3724.87712688199,8124.14339214183,6327.19369263262,18176.2142116564,603.081521460187,2.2038062123604,0.114014028826748,0.103035718627415,0.0903434724751084,12.7477324213029,3.93258393070551,1.36856308458724,18176.2142116564,2.2038062123619,0.114014028826821,0.103035718627479,0.0903434724751647,12.7477324213111,3.93258393070796,1.36856308458809,8.16058332020475,2.45137243837235,0.85265128291212,6.84270739194147e-06,5.08539804821177e-05,0.000187873863984798,5.58404838077193e-05,0.000124662046135389,0.000160190891152295
2077,1162.48312081667,2949.54384539322,4326.05301471514,113.036166659248,38.7423914454948,15.3626230949962,32.8284779843698,210.365137714152,417.73809765118,88.1682099942134,30.2190653274859,11.982846014097,75844.7227451122,10245.3351811277,2769.92583616918,3710.80530861068,8150.0485118071,6417.55294663579,18278.4067670536,607.196431596784,2.22705859266283,0.115149672191691,0.104034815971712,0.0912190106922335,13.0160775366178,4.0305575643361,1.40136328036321,18278.4067670536,2.22705859266433,0.115149672191764,0.104034815971777,0.0912190106922897,13.016077536626,4.03055756433858,1.40136328036407,8.23519030745956,2.48245868306185,0.862643290133747,6.70225912551197e-06,4.96158472274013e-05,0.00018351790452389,5.51943793884985e-05,0.000123169290767132,0.00015831048895694
2078,1162.62907608894,2950.27341880213,4328.23749331445,114.260959309299,39.3191550647053,15.5770064389137,32.3491781253077,207.902121907243,417.795330866593,89.1235482612531,30.6689409504701,12.1500650223527,76656.9063979226,10395.2876892754,2807.1622782068,3696.24812546504,8174.53576955216,6508.00055905701,18378.7844540742,611.317202889108,2.25032589478607,0.116284637232751,0.10503271441103,0.0920934871899058,13.286794203148,4.12979758479421,1.43454084293918,18378.7844540742,2.25032589478756,0.116284637232824,0.105032714411094,0.0920934871899618,13.2867942031563,4.12979758479673,1.43454084294005,8.30802093787497,2.51265674933165,0.872191208145523,6.56559243960174e-06,4.84159765591387e-05,0.000179290669797317,5.45470794577649e-05,0.000121652730276803,0.000156375745899742
2079,1162.7677510067,2950.96668497846,4330.31379590193,115.482693731069,39.8974056662665,15.7915721821726,31.87680826526,205.467373555207,417.851170291323,90.0765011102341,31.1199764196879,12.3174263020946,77467.3197052875,10545.6888341371,2844.46506249765,3681.21968602104,8197.6151539144,6598.52691706072,18477.3617569962,615.443282714172,2.27360550531426,0.117418793998225,0.106029298628918,0.0929668008947289,13.5598386255685,4.23029393990767,1.46809194687478,18477.3617569962,2.27360550531575,0.117418793998297,0.106029298628982,0.0929668008947847,13.5598386255769,4.23029393991021,1.46809194687566,8.37907521145098,2.54196663718176,0.881517081552374,6.43258161531829e-06,4.7252945195115e-05,0.000175187546893847,5.38990851585488e-05,0.00012011541019456,0.000154430815062184
2080,1162.89950789226,2951.62544260691,4332.28722958372,116.701233987381,40.4770677958601,16.0062981555715,31.4112703606428,203.060587070389,417.905655021224,91.026962510157,31.5721128807709,12.4849125613458,78275.8629549529,10696.5173917481,2881.82936627344,3665.73401219825,8219.29714951527,6689.12251516911,18574.1536768826,619.574129646929,2.29689482191343,0.118552013706661,0.107024454607643,0.0938388518763659,13.8351662912562,4.3320361049685,1.50201264170962,18574.1536768826,2.29689482191492,0.118552013706733,0.107024454607706,0.0938388518764215,13.8351662912646,4.33203610497107,1.50201264171051,8.44302405766939,2.57216470345156,0.890842954959226,6.3031058034776e-06,4.61253909094005e-05,0.000171204114940914,5.32172739367969e-05,0.000118642102430066,0.000152515979655143
2081,1163.02469111685,2952.25140205851,4334.16284595795,117.916447474408,41.0580665357056,16.2211624313608,30.9524676868359,200.681459470806,417.958822751093,91.9748290300381,32.0252918978504,12.6525066964614,79082.4388618224,10847.752286787,2919.2504172429,3649.80503019809,8239.59271543487,6779.77795346582,18669.1756990988,623.709213422321,2.32019125532645,0.119684168841143,0.108018069709787,0.0947095414190217,14.1127320086748,4.43501309320292,1.53629885515764,18669.1756990988,2.32019125532793,0.119684168841215,0.10801806970985,0.0947095414190772,14.1127320086833,4.43501309320552,1.53629885515854,8.512301974406,2.60058641288197,0.900390872971002,6.17704881440235e-06,4.5032009608707e-05,0.000167336136127996,5.25809048188394e-05,0.000117109632333174,0.00015066792968788
2082,1163.14362798208,2952.84618964905,4335.94545293968,119.128204885816,41.6403275168521,16.4361433198059,30.5003048223717,198.329690386813,418.010709829063,92.9199998109364,32.4794554631446,12.8201917894486,79886.952544409,10999.3725975293,2956.72349400908,3633.44656195933,8258.51326402277,6870.48393596428,18762.4437619464,627.848014889967,2.34349223126122,0.120815133237486,0.109010032754123,0.0955787720878994,14.3924899456224,4.53921346650444,1.57094639636778,18762.4437619464,2.3434922312627,0.120815133237558,0.109010032754186,0.0955787720879548,14.392489945631,4.53921346650707,1.57094639636869,8.57625082062441,2.62900812231237,0.909494701772928,6.05429891745485e-06,4.39715525608271e-05,0.00016357954718741,5.19231860591276e-05,0.0001156015688331,0.000148774731485364
2083,1163.256629559,2953.41135169985,4337.6396260859,120.336380176101,42.223776931046,16.651219366085,30.0546876332921,196.00498206634,418.061351309044,93.8623765373586,32.9345460062159,12.9879511055463,80689.311500372,11151.357560558,2994.24392645225,3616.67231711379,8276.07064014283,6961.23126912882,18853.9742263854,631.990025961895,2.3667951921753,0.121944782166556,0.110000234085956,0.0964464477908095,14.6743936672865,4.64462534640823,1.60595095924443,18853.9742263854,2.36679519217678,0.121944782166628,0.110000234086018,0.0964464477908646,14.6743936672951,4.64462534641089,1.60595095924535,8.64197602368222,2.65654165332307,0.918154441365004,5.93474864984241e-06,4.2942823766794e-05,0.000159930451307934,5.12879555385186e-05,0.0001140794000478,0.000146840854177889
2084,1163.36399148646,2953.94835840921,4339.24971943686,121.540850523177,42.8083415421739,16.8663693475004,29.6155232576692,193.707039378748,418.110781001246,94.8018634080781,33.3905064028956,13.1557680910503,81489.4255811953,11303.6865752377,3031.80709607965,3599.49588542605,8292.27710084877,7052.01086053886,18943.7838468137,636.134749553713,2.39009759896028,0.123072992410909,0.11098856564215,0.097312473835107,14.9583961740544,4.75123642528513,1.64130812582188,18943.7838468137,2.39009759896176,0.123072992410981,0.110988565642212,0.0973124738351619,14.9583961740631,4.75123642528781,1.64130812582281,8.70237215622183,2.68407518433378,0.926370091747231,5.81829463425355e-06,4.19446774688639e-05,0.000156385110457903,5.06329652218229e-05,0.000112582667909062,0.000144870489122789
2085,1163.465994731,2954.45860754276,4340.77987589002,122.741496290268,43.3939486972806,17.0815722709795,29.1827200902816,191.43556981733,418.159031520799,95.7383671064088,33.8472799838789,13.323626371364,82287.2069660655,11456.3392079573,3069.40843634283,3581.93072970122,8307.1452954879,7142.81371768531,19031.8897428744,640.281699519568,2.41339693252921,0.124199642335971,0.111974921011025,0.0981767569801319,15.2444499390332,4.85903397773445,1.67701336968651,19031.8897428744,2.41339693253069,0.124199642336042,0.111974921011087,0.0981767569801866,15.2444499390419,4.85903397773717,1.67701336968745,8.76276828876144,2.71160871534448,0.934807786734382,5.70483740490321e-06,4.09760157868724e-05,0.000152939938095807,4.99901683042259e-05,0.000111110921527776,0.000142969445034635
2086,1163.56290630973,2954.94342795042,4342.23403712292,123.938200987144,43.9805263371626,17.2968073708454,28.7561877674415,189.190283500538,418.206134334555,96.6717967699725,34.3048105429868,13.4915097492594,83082.5701350086,11609.2951961456,3107.04343292344,3563.99017914522,8320.68824623065,7233.63094689068,19118.3093722666,644.430400581276,2.43669069531017,0.125324611955941,0.112959195487325,0.0990392054853239,15.5325069452313,4.96800487215498,1.71306205944122,19118.3093722666,2.43669069531165,0.125324611956012,0.112959195487387,0.0990392054853784,15.5325069452401,4.96800487215772,1.71306205944217,8.81250628026464,2.73736588951579,0.943245481721533,5.59428124158481e-06,4.00357864759307e-05,0.000149591492247539,4.92996385750328e-05,0.00010959259625915,0.000141101499166472
2087,1163.65497997821,2955.40408291781,4343.61595308098,125.13085123077,44.5680030065403,17.5120541068368,28.3358371519679,186.970893171954,418.252119806069,97.6020639600008,34.7630423451014,13.6594022033327,83875.431841342,11762.5344520674,3144.7076239887,3545.68742316223,8332.91932902317,7324.45375234307,19203.0605045285,648.580388251953,2.45997641264934,0.126447782994626,0.113941286122447,0.0998997291541791,15.8225187223612,5.07813558247428,1.74944946220633,19203.0605045285,2.45997641265081,0.126447782994697,0.113941286122509,0.0998997291542335,15.8225187223701,5.07813558247704,1.74944946220728,8.87645512648305,2.76312306368709,0.951461132103759,5.48653401134527e-06,3.91229807988288e-05,0.000146336468930648,4.87009729516293e-05,0.000108101610565431,0.000139233462396821
2088,1163.74245688485,2955.84177335907,4344.92919104615,126.319336705403,45.1563078638122,17.7272921623588,27.9215803183026,184.777114199087,418.297017238861,98.5290826302141,35.2219201337735,13.8272878866399,84665.7110834994,11916.0370664045,3182.39660041746,3527.03550557461,8343.85225496076,7415.27343523653,19286.1611957719,652.731208754474,2.48325163412651,0.127569038941398,0.114921091770122,0.100758239374216,16.1144363832231,5.18941220001706,1.78617074715162,19286.1611957719,2.48325163412798,0.127569038941469,0.114921091770184,0.100758239374271,16.114436383232,5.18941220001985,1.78617074715258,8.92796947482566,2.78710388101899,0.958788604066285,5.38150701741744e-06,3.82366315068848e-05,0.000143171695907016,4.8045930380063e-05,0.000106569464069932,0.00013727139046049
2089,1163.82556619336,2956.25764085843,4346.17714430208,127.5035501222,45.7453706903951,17.9425014429462,27.5133305377654,182.608664571024,418.34085491796,99.4527690953158,35.6813891385082,13.995151125498,85453.329076286,12069.7833116288,3220.10600599792,3508.04731925062,8353.50105207952,7506.08139300885,19367.629764339,656.882418935094,2.50651393478624,0.128688265102468,0.115898513127733,0.101614649153114,16.4082106596314,5.30182044549377,1.82322098905422,19367.629764339,2.5065139347877,0.128688265102538,0.115898513127795,0.101614649153168,16.4082106596404,5.30182044549658,1.82322098905518,8.98126018000767,2.8119728767706,0.966782209843586,5.27911485506148e-06,3.73758109233364e-05,0.000140094126746388,4.74131040334506e-05,0.000105099766563728,0.000135440509441981
2090,1163.90452567497,2956.65277056715,4347.36304041123,128.683387178394,46.3351218996551,18.1576620749233,27.1110022639469,180.465264895004,418.383660149829,100.373041999147,36.141395081731,14.1629764184402,86238.2092216183,12223.753645173,3257.83153759813,3488.73560112578,8361.88004756357,7596.86911867015,19447.4847673595,661.033586172517,2.52976091628759,0.129805348647654,0.116873452773444,0.102468873151176,16.7037919378524,5.41534568109111,1.86059517187724,19447.4847673595,2.52976091628906,0.129805348647724,0.116873452773505,0.10246887315123,16.7037919378614,5.41534568109394,1.86059517187821,9.03099817151087,2.8368418725222,0.974331726411037,5.17927527398343e-06,3.65396291237034e-05,0.000137100835184203,4.67740255290958e-05,0.000103657149904553,0.000133581693437419
2091,1163.97954227165,2957.02819396235,4348.48994911889,129.858746516075,46.9254925454355,18.3727544042434,26.7145111182357,178.346638391956,418.425459300672,101.289822282538,36.6018841854397,14.3307484353099,87020.2770788038,12377.9287124057,3295.56894531023,3469.11292760383,8369.00385036521,7687.62820021399,19525.744978183,665.184288282724,2.55299020797553,0.130920178652839,0.117845815199332,0.103320827710287,17.0011302935182,5.52997292264702,1.89828819236426,19525.744978183,2.55299020797698,0.130920178652909,0.117845815199393,0.103320827710341,17.0011302935273,5.52997292264988,1.89828819236524,9.07718344933528,2.8599345114344,0.981215109163713,5.08190904701508e-06,3.57272322078663e-05,0.000134189009758041,4.61294206925925e-05,0.000102177544389307,0.000131668283858307
2092,1164.05081263175,2957.384891474,4349.56078989895,131.029529680646,47.5164143301882,18.5877589954941,26.3237738754786,176.252510891055,418.466277833246,102.203033150904,37.0628031775468,14.4984520164854,87799.4603344137,12532.2893494171,3333.31403256977,3449.19171032362,8374.88733423538,7778.35032010585,19602.4293646649,669.33411341983,2.57619946787665,0.132032646138291,0.118815506840681,0.104170430879504,17.3001755259913,5.64568685189313,1.93629486364499,19602.4293646649,2.5761994678781,0.13203264613836,0.118815506840742,0.104170430879557,17.3001755260005,5.64568685189601,1.93629486364598,9.12692144083849,2.88302715034661,0.988320536521314,4.98693984475457e-06,3.49378006589036e-05,0.000131355948707923,4.55154081932622e-05,0.000100726627873017,0.000129821781702281
2093,1164.11852361953,2957.72379498606,4350.5783391557,132.195641078989,48.1078196127151,18.8026566310531,25.938708449774,174.182610823351,418.506140342146,103.112600041612,37.5240992979178,14.6660721722214,88575.6887718005,12686.8165856219,3371.06265625081,3428.98419227887,8379.54562116153,7869.0272548407,19677.5570682811,673.482659973253,2.59938638362242,0.133142644103014,0.119782436101618,0.105017602437431,17.6008771921496,5.76247182874819,1.97460991884746,19677.5570682811,2.59938638362387,0.133142644103083,0.119782436101678,0.105017602437484,17.6008771921588,5.7624718287511,1.97460991884845,9.16955400498409,2.90700796767851,0.994981874669065,4.89429411588152e-06,3.41705477840109e-05,0.000128599055126468,4.48784942118515e-05,9.9334054668059e-05,0.000127953728950404
2094,1164.18285279963,2958.04579021755,4351.5452370957,133.356987937405,48.699641415525,19.0174283103821,25.5592338803949,172.136669214509,418.545070587698,104.018450591176,37.9857203041095,14.833594082098,89348.894240309,12841.4916461844,3408.81072673813,3408.50244427712,8382.99406520945,7959.65087456536,19751.1473840519,677.629536461443,2.62254867330238,0.134250067555318,0.120746513377242,0.105862263911535,17.9031846395703,5.88031190364658,2.01322801471237,19751.1473840519,2.62254867330383,0.134250067555387,0.120746513377302,0.105862263911588,17.9031846395795,5.88031190364951,2.01322801471337,9.2157392828085,2.92832424975131,1.00142116821189,4.80390097287486e-06,3.34247182330917e-05,0.000125915832345738,4.42714989064448e-05,9.78784129430673e-05,0.000126094779924042
2095,1164.24396889781,2958.35171898905,4352.46399428329,134.513480259359,49.2918134318172,19.2320552494455,25.1852703178418,170.114419676716,418.583091528452,104.9205146023,38.4476144768174,15.0010030945675,90119.0106242321,12996.2959542742,3446.55420797747,3387.75836172564,8385.24823676656,8050.21314275888,19823.2197412511,681.774361422438,2.64568408625021,0.135354813539753,0.121707651072432,0.106704338594528,18.2070470390888,5.99919082988701,2.0521437352055,19823.2197412511,2.64568408625165,0.135354813539821,0.121707651072492,0.10670433859458,18.207047039098,5.99919082988996,2.05214373520651,9.25837184695411,2.94964053182412,1.00852659556949,4.71569208287414e-06,3.26995865908531e-05,0.0001233038795483,4.36596308189863e-05,9.64520259822725e-05,0.000124355241861358
2096,1164.30203223908,2958.64238137992,4353.33699789295,135.665030783104,49.8842700320952,19.4465188802432,24.8167390100261,168.115598399796,418.620225352353,105.818724010821,38.9097306250343,15.1682847265897,90885.9738115549,13151.2111331572,3484.28911750486,3366.76366173145,8386.32390718269,8140.70611596619,19893.7936848803,685.916763301477,2.6687904037653,0.136456781160587,0.122665763617457,0.107543751557958,18.5124134167143,6.11909207598639,2.09135159512402,19893.7936848803,2.66879040376674,0.136456781160655,0.122665763617517,0.10754375155801,18.5124134167236,6.11909207598936,2.09135159512503,9.29034627006331,2.97006863547722,1.01474384450739,4.62960156343861e-06,3.19944560384838e-05,0.000120760887590732,4.30106016167712e-05,9.50257303890553e-05,0.000122541367339944
2097,1164.35719516424,2958.91853778135,4354.16651767124,136.811554939194,50.4769462704217,19.6608008504442,24.453562288581,166.139944141578,418.656493506653,106.713012852571,39.3720180909289,15.3354246633465,91649.7216625338,13306.2190081281,3522.01152645591,3345.52988050319,8386.23703380528,8231.12194357958,19962.8888578881,690.056380335903,2.69186543977231,0.137555871601975,0.123620767480573,0.108380429663152,18.8192326848823,6.23999883802516,2.13084604369281,19962.8888578881,2.69186543977374,0.137555871602043,0.123620767480632,0.108380429663204,18.8192326848916,6.23999883802815,2.13084604369383,9.32942612053012,2.99049673913032,1.02051700423544,4.54556588296974e-06,3.13086570812043e-05,0.000118284635028466,4.24075210811684e-05,9.36284369078911e-05,0.000120711481386333
2098,1164.409602426,2959.18091085004,4354.9547116208,137.952970807964,51.069777890321,19.8748830231133,24.0956635553007,164.187198217564,418.691916726566,107.603317230212,39.8344267544504,15.5024087580284,92410.1939781539,13461.3016082912,3559.71755955615,3324.06837104291,8385.0037454051,8321.4528676636,20030.5249841116,694.192860437592,2.71490704142133,0.138651988144978,0.124572581177727,0.109214301569626,19.1274536730302,6.36189405197049,2.17062146814734,20030.5249841116,2.71490704142276,0.138651988145046,0.124572581177786,0.109214301569678,19.1274536730396,6.3618940519735,2.17062146814837,9.36495325731812,3.01092484278342,1.02629016396349,4.4635237655747e-06,3.06415463381937e-05,0.000115872984331456,4.18006914275356e-05,9.2259393090967e-05,0.000118919304088469
2099,1164.45939156556,2959.43018736717,4355.70363141828,139.089199076999,51.662701330338,20.0887474765187,23.7429672687088,162.257104489931,418.726515062782,108.48957528006,40.2969070376636,15.6692230316846,93167.3324685032,13616.4411681944,3597.40339509335,3302.39030111612,8382.64032798877,8411.69122281893,20096.7218519238,698.325861073097,2.73791308963109,0.139745036181572,0.125521125279535,0.110045297741097,19.4370251574812,6.48476040596457,2.21067219729922,20096.7218519238,2.73791308963251,0.13974503618164,0.125521125279594,0.110045297741149,19.4370251574906,6.4847604059676,2.21067219730025,9.40048039410613,3.03046476801683,1.03117514527185,4.38341610015944e-06,2.99925053915904e-05,0.000113523878280753,4.1206217108758e-05,9.08912308937694e-05,0.000117063001677978
2100,1164.50669327064,2959.66702000715,4356.41522757775,140.220162998642,52.2556537292605,20.302376504012,23.3953989307525,160.349409355915,418.760307907812,109.371727138941,40.7594099088232,15.8358536731294,93921.0807211069,13771.6201293228,3635.06526487246,3280.50665148837,8379.16321099416,8501.82943608039,20161.4992985629,702.455049141741,2.76088149957745,0.140834923225807,0.126466322415656,0.110873350449217,19.7478958906239,6.60858035256552,2.25099250508128,20161.4992985629,2.76088149957886,0.140834923225874,0.126466322415714,0.110873350449268,19.7478958906333,6.60858035256857,2.25099250508232,9.43245481721533,3.04911651483053,1.03739239420975,4.30518585355001e-06,2.93609396914524e-05,0.000111235336536612,4.06084710433251e-05,8.95249261041508e-05,0.000115394692090443
2101,1164.55163171584,2959.89202902036,4357.09135437079,141.345788347568,52.8485729310154,20.5157526139726,23.0528850736253,158.463861735603,418.793314021281,110.249714911103,41.221886886192,16.0022870388986,94671.384169255,13926.8211414574,3672.69945415444,3258.42821441745,8374.58895386435,8591.86002684635,20224.8771951282,706.580100851832,2.78388160160115,0.14192493964417,0.127411026368911,0.111700959793331,20.0604924801861,6.73349091927294,2.29162925786328,20224.8771951282,2.78388160160257,0.141924939644237,0.12741102636897,0.111700959793382,20.0604924801956,6.73349091927601,2.29162925786432,9.46087652664573,3.06599190480483,1.0422773755181,4.22877798745111e-06,2.87462775137341e-05,0.000109005452369269,4.00079463978724e-05,8.81358541503818e-05,0.000113613916812605
2102,1164.59432488625,2960.10580383393,4357.73377451396,142.46600337848,53.4413974892435,20.7288585298069,22.7153532467168,156.600213059182,418.825551554154,111.123482635214,41.6842900416099,16.1685096532494,95418.190060361,14082.0270639044,3710.30230157939,3236.16559239012,8368.93423299597,8681.77560683441,20286.8754322205,710.700701595206,2.80691029912899,0.14301493327688,0.128355102879508,0.11252800811038,20.374765967397,6.85947607275654,2.33257716076102,20286.8754322205,2.8069102991304,0.143014933276946,0.128355102879566,0.11252800811043,20.3747659674065,6.85947607275962,2.33257716076207,9.48929823607614,3.08020275952003,1.0476064460363,4.15413937906013e-06,2.81479689685022e-05,0.000106832389544016,3.94198674821297e-05,8.67014516916647e-05,0.000111918299931772
2103,1164.63488488504,2960.30890457448,4358.34416363396,143.580738783945,54.0340666715645,20.9416771899957,22.3827320036892,154.758217253678,418.857038071981,111.992976251477,42.1465720038203,16.3345082081966,96161.4474243845,14237.2209666,3747.87019907511,3213.72919709274,8362.21582905771,8771.56888006116,20347.5139062116,714.816545820267,2.82996454739257,0.144104755146286,0.129298420766177,0.113354380440243,20.6906672061832,6.9865194882076,2.37383084325152,20347.5139062116,2.82996454739397,0.144104755146352,0.129298420766234,0.113354380440293,20.6906672061927,6.9865194882107,2.37383084325258,9.51416723182774,3.09885450633374,1.05249142734465,4.08121874516383e-06,2.75654850557685e-05,0.000104714379352661,3.88293976511589e-05,8.54214275843434e-05,0.000110210986588391
2104,1164.67341822587,2960.50186351652,4358.92411452048,144.689927652414,54.6265204635372,21.1541917481819,22.0549508896808,152.937630729208,418.887790577168,112.858143568883,42.608685961559,16.5002695635819,96901.1070423487,14392.386131096,3785.39959175157,3191.12924860547,8354.45061467395,8861.23264284168,20406.8125061211,718.927336903709,2.85304135347272,0.145194259445597,0.130240851910509,0.114179964511903,21.0081468947294,7.11460456207794,2.41538486308541,20406.8125061211,2.85304135347412,0.145194259445663,0.130240851910566,0.114179964511953,21.0081468947389,7.11460456208106,2.41538486308646,9.54614165493695,3.11750625314744,1.05693231944315,4.00996656955366e-06,2.69983167664616e-05,0.000102649717783892,3.82797089045208e-05,8.41674213438994e-05,0.000108493804307514
2105,1164.71002611083,2960.68518646004,4359.47514117627,145.793505426451,55.2186995723242,21.3663855732927,21.7319404286358,151.138212364787,418.917825530348,113.718934232632,43.0705856664129,16.6657807471683,97637.1214149832,14547.5060514321,3822.88697778227,3168.37577480962,8345.65554246933,8950.75978380678,20464.7911010857,723.032787021074,2.87613777630396,0.146283303525429,0.13118227123927,0.115004650727842,21.3271556063338,7.24371442477637,2.45723371017292,20464.7911010857,2.87613777630536,0.146283303525495,0.131182271239326,0.115004650727891,21.3271556063433,7.2437144247795,2.45723371017398,9.56745793700975,3.13082892944294,1.0618173007515,3.94033503360335e-06,2.64459742261986e-05,0.000100636762825467,3.7698989691726e-05,8.2797821174685e-05,0.000106857855859707
2106,1164.74480469467,2960.85935404068,4359.9986826736,146.891409861202,55.8105454300687,21.578242249688,21.4136321107612,149.359723493724,418.947158870856,114.575299691737,43.5322254354536,16.8310289547566,98369.44473152,14702.564434898,3860.3289082729,3145.47861099881,8335.84763346898,9040.14328393386,20521.4695284016,727.132617016312,2.89925092664101,0.147371747878282,0.132122556704802,0.115828332146753,21.6476438195503,7.37383195331018,2.49937181043997,20521.4695284016,2.89925092664239,0.147371747878347,0.132122556704858,0.115828332146803,21.6476438195599,7.37383195331333,2.49937181044104,9.58877421908255,3.14592796257784,1.06581410364015,3.87227794986068e-06,2.59079858796447e-05,9.86739318915505e-05,3.71303989747459e-05,8.15046572328461e-05,0.000105168068271642
2107,1164.77784533589,2961.02482297572,4360.49610682593,147.983580983138,56.40200019699,21.7897455773317,21.0999583801094,147.601927888618,418.975806036371,115.427193166848,43.9935601536522,16.9960015503187,99098.0328386674,14857.5452026911,3897.7219871182,3122.44739968377,8325.04396584993,9129.37621659,20576.8675821237,731.226556270494,2.92237796698912,0.148459456121079,0.133061589263647,0.116650904464703,21.9695619476064,7.50493978385999,2.5417935296515,20576.8675821237,2.9223779669905,0.148459456121144,0.133061589263703,0.116650904464752,21.969561947616,7.50493978386316,2.54179352965257,9.61009050115536,3.16191517413245,1.0698109065288,3.80575069851211e-06,2.53838977133735e-05,9.67596993688554e-05,3.65736086375366e-05,8.02617313585416e-05,0.000103514581697249
2108,1164.80923483545,2961.18202724895,4360.96871368334,149.069961049093,56.9930067642066,22.0008795719776,20.790852622287,145.864591746004,419.003781981747,116.274569618293,44.4545452760811,17.1606860661425,99822.8432097881,15012.4324904744,3935.06287084742,3099.29159058176,8313.26166403822,9218.45174758357,20631.0050022036,735.314342569826,2.9455161115002,0.149546294975872,0.133999252853478,0.117472265994798,22.2928603670894,7.63702032427689,2.58449317719887,20631.0050022036,2.94551611150158,0.149546294975936,0.133999252853534,0.117472265994847,22.292860367099,7.63702032428007,2.58449317719994,9.62785406954936,3.17701420726735,1.0742517986273,3.74071016658636e-06,2.48732725152531e-05,9.48925942756275e-05,3.60150116003731e-05,7.90227401621915e-05,0.000101938540077004
2109,1164.83905566366,2961.33137923737,4361.41773885963,150.150494505615,57.583508756292,22.2116284653671,20.4862491522895,144.147483670662,419.031101197076,117.11738571438,44.9151368299078,17.3250702029863,100543.834914303,15167.2106488382,3972.34826845921,3076.02044078151,8300.51788814701,9307.36313522309,20683.9014641516,739.395721973094,2.96866262583634,0.150632134248815,0.134935434368471,0.118292317645494,22.6174894458958,7.77005576649093,2.62746500984889,20683.9014641516,2.96866262583771,0.15063213424888,0.134935434368527,0.118292317645542,22.6174894459055,7.77005576649412,2.62746500984997,9.64917035162216,3.18944870514315,1.0778045123061,3.67711468976925e-06,2.43756891684918e-05,9.30711980277907e-05,3.54811060440358e-05,7.77450102554182e-05,0.000100312557200088
