year,population.growth.rate,per.capita.income.growth.rate,energy.intensity.growth.rate,emission.intensity.growth.rate,land.use.emissions,abatement.cost.function.coefficient,population,per.capita.income,energy.intensity,carbon.intensity,kaya.emissions,bau.emissions,carbon.cycle.from.bau.emissions,kaya.emissions.constant.population,kaya.emissions.constant.per.capita.output,kaya.emissions.constant.energy.intensity,kaya.emissions.constant.emission.intensity,total.emissions.constant.population,total.emissions.constant.per.capita.output,total.emissions.constant.energy.intensity,total.emissions.constant.emission.intensity,temp.increase.bau,temp.increase.constant.population,temp.increase.constant.per.capita.output,temp.increase.constant.energy.intensity,temp.increase.constant.emission.intensity,policy.cost.bau,emissions.control.rate.2030.mitigation,controlled.emissions.from.2030,temp.increase.carbon.mitigation.2030,policy.cost.carbon.mitigation.2030,emissions.control.rate.2010.mitigation,controlled.emissions.from.2010,temp.increase.carbon.mitigation.2010,policy.cost.carbon.mitigation.2010
2024,0.0124449226490164,0.0126227811690967,-0.0120490071146087,-9.08712567602166e-05,1220,0.0421600900212597,8127012027.09391,9749.6075187924,5.25210847947735e-12,18.4449412235034,7675.89453118598,8895.89453118598,409.227373727029,6516.99198778253,6692.07487473939,8739.69939422499,7748.74554702082,7736.99198778253,7912.07487473939,9959.69939422499,8968.74554702082,1.06621940307384,1.0632593193558,1.0639706109027,1.06834566283265,1.06643081354809,0,0,8895.89453118598,1.06621940307384,0,0.155555555555556,7512.08871522371,1.06289070537707,0.0182431167926425
2025,0.0128744784156238,0.013229464822738,-0.0132531982925327,-0.000572396084061677,1215,0.0415480905406464,8228152063.13871,9872.67468098669,5.18882578704143e-12,18.4432651085136,7773.99101704865,8988.99101704865,411.460467063945,6519.14762950722,6693.11263463099,8959.34228473254,7848.48625694955,7734.14762950722,7908.11263463099,10174.3422847325,9063.48625694955,1.08518463091676,1.08164098918146,1.08246623327774,1.08778584413591,1.085435214527,0,0,8988.99101704865,1.08518463091676,0,0.166666666666667,7490.82584754054,1.08117731584217,0.02235963470618
2026,0.0133063692022144,0.0138467055396911,-0.0144769005750887,-0.00106197120389673,1210,0.0408756293232839,8334085229.27606,10003.2848833851,5.12005724998036e-12,18.4327082557881,7868.00344038412,9078.00344038412,413.708426461466,6514.11909587181,6685.60678046323,9189.47938984031,7947.94894092399,7724.11909587181,7895.60678046323,10399.4793898403,9157.94894092399,1.10414445310099,1.09994863401158,1.10089478750961,1.10729048447395,1.10443798223753,0,0,9078.00344038412,1.10414445310099,0,0.177777777777778,7464.13616209361,1.09937583302577,0.0270471775467467
2027,0.0137406785203147,0.0144749820186025,-0.0157204578214041,-0.00155843548405499,1205,0.0401447568577782,8444981644.29953,10141.797423595,5.04593469023364e-12,18.4131332504107,7957.6157154562,9162.6157154562,415.969085337405,6501.79606650905,6669.40294271832,9430.66941998505,8047.01745252889,7706.79606650905,7874.40294271832,10635.669419985,9252.01745252889,1.12309901670371,1.11817875777929,1.11925217664723,1.12686642322837,1.12343974348319,0,0,9162.6157154562,1.12309901670371,0,0.188888888888889,7431.89941364781,1.11748241321259,0.0323385413425148
2028,0.0141774899613303,0.0151147825146547,-0.0169842066607691,-0.00206064434718689,1200,0.039357878169194,8561021422.18381,10288.5997589379,4.96661028676626e-12,18.3844375701806,8042.52257332349,9242.52257332349,418.240277515792,6482.10102735339,6644.38732917596,9683.52300896724,8145.57256612405,7682.10102735339,7844.38732917596,10883.5230089672,9345.57256612405,1.14204811924108,1.13632754089288,1.13753391294265,1.14652083155596,1.1424410385414,0,0,9242.52257332349,1.14204811924108,0,0.2,7394.01805865879,1.13549302236648,0.0382646302909033
2029,0.0146168871709496,0.0157666035496453,-0.0182684757057306,-0.00256746935079888,1195,0.0385177372157918,8682395217.45556,10444.1097066745,4.88225635125232e-12,18.3465537828254,8122.43142212005,9317.43142212005,420.519808500553,6454.99028884943,6610.48849801898,9948.70740284232,8243.49220404838,7649.99028884943,7805.48849801898,11143.7074028423,9438.49220404838,1.16099121707147,1.15439086307681,1.15573514273155,1.16626122646825,1.16144232093628,0,0,9317.43142212005,1.16099121707147,0,0.211111111111111,7350.41812189471,1.15340344899648,0.0448541672392786
2030,0.0150589538677091,0.016430948908106,-0.0162620415675265,-0.00198419650505854,1190,0.0376273976056175,8809304808.7227,10608.7778438487,4.79306496971032e-12,18.2994495682952,8197.06416736737,9387.06416736737,422.805441267216,6420.4547331398,6567.67880788667,10226.9516542396,8340.65168062865,7610.4547331398,7757.67880788667,11416.9516542396,9530.65168062865,1.17992743148562,1.17236432418236,1.17385066973447,1.18609548564959,1.18044395561415,0,0,9387.06416736737,1.17992743148562,0,0.222222222222222,7301.0499079524,1.17120931504204,0.052133410426333
2031,0.014083614505908,0.0154888190125957,-0.0144819356104626,-0.00193555562723124,1177,0.0368545310444299,8941963723.44384,10783.0901305784,4.71511994793703e-12,18.2631398644173,8303.17763672122,9480.17763672122,425.108529840251,6407.08545296037,6545.1562638793,10530.5915471603,8465.42099242046,7584.08545296037,7722.1562638793,11707.5915471603,9642.42099242046,1.19885763451546,1.19024476544071,1.19187652018788,1.20603211302696,1.19944768399647,0,0.0142857142857143,9344.7465276252,1.19884792385378,2.42321816707845e-05,0.233333333333333,7268.13618815293,1.18890771501726,0.0603951448418866
2032,0.0131021681639381,0.0145166770493781,-0.0126733333058928,-0.00188793347543381,1164,0.0361648467321998,9067898893.45063,10950.1074620074,4.6468358844554e-12,18.2277905412818,8410.39540726762,9574.39540726762,427.429181177044,6399.68850469434,6528.55336897936,10823.3141402098,8591.362849417,7563.68850469434,7692.55336897936,11987.3141402098,9755.362849417,1.21778267848555,1.20802962911523,1.20980936304241,1.22607818893762,1.21845517693594,0,0.0285714285714286,9300.84125277426,1.21774450974065,0.000170537995934319,0.244444444444444,7233.98764104664,1.20649579298794,0.0695210238049746
2033,0.0121150297584633,0.0135160631863767,-0.0108379749436406,-0.00184126534848583,1151,0.035555113877912,9186708029.64621,11109.0666356894,4.58794498447392e-12,18.1933776853357,8518.61562543958,9669.61562543958,429.767550439604,6398.20571480562,6517.94027264317,11103.2982332001,8718.37135957077,7549.20571480562,7668.94027264317,12254.2982332001,9869.37135957077,1.2367034035089,1.22571691084497,1.22764646620894,1.24623938754124,1.23746804614197,0,0.0428571428571429,9255.20352720645,1.23660949447409,0.00053629600384214,0.255555555555556,7198.49163227168,1.223970744821,0.0795606777577969
2034,0.0111226297657505,0.0124885632657579,-0.00897775161157133,-0.00179551802320799,1138,0.0350224962910778,9298005270.80769,11259.217482279,4.53822095168939e-12,18.1598788494318,8627.73067111135,9765.73067111135,432.123800622538,6402.59280316551,6513.39321048466,11368.7345685625,8846.3335261248,7540.59280316551,7651.39321048466,12506.7345685625,9984.3335261248,1.25562063861475,1.24330512088329,1.24538566184685,1.26651997646593,1.25648784813953,0,0.0571428571428571,9207.68891847641,1.2554355655934,0.00121265861851557,0.266666666666667,7161.53582548165,1.24132981571207,0.0905644062917507
