year,population.growth.rate,per.capita.income.growth.rate,energy.intensity.growth.rate,emission.intensity.growth.rate,land.use.emissions,abatement.cost.function.coefficient,population,per.capita.income,energy.intensity,carbon.intensity,kaya.emissions,bau.emissions,carbon.cycle.from.bau.emissions,kaya.emissions.constant.population,kaya.emissions.constant.per.capita.output,kaya.emissions.constant.energy.intensity,kaya.emissions.constant.emission.intensity,total.emissions.constant.population,total.emissions.constant.per.capita.output,total.emissions.constant.energy.intensity,total.emissions.constant.emission.intensity,temp.increase.bau,temp.increase.constant.population,temp.increase.constant.per.capita.output,temp.increase.constant.energy.intensity,temp.increase.constant.emission.intensity,policy.cost.bau,emissions.control.rate.2030.mitigation,controlled.emissions.from.2030,temp.increase.carbon.mitigation.2030,policy.cost.carbon.mitigation.2030,emissions.control.rate.2010.mitigation,controlled.emissions.from.2010,temp.increase.carbon.mitigation.2010,policy.cost.carbon.mitigation.2010
2046,0.00623624573643289,0.010594139344799,-0.00768865165049903,0.000233863398184209,982,0.0319916083583585,10120352203.944,12507.8550719266,4.3298381228627e-12,17.8759640526069,9797.59763329388,10779.5976332939,461.535282466935,6679.94772389262,6658.18235053871,13531.5991463349,10205.3946514469,7661.94772389262,7640.18235053871,14513.5991463349,11187.3946514469,1.48251616558623,1.44656900021235,1.45036430455627,1.51900948194211,1.48562970858353,0,0.228571428571429,8315.6896028267,1.47587988920616,0.0649644821997953,0.4,6467.75857997632,1.43956824405135,0.311302434881628
2047,0.00642853421234779,0.01139454338889,-0.00887170872291376,0.00057655045286098,969,0.0316809830716011,10183465207.2271,12640.3650314632,4.29654750583296e-12,17.880144586306,9888.85124796302,10857.851247963,464.04634736192,6700.37872398489,6649.74748739166,13763.4531871316,10298.038103008,7669.37872398489,7618.74748739166,14732.4531871316,11267.038103008,1.50140292016088,1.46286039968918,1.46677037268727,1.54073838959413,1.50479522816032,0,0.242857142857143,8220.94451631485,1.49359341054267,0.077524025719213,0.411111111111111,6394.06795713378,1.45515135153923,0.33848517338295
2048,0.00662078540207633,0.0121986787835893,-0.010060749220163,0.000922790026334219,956,0.031346899920149,10248929961.712,12784.3962192656,4.25842978784705e-12,17.8904533917645,9982.27627044414,10938.2762704441,466.568448608177,6720.47779849976,6636.94607422371,14017.8457955592,10389.3389443798,7676.47779849976,7592.94607422371,14973.8457955592,11345.3389443798,1.52028362979984,1.47905188034958,1.48306637055609,1.56257297711949,1.52396711236319,0,0.257142857142857,8125.57665804422,1.51117725937422,0.0916308777769782,0.422222222222222,6319.89295625661,1.47057560236453,0.367340141333951
2049,0.00681300619137049,0.0130066784741898,-0.0112557320429798,0.00127286423655848,943,0.0309900419222747,10316785927.5894,12940.3489621865,4.21558679367984e-12,17.906962523721,10077.9074840943,11020.9074840943,469.102547453245,6740.23500422662,6619.77616408323,14295.9663042015,10479.1997584883,7683.23500422662,7562.77616408323,15238.9663042015,11422.1997584883,1.53915814969399,1.49514336739592,1.49925028552536,1.5845171883358,1.54314417166399,0,0.271428571428571,8029.51830984014,1.5286262302282,0.107386117649485,0.433333333333333,6245.18090765344,1.48583830182839,0.397937112356813
2050,0.00700520331499899,0.0138186761314925,-0.0102651377301082,0.00149710898392108,930,0.0306111553895271,10387074253.9891,13108.6599204815,4.16813727832626e-12,17.9297556559029,10175.7849003515,11105.7849003515,471.649592723197,6759.64319649108,6598.24666881818,14599.1337714618,10567.5235335494,7689.64319649108,7528.24666881818,15529.1337714618,11497.5235335494,1.55802646127299,1.51113479452921,1.5153199550102,1.60657602240298,1.56232516763329,0,0.285714285714286,7932.70350025105,1.5459353323295,0.124893757181312,0.444444444444444,6169.88050019526,1.5009368655247,0.430348411422994
2051,0.00666027320922535,0.0131696487364288,-0.00935512601970356,0.00147459678297057,904,0.0302741605932713,10459837820.9863,13289.8042464405,4.12535077508624e-12,17.9565984541748,10297.4214570932,11201.4214570932,474.214506801272,6792.85943720716,6586.10772304908,14926.871354868,10677.8568346556,7696.85943720716,7490.10772304908,15830.871354868,11581.8568346556,1.57688921098107,1.52702618233852,1.5312731250976,1.62875463145364,1.58150949006218,0,0.3,7840.99501996526,1.56310016676396,0.14456233634693,0.455555555555556,6098.5516821952,1.5158691295208,0.465619776070483
2052,0.00631487153350974,0.0125142149117654,-0.00843992254915138,0.00145070238615608,878,0.0299679165714544,10529503198.5983,13464.826300142,4.08675759870983e-12,17.9830771964884,10419.6114309285,11297.6114309285,476.797157464549,6827.98775187967,6577.63384307142,15246.6288621139,10788.6521713744,7705.98775187967,7455.63384307142,16124.6288621139,11666.6521713744,1.5957469983088,1.54281770606701,1.54710794582358,1.65105715408378,1.6006965525652,0,0.314285714285714,7746.9335526367,1.58011639137918,0.166254795616589,0.466666666666667,6025.39276316188,1.53063291887152,0.502902939137076
2053,0.00596902257802645,0.011852714848156,-0.00751981378109601,0.0014254538752565,852,0.0296916512127666,10595995658.6091,13633.3280302116,4.05226568109956e-12,18.0091652894878,10542.2946831531,11394.2946831531,479.397474732561,6865.03049429384,6572.82687016888,15557.4503664205,10899.8681418562,7717.03049429384,7424.82687016888,16409.4503664205,11751.8681418562,1.61460038556415,1.55850968371655,1.56282293271206,1.67348677628761,1.61988579367135,0,0.328571428571429,7650.45500154567,1.59697972322729,0.190082193559028,0.477777777777778,5950.35389009107,1.54522605216082,0.542263852898348
2054,0.00562275053492844,0.0111854380179663,-0.00659509421356919,0.00139886422827962,826,0.0294446703010288,10659243395.932,13794.9199797851,4.02179339778617e-12,18.0348365239398,10665.4094184853,11491.4094184853,482.015415994555,6903.99142359711,6571.69307179537,15858.3850571862,11011.4623500237,7729.99142359711,7397.69307179537,16684.3850571862,11837.4623500237,1.63344990257014,1.57410256660921,1.57841693818644,1.69604576969698,1.63907667589471,0,0.342857142857143,7551.49761786178,1.61368593742453,0.216156960694515,0.488888888888889,5873.38703611471,1.55964634301028,0.583768595942385
2055,0.00527607953456943,0.0105126792304486,-0.00566606450127749,0.0013709470204939,800,0.0292263544274898,10719177662.4384,13949.2222021818,3.99526929142026e-12,18.0600648116161,10788.8914403153,11588.8914403153,484.650944433136,6944.87518375931,6574.24305911025,16148.4911546852,11123.3907914584,7744.87518375931,7374.24305911025,16948.4911546852,11923.3907914584,1.65229604830081,1.58959693153262,1.59388912931893,1.71873551711472,1.65826868362432,0,0.357142857142857,7450.0016402027,1.63023086398014,0.244592772776527,0.5,5794.44572015766,1.57389159981467,0.627483225416378
2056,0.00492903366825281,0.00983473852628225,-0.00473303105969669,0.00134171655570747,774,0.0290361567057413,10775732896.3306,14095.8659007076,3.9726318379151e-12,18.0848242036595,10912.6741532064,11686.6741532064,487.304015743567,6987.68727672944,6580.49182332236,16426.8409706002,11235.6078469144,7761.68727672944,7354.49182332236,17200.8409706002,12009.6078469144,1.67113929070118,1.60499347395672,1.60923896976404,1.74155653140817,1.67746132036287,0,0.371428571428571,7345.90946772975,1.64661038354967,0.275504420224369,0.511111111111111,5713.48514156758,1.58795962448437,0.673473654211077
2057,0.0045816369890308,0.0091519205702415,-0.00379630569230738,0.00131118774274253,748,0.0288736007562075,10828846846.5767,14234.4950561426,3.9538292480375e-12,18.1090889117006,11036.6885760035,11784.6885760035,489.974569889545,7032.4340396871,6590.45877820217,16692.5260409918,11348.0662824736,7780.4340396871,7338.45877820217,17440.5260409918,12096.0662824736,1.68998006544357,1.62029300200478,1.62446620455365,1.76450847141348,1.69665410563117,0,0.385714285714286,7239.16583954504,1.66282042268408,0.309007664821442,0.522222222222222,5630.46231964614,1.60184821066489,0.721805522093053
2058,0.00423391350168112,0.00846453374029466,-0.00285620524110308,0.00127937582636628,722,0.0287382789423138,10878460691.8376,14364.7680242539,3.93881930355677e-12,18.1328333271138,11160.8633572736,11882.8633572736,492.662525916558,7079.12262099459,6604.16780672328,16944.6622789291,11460.7172504967,7801.12262099459,7326.16780672328,17666.6622789291,12182.7172504967,1.70881877407384,1.63549643098066,1.63957084693426,1.78759015703701,1.71584657172712,0,0.4,7129.71801436415,1.67885694891441,0.3452190836006,0.533333333333333,5545.33623339434,1.61555514171645,0.772544060415993
2059,0.00388588716226868,0.00777288954250865,-0.00191305127107766,0.00124629625117167,696,0.0286298508450982,10924519153.4382,14486.3590878667,3.92756922721819e-12,18.1560320357361,11285.1247875478,11981.1247875478,495.367778620351,7127.76095134337,6621.64731057225,17182.395096148,11573.5102874102,7823.76095134337,7317.64731057225,17878.395096148,12269.5102874102,1.72765578182145,1.65060477832575,1.65455316673313,1.81079958484982,1.73503826045032,0,0.414285714285714,7017.51594699228,1.69471596587217,0.38425589975756,0.544444444444444,5458.06795877177,1.62907818862334,0.825753950023333
2060,0.00353758189911368,0.00707730283406782,-0.00381563804380125,0.000749700791678576,670,0.0285480419718062,10966970602.1705,14598.9599569298,3.92005558591582e-12,18.1786598303984,11409.3968127349,12079.3968127349,498.090196342772,7178.3577127753,6642.93026313923,17404.9044572961,11686.3933114517,7848.3577127753,7312.93026313923,18074.9044572961,12356.3933114517,1.74649141523819,1.66561915892289,1.66941367992521,1.83413394492756,1.75422871985722,0,0.428571428571429,6902.51246441994,1.71039350856129,0.426235800654499,0.555555555555556,5368.62080565995,1.64241510793428,0.881499172550146
2061,0.00410050433806441,0.0085893550319045,-0.00559430574323916,0.00064381404517877,643,0.028398286067539,11005767158.8609,14702.2812176074,3.90509807268838e-12,18.1922883860649,11495.4062273246,12138.4062273246,500.811197887751,7206.97629012438,6645.97224648655,17603.2785758123,11765.6701240917,7849.97629012438,7288.97224648655,18246.2785758123,12408.6701240917,1.76532357445779,1.68053913735825,1.68415161572083,1.85758913236557,1.77341540809722,0,0.442857142857143,6762.82632665229,1.72588422775679,0.469716056777221,0.566666666666667,5259.97603184067,1.65556248367474,0.936730459443434
2062,0.00466372537792425,0.0101074835582327,-0.00738186081681247,0.000535373004554307,616,0.0281960668846846,11050896354.8395,14828.5643307643,3.88325176011243e-12,18.2040008368418,11584.0121912419,12200.0121912419,503.532961905956,7232.86885996044,6640.16430918237,17838.7591593137,11848.7308880142,7848.86885996044,7256.16430918237,18454.7591593137,12464.7308880142,1.78415049599092,1.69536419439596,1.6987657173264,1.88116328913768,1.79259619980869,0,0.457142857142857,6622.86376095989,1.74118307647241,0.516214941437789,0.577777777777778,5151.11625852436,1.66851710889199,0.994524483528494
2063,0.00522727786872368,0.0116324264913876,-0.00917901251958642,0.000424362789610555,589,0.0279421063068478,11102434700.6184,14978.4438009297,3.85458613610263e-12,18.2137467674647,11675.1366115068,12264.1366115068,506.257262678932,7255.92582092913,6625.43202195996,18112.7920019457,11935.5477201749,7844.92582092913,7214.43202195996,18701.7920019457,12524.5477201749,1.80297068939284,1.71009371149634,1.71325426853826,1.90485661685673,1.81176932311194,0,0.471428571428571,6482.47220893928,1.7562852588566,0.565859461639879,0.588888888888889,5041.922829175,1.6812759459781,1.05496358954505
2064,0.00579119431713004,0.0131650534341523,-0.0109864475491598,0.000310803799056014,562,0.0276374021700917,11160470211.8179,15152.6794473994,3.81920484170152e-12,18.2214760038522,11768.6984275311,12330.6984275311,508.985603170537,7276.0392356925,6601.73251742499,18427.086137983,12026.0929835926,7838.0392356925,7163.73251742499,18989.086137983,12588.0929835926,1.8217828933913,1.72472696141488,1.72761511779872,1.92867125483961,1.83093331541536,0,0.485714285714286,6341.50204844455,1.77118619245171,0.618779051614337,0.6,4932.27937101243,1.69383609773121,1.11813089576552
2065,0.00635550688154374,0.0147062335744894,-0.0128048340078949,0.000194712784761908,535,0.0272832251574565,11225102663.4851,15352.165281995,3.77724534802867e-12,18.2271393078186,11864.6154579891,12399.6154579891,511.719296969929,7293.10449216933,6569.0558654409,18783.6356660823,12120.3407784892,7828.10449216933,7104.0558654409,19318.6356660823,12655.3407784892,1.84058604410788,1.73926310262696,1.74184570107168,1.95261120232609,1.85008699097934,0,0.5,6199.80772899456,1.78588147898836,0.675105550002322,0.611111111111111,4822.07267810688,1.70619478524414,1.18411033129256
2066,0.0069202473925174,0.0162568342725122,-0.0146348212047572,7.61022275936885e-05,508,0.0268811120957058,11296443880.7089,15577.9378105062,3.72887834834007e-12,18.2306883648715,11962.8042757269,12470.8042757269,514.459518565187,7307.02072034158,6527.42600340208,19184.7421358469,12218.2668671604,7815.02072034158,7035.42600340208,19692.7421358469,12726.2668671604,1.85937925083212,1.75370117616344,1.75594306433383,1.97668227189695,1.86922941589752,0,0.514285714285714,6057.24779106736,1.80036688072272,0.734973087625782,0.622222222222222,4711.19272638572,1.71834933019769,1.25298651198626
2067,0.00748544743279367,0.0178177214798543,-0.0164770392802059,-4.50193930013887e-05,481,0.0264328568791955,11374618067.0191,15831.1857637991,3.67430688041783e-12,18.2320757608666,12063.1800730686,12544.1800730686,517.207334346047,7317.69119751961,6476.90148741431,19633.0407842109,12319.8485957728,7798.69119751961,6957.90148741431,20114.0407842109,12800.8485957728,1.87816177659329,1.76804010400352,1.76990388614794,2.00089206620874,1.88835988785659,0,0.528571428571429,5913.68489158946,1.81463830048368,0.798517958486206,0.633333333333333,4599.53269345847,1.73029714007661,1.32484460596485
2068,0.00805113839870963,0.0193897590976995,-0.0183320985904115,-0.000168647655839127,454,0.0259404990903281,11459762172.6278,16113.2614224343,3.61376518162165e-12,18.2312549638827,12165.6565521183,12619.6565521183,519.963721873108,7325.02376097453,6417.57605626825,20131.5311110007,12425.0648377856,7779.02376097453,6871.57605626825,20585.5311110007,12879.0648377856,1.89693302185368,1.78227868851152,1.78372450058339,2.02524997325071,1.90747791906402,0,0.542857142857143,5768.98585239692,1.82869176430053,0.865878475683393,0.644444444444444,4486.98899630872,1.74203569539787,1.39977019193955
2069,0.00861735156584831,0.0209738081773241,-0.0202005888559548,-0.000294782193756893,427,0.025406310381339,11552026303.896,16425.6936796936,3.54751728202957e-12,18.22818030547,12270.1458268783,12697.1458268783,522.729581985376,7328.93121762601,6349.5789926609,20683.6122875075,12533.8959494444,7755.93121762601,6776.5789926609,21110.6122875075,12960.8959494444,1.91569251029898,1.79641561260943,1.79740092062479,2.04976717722003,1.92658322135499,0,0.557142857142857,5623.0217233318,1.84252340590893,0.937194811636012,0.655555555555556,4373.46134036918,1.75356253838748,1.47784910932736
2070,0.00918411815642473,0.0225707259126315,-0.0198828382314259,-2.77033236737445e-05,400,0.0248327787202169,11651574175.8546,16770.2030281109,3.47585534395589e-12,18.2228069624914,12376.5583392681,12776.5583392681,525.50574652416,7329.33174968922,6273.07526971718,21293.1240068783,12646.3237387916,7729.33174968922,6673.07526971718,21693.1240068783,13046.3237387916,1.93443987609598,1.81044944050026,1.81092886213261,2.07445668327922,1.94567569286571,0,0.571428571428571,5475.66785968633,1.85612945269263,1.01260882278254,0.666666666666667,4258.85277975604,1.76487526275282,1.55916730051918
2071,0.0089018221085011,0.0228145327578244,-0.0196496824651464,-0.000104663222703083,385,0.0242867007250397,11758583609.794,17148.7186841576,3.40674547443618e-12,18.2223021301718,12517.8464028505,12902.8464028505,528.314153861076,7345.53948383089,6204.64399608616,21973.0889938101,12791.0457392289,7730.53948383089,6589.64399608616,22358.0889938101,13176.0457392289,1.95317745087371,1.82438062642601,1.82430559872847,2.09933440632083,1.96475773619553,0,0.585714285714286,5345.46493832377,1.86950740369682,1.09515476120038,0.677777777777778,4157.58384091849,1.77597248442812,1.64816133053487
2072,0.00861886182499094,0.023052252024778,-0.0194104319394489,-0.000181917652836927,370,0.0237565981005392,11863256429.3363,17539.9586883321,3.33980400762393e-12,18.2203949253058,12662.2607231061,13032.2607231061,531.154925425605,7364.72312723332,6136.22974026725,22672.0846347044,12939.966209886,7734.72312723332,6506.22974026725,23042.0846347044,13309.966209886,1.97190750194621,1.83820976737636,1.83752853260575,2.12441566826491,1.98383174448897,0,0.6,5212.90428924245,1.88265469011651,1.18260642948431,0.688888888888889,4054.48111385524,1.78685274128741,1.74114299086999
2073,0.0083353528309813,0.0232839916838568,-0.0191651999372933,-0.000259446749952374,355,0.023242083070281,11965504197.2952,17944.2942365197,3.27497696924285e-12,18.2170803138273,12809.8607437519,13164.8607437519,534.028505081267,7386.90469490355,6067.87956587859,23390.3834949246,13093.1852382303,7741.90469490355,6422.87956587859,23745.3834949246,13448.1852382303,1.9906322724369,1.85193761163493,1.85059519770038,2.14971529454042,2.00290013796621,0,0.614285714285714,5077.87485830429,1.89556868943947,1.27517443695768,0.7,3949.45822312556,1.79751450567587,1.83826003912615
2074,0.00805141066414805,0.023509819370606,-0.0189141042027549,-0.000337242332618559,340,0.0227427729298261,12065240896.5802,18362.1090342955,3.21221138083728e-12,18.2123539515462,12960.7089479682,13300.7089479682,536.935539562821,7412.10992035215,5999.63903122291,24128.2500806805,13250.8077348606,7752.10992035215,6339.63903122291,24468.2500806805,13590.8077348606,2.00935400530372,1.86556506160088,1.86350326007813,2.17524766943885,2.0219653855456,0,0.628571428571429,4940.26332353105,1.90824673128453,1.37307720343885,0.711111111111111,3842.42702941304,1.80795619009649,1.93966565259413
2075,0.00776715114995796,0.023729806687105,-0.0186572661815549,-0.000415296449736147,325,0.0222582900397795,12162383105.8005,18793.7989009551,3.15145528005885e-12,18.2062119748171,13114.8702516878,13439.8702516878,539.876806067133,7440.3678908526,5931.55208943312,24885.9390775263,13412.9430341799,7765.3678908526,6256.55208943312,25210.9390775263,13737.9430341799,2.02807495764294,1.8790931733061,1.8762505166823,2.20102676650926,2.04103001749575,0,0.642857142857143,4799.95366131707,1.92068609818763,1.47654123017642,0.722222222222222,3733.2972921355,1.81817614871912,2.04551855860587
2076,0.00748269067956597,0.0239440277193264,-0.0183948106309094,-0.000493601629698248,310,0.0217882620918947,12256850173.7269,19239.7721157911,3.09265774003953e-12,18.1986509996208,13272.4120922361,13582.4120922361,542.853168669615,7471.71109529704,5863.66107171366,25663.6947839424,13579.7050650943,7781.71109529704,6173.66107171366,25973.6947839424,13889.7050650943,2.04679740914697,1.89252315409944,1.88883489313378,2.22706616381122,2.06009663271999,0,0.657142857142857,4656.82700305236,1.93288402330905,1.58580144253082,0.733333333333333,3621.97655792961,1.82817267633294,2.15598326256683
2077,0.00719814630041671,0.0241525601403794,-0.0181268653580394,-0.000572150273800642,295,0.0213323223490943,12348564392.2827,19700.4497526452,3.03576888656528e-12,18.1896681158291,13433.4045078647,13728.4045078647,545.865552230149,7506.17546782957,5796.00667753883,26461.7505346131,13751.2125204071,7801.17546782957,6091.00667753883,26756.7505346131,14046.2125204071,2.06552366705429,1.90585635937847,1.9012544409992,2.25337904997083,2.07916790284553,0,0.671428571428571,4510.76148115553,1.944837686249,1.70110154708483,0.744444444444444,3508.37004089875,1.83794400571902,2.27123028492279
2078,0.00691363583535431,0.0243554835217563,-0.0178535608600957,-0.000650935071184189,280,0.0208901098754199,12437451165.3785,20176.2660500884,2.98073991270039e-12,18.1792608922363,13597.9202488974,13877.9202488974,548.914926930425,7543.80045154024,5728.62797450675,27280.3281970142,13927.5890552073,7823.80045154024,6008.62797450675,27560.3281970142,14207.5890552073,2.084256069003,1.91909428889384,1.91350733477658,2.27997822465508,2.09824657442738,0,0.685714285714286,4361.63207822488,1.95654420768241,1.82269440890515,0.755555555555556,3392.38050528602,1.84748830402929,2.39143641418647
2079,0.00662927802535873,0.0245528789804341,-0.0175750300388836,-0.000729948919915291,265,0.0204612697357977,12523439173.4559,20667.6687654019,2.92752309126088e-12,18.1674273737533,13766.034873199,14031.034873199,552.002299265661,7584.6290551241,5661.56240214524,28119.637651184,14108.9634798418,7849.6290551241,5926.56240214524,28384.637651184,14373.9634798418,2.10299698463915,1.93223858293535,1.92559186874681,2.30687609567275,2.11733547005585,0,0.7,4209.31046195969,1.96800064323453,1.95084244464638,0.766666666666667,3273.90813707976,1.85680366852143,2.51678496928837
2080,0.00634519268338041,0.0247448296606152,-0.0157426232742366,-0.00063289926365695,250,0.0200454531757168,12606460533.5704,21175.1195354066,2.87607178499244e-12,18.1541660797642,13937.8268487282,14187.8268487282,555.128706965258,7628.70791528884,5594.84578191381,28979.8762987461,14295.4699644728,7878.70791528884,5844.84578191381,29229.8762987461,14545.4699644728,2.12174881649287,1.94529101857947,1.93750645377902,2.33408467406321,2.13643748884219,0,0.714285714285714,4053.66481392236,1.97920397684407,2.08581803491123,0.777777777777778,3152.8504108285,1.86588812185521,2.64746607527663
2081,0.00592529562022404,0.0231043890931164,-0.0139044043691718,-0.0006140019048545,246,0.0196767457150685,12686450954.7113,21699.0942613534,2.83079487037164e-12,18.14267632142,14138.1147982776,14384.1147982776,558.312012765091,7689.54157915122,5538.20239397699,29866.4969965133,14510.0807003387,7935.54157915122,5784.20239397699,30112.4969965133,14756.0807003387,2.14051595138589,1.95825502751911,1.94925092819546,2.36161630631154,2.15555743722463,0,0.728571428571429,3904.25973096106,1.99015173138492,2.2318089019102,0.788888888888889,3036.64645741416,1.87474011653801,2.78855602566456
2082,0.00550490838863116,0.0214567717387839,-0.0120597909831291,-0.000596942511296494,242,0.0193513759743586,12761621926.9895,22200.4385781359,2.79143435380782e-12,18.1315366835995,14339.3498359299,14581.3498359299,561.550966836329,7753.05164453004,5490.18314104128,30718.7277758796,14725.6516976039,7995.05164453004,5732.18314104128,30960.7277758796,14967.6516976039,2.15930247590257,1.97113400468141,1.96082565986047,2.38948035286817,2.17469979214228,0,0.742857142857143,3749.48995781054,2.00084118638669,2.38514139238195,0.8,2916.26996718598,1.88335789055353,2.93515636732049
2083,0.00508406435932329,0.0198024797488419,-0.0102092027171267,-0.000581712266499834,238,0.0190674278837409,12831873486.5879,22676.7883212078,2.75777023895777e-12,18.120713198558,14541.3585292442,14779.3585292442,564.844577909584,7819.23029062413,5450.57552894209,31531.75082408,14942.0220301303,8057.23029062413,5688.57552894209,31769.75082408,15180.0220301303,2.17811221416915,1.98393133209786,1.97223151061323,2.41768328560019,2.19386874185316,0,0.757142857142857,3589.27278567358,2.01126939354726,2.54601906010599,0.811111111111111,2791.65661107945,1.89173948078854,3.08737021204151
2084,0.00466279662419544,0.0181419960221041,-0.00835306847993422,-0.000568304815268705,234,0.0188232395147518,12897111557.2444,23125.8449627073,2.72961560354099e-12,18.1101721574126,14743.9597650149,14977.9597650149,568.191990140443,7888.07028046977,5419.20341525783,32300.8409244188,15159.0238037693,8122.07028046977,5653.20341525783,32534.8409244188,15393.0238037693,2.19694875022293,1.99665039237848,1.98346980526608,2.44622876174933,2.21306821079091,0,0.771428571428571,3423.53366057483,2.02143318648271,2.71464128743017,0.822222222222222,2662.74840266932,1.89988273173367,3.24529531951116
2085,0.00424113805110204,0.0164758069587894,-0.00649182673190729,-0.000556713809430454,230,0.0186173873538226,12957248165.4754,23545.3939500285,2.70681493748072e-12,18.0998800593702,14946.9643751654,15176.9643751654,571.592407054509,7959.56462911947,5395.92573641146,33021.4104133322,15376.4818193642,8189.56462911947,5625.92573641146,33251.4104133322,15606.4818193642,2.21581544102696,2.0092945759062,1.99454230451102,2.47511769022604,2.23230187472133,0,0.785714285714286,3252.20665182115,2.031329187037,2.89120237055407,0.833333333333333,2529.49406252756,1.90778530137178,3.40902341201655
2086,0.0038191212964358,0.0148043999519771,-0.00462592510719007,-0.000546933682184947,226,0.0184486729052137,13012201643.7076,23933.3233155179,2.68924276391125e-12,18.0898036061921,15150.1751283686,15376.1751283686,575.045044190273,8033.70645860651,5380.6354802234,33689.0549575666,15594.2135708794,8259.70645860651,5606.6354802234,33915.0549575666,15820.2135708794,2.23471542380646,2.02186728424581,2.00545118126134,2.50434829943337,2.25157316999821,0,0.8,3075.23502567373,2.0409538095694,3.07589061444043,0.844444444444444,2391.8494644129,1.91544466542312,3.57863953343157
2087,0.00339677885507661,0.0131282652234432,-0.00275582036220112,-0.000538958944595991,222,0.0183161114009765,13061896820.1186,24287.6418060608,2.67680252829035e-12,18.0799096832958,15353.3867040791,15575.3867040791,578.549099167871,8110.48882999708,5373.25887901173,34299.5986891247,15812.0292323186,8332.48882999708,5595.25887901173,34521.5986891247,16034.0292323186,2.2536516199316,2.0343719312719,2.01619900007503,2.53391621172952,2.27088529921798,0,0.814285714285714,2892.57181647184,2.05030326408501,3.26888737821112,0.855555555555556,2249.7780794781,1.92285812066254,3.75422137841197
2088,0.00297414306989485,0.0114478947829109,-0.000881978204230416,-0.000532784517865648,218,0.0182189224949347,13106265195.0443,24606.4964093427,2.66942574137729e-12,18.0701653542545,15556.3857311766,15774.3857311766,582.103732381408,8189.90459507146,5373.75482129978,34849.1382361656,16029.7316950844,8407.90459507146,5591.75482129978,35067.1382361656,16247.7316950844,2.27262673669899,2.04681194292377,2.0267886993874,2.56381452713711,2.2902412346702,0,0.828571428571429,2704.18041105885,2.05937355873995,3.47036608745673,0.866666666666667,2103.25143082355,1.93002278774828,3.93583861127469
2089,0.00255124613790203,0.0097637816573779,0.000995126818593928,-0.000528405993753478,214,0.0181565228036631,13145245102.8464,24888.188991213,2.66707136605559e-12,18.0605378499185,15758.9508367781,15972.9508367781,585.708054172323,8271.94623782432,5382.11447043843,35334.0848705167,16247.1166151972,8485.94623782432,5596.11447043843,35548.0848705167,16461.1166151972,2.29164326783508,2.05919075613278,2.03722357633681,2.59403391736132,2.30964372043421,0,0.842857142857143,2510.0351314937,2.06816050204938,3.68049120472464,0.877777777777778,1952.24954671732,1.93693561383533,4.1235521638907
2090,0.0021281201265575,0.00807642086277904,0.000396410565750793,-0.00106530919467573,210,0.018128520197662,13178781858.6468,25131.1918343707,2.66972544029905e-12,18.0509945534682,15960.8527091835,16170.8527091835,589.361115973298,8356.60570715863,5398.36108538691,35751.2041351436,16463.9724733559,8566.60570715863,5608.36108538691,35961.2041351436,16673.9724733559,2.31070349322515,2.07151181724901,2.04750727400782,2.62456273022399,2.32909527364196,0,0.857142857142857,2310.12181559765,2.07665970500387,3.89941715957552,0.888888888888889,1796.76141213151,1.94359337514455,4.31741351419345
2091,0.00212842966820959,0.00830591738142972,-0.000206652049763778,-0.00152124410974086,207,0.0180801254804464,13206827889.5637,25334.1619164083,2.67078374767124e-12,18.0317646629973,16113.208082734,16320.208082734,593.039510237491,8418.45874729105,5406.2285208074,36078.1678482082,16638.8559360577,8625.45874729105,5613.2285208074,36285.1678482082,16845.8559360577,2.32980702949198,2.08377710567153,2.05764280938191,2.65538636717789,2.34859613938128,0,0.871428571428571,2098.31246778009,2.08486618984578,4.11486438250966,0.9,1632.0208082734,1.94999235505282,4.50386668400904
2092,0.00212874039411148,0.0085340753943417,-0.000808546048504333,-0.00197731617145069,204,0.0180128728489982,13234937693.8668,25544.5853722138,2.67023182473531e-12,18.0043339472155,16253.4959095672,16457.4959095672,596.738328901277,8473.71739634143,5408.37571713337,36399.800436371,16809.2912919418,8677.71739634143,5612.37571713337,36603.800436371,17013.2912919418,2.34895294507456,2.09598817501755,2.06763273900169,2.68649089232254,2.36814635069974,0,0.885714285714286,1880.85667537911,2.09277482014666,4.33536793189041,0.911111111111111,1462.88852529486,1.95612869991986,4.69249158586065
2093,0.00212905228404603,0.00876104011285284,-0.00140945790600688,-0.00243349352092781,201,0.0179269819511835,13263111440.3493,25762.5847896975,2.66807281934483e-12,17.9687336865455,16381.3618446354,16582.3618446354,600.452475858345,8522.23833271266,5404.79834675145,36715.8434060188,16975.0947878705,8723.23833271266,5605.79834675145,36916.8434060188,17176.0947878705,2.36813976179756,2.10814616385066,2.07747919562186,2.71786288738486,2.38774570951826,0,0.9,1658.23618446354,2.10038032522206,4.560590313651,0.922222222222222,1289.73925458275,1.96199844019329,4.88294313078368
