year,BaseCaseAtmosphericCO2,rfOther,BaseCaseEmissions,BaseCaseTempIncrease,TempIncrease_ConstantCO2,ConstantCO2,CarbonCycleModelCO2,CarbonCycleModelTempIncrease,ReducedEmissions2010,AtmosphericCO2_ReducedEmissions2010,TempIncrease_ReducedEmissions2010,ReducedEmissions2050,AtmosphericCO2_ReducedEmissions2050,TempIncrease_ReducedEmissions2050,ConstantEmissions
2021,402.478062067289,0.765222222222222,8716.89262376161,1.00906834654414,0.989052558145315,380.329,402.479411567399,1.00908512960773,425.571847286417,375.727216165019,0.986909005502542,8716.89262376161,402.479411567399,1.00908512960773,7626.00259486827
2022,404.722719015002,0.759333333333333,8837.6778901766,1.02804294332754,1.00429908462863,380.329,404.72306264791,1.02805952716236,327.366578796136,374.835642167691,1.00124452781122,8837.6778901766,404.72306264791,1.02805952716236,7626.00259486827
2023,406.995789438088,0.753444444444444,8962.75871329501,1.04702185953263,1.01924322266355,380.329,406.996127490123,1.04703824596056,251.823229370152,373.947119043829,1.0151375632375,8962.75871329501,406.996127490123,1.04703824596056,7626.00259486827
2024,409.299874445223,0.747555555555556,9092.30076971775,1.06600792097749,1.03388955389322,380.329,409.300207170939,1.06602411184245,193.712318110222,373.067237344936,1.02859595212732,9092.30076971775,409.300207170939,1.06602411184245,7626.00259486827
2025,411.636597856868,0.741666666666667,9226.43168852838,1.08500410635898,1.04824259054197,380.329,411.636925487333,1.08502010352209,149.011122927342,372.199970730052,1.04162811727616,9226.43168852838,411.636925487333,1.08502010352209,7626.00259486827
2026,414.005039011631,0.735777777777778,9359.8149086724,1.10401314089891,1.06230677646709,380.329,414.005361759692,1.10402894623502,114.62520800269,371.348077837178,1.05424284929696,9359.8149086724,414.005361759692,1.10402894623502,7626.00259486827
2027,416.405409847107,0.729888888888889,9494.61659565491,1.12303768027203,1.07608648819469,380.329,416.405727910802,1.12305329566666,88.174211773885,370.513405510991,1.06644914572657,9494.61659565491,416.405727910802,1.12305329566666,7626.00259486827
2028,418.837982538447,0.724,9630.92899735957,1.14208032062698,1.08958603593989,380.329,418.838296103287,1.1420957479738,67.8270666410786,369.697118169436,1.07825609087118,9630.92899735957,418.838296103287,1.1420957479738,7626.00259486827
2029,421.302987369471,0.718111111111111,9768.64689909716,1.16114359247816,1.1028096646115,380.329,421.303296610019,1.16115883367671,52.175243493312,368.899871595702,1.08967276659768,9768.64689909716,421.303296610019,1.16115883367671,7626.00259486827
2030,423.800676442004,0.712222222222222,9907.80177021545,1.18022996464345,1.11576155480156,380.329,423.800981523022,1.18024502159716,40.135246420014,368.121944749863,1.10070818665913,9907.80177021545,423.800981523022,1.18024502159716,7626.00259486827
2031,426.330778729974,0.706333333333333,10047.2736060006,1.19934176514786,1.12844582375978,380.329,426.331079807291,1.19935663976227,30.8736078136699,367.363339769973,1.11137124892372,10047.2736060006,426.331079807291,1.19935663976227,7626.00259486827
2032,428.893713038858,0.700444444444444,10188.4609238698,1.21848128911704,1.14086652635332,380.329,428.894010260064,1.21849598329817,23.7491916570614,366.623857810365,1.1216707012184,10188.4609238698,428.894010260064,1.21849598329817,7626.00259486827
2033,431.489874105498,0.694555555555555,10331.3453959869,1.23765079462563,1.15302765601193,380.329,431.490167610522,1.23766531027842,18.2688109458364,365.903156493014,1.1316151175124,10331.3453959869,431.490167610522,1.23766531027842,7626.00259486827
2034,434.119620694453,0.688666666666667,10475.8720965276,1.25685249695326,1.16493314565889,380.329,434.119910616059,1.25686683598019,14.0530868668736,365.200793349188,1.1412128819376,10475.8720965276,434.119910616059,1.25686683598019,7626.00259486827
2035,436.783359383686,0.682777777777778,10622.1551887067,1.27608857554501,1.17658686862769,380.329,436.783645847915,1.2761027398448,10.8101863374367,364.516258577933,1.1504721787295,10622.1551887067,436.783645847915,1.2761027398448,7626.00259486827
2036,439.481463017396,0.676888888888889,10770.1392151117,1.29536116863018,1.18799263956498,380.329,439.481746143963,1.2953751600966,8.31561988886365,363.848999654943,1.15940098662221,10770.1392151117,439.481746143963,1.2953751600966,7626.00259486827
2037,442.214276150568,0.671,10919.7734476282,1.31467236888931,1.19915421531971,380.329,442.21455605323,1.31468618941012,6.39670140528416,363.198439724716,1.16800707657393,10919.7734476282,442.21455605323,1.31468618941012,7626.00259486827
2038,444.982178078431,0.665111111111111,11071.1369301812,1.33402422851635,1.21007529581891,380.329,444.982454865322,1.33403787997223,4.92059394431457,362.563991252509,1.17629801196337,11071.1369301812,444.982454865322,1.33403787997223,7626.00259486827
2039,447.785511694437,0.659222222222222,11224.1619005615,1.35341875375803,1.22075952493006,380.329,447.785785468387,1.35343223802171,3.78511411284949,361.945066065038,1.18428115059954,11224.1619005615,447.785785468387,1.35343223802171,7626.00259486827
2040,450.624666710638,0.653333333333333,11378.9523232411,1.37285791169359,1.23121049131058,380.329,450.624937569464,1.37287123062898,2.91165843177254,361.34108264364,1.19196364804276,11378.9523232411,450.624937569464,1.37287123062898,7626.00259486827
2041,453.499982585444,0.647444444444444,11535.4119126716,1.39234362283286,1.24143172924426,380.329,453.500250622234,1.39235677829426,2.23976201788271,360.751471330926,1.19935246185406,11535.4119126716,453.500250622234,1.39235677829426,7626.00259486827
2042,456.411264551742,0.641555555555555,11692.4074074459,1.41187768530721,1.25142671946513,380.329,456.411529855106,1.41189067913865,1.72291290833043,360.175677956887,1.20645435648199,11692.4074074459,456.411529855106,1.41189067913865,7626.00259486827
2043,459.358367612695,0.635666666666667,11849.9823448283,1.4314617851042,1.26119888996885,380.329,459.35863026702,1.4314746191388,1.32533227458591,359.613166271648,1.21327590856602,11849.9823448283,459.35863026702,1.4314746191388,7626.00259486827
2044,462.341116350623,0.629777777777778,12008.0310002703,1.45109749468562,1.27075161681175,380.329,462.341376436299,1.45111017074504,1.01949763657014,359.063419481068,1.21982351249032,12008.0310002703,462.341376436299,1.45111017074504,7626.00259486827
2045,465.359346725205,0.623888888888889,12166.5413946364,1.47078627760108,1.28008822489776,380.329,465.359604318841,1.47079879749503,0.784237621691392,358.525941111638,1.22610338606289,12166.5413946364,465.359604318841,1.47079879749503,7626.00259486827
2046,468.412858563165,0.618,12325.4084287248,1.4905294864122,1.28921198875352,380.329,468.4131137378,1.49054185193792,0.603266378669883,358.000255377613,1.23212157622707,12325.4084287248,468.4131137378,1.49054185193792,7626.00259486827
2047,471.501450861464,0.612111111111111,12484.6017075287,1.51032836567563,1.29812613329159,380.329,471.501703686755,1.5103405786175,0.464056191092406,357.485907182288,1.23788396473691,12484.6017075287,471.501703686755,1.5103405786175,7626.00259486827
2048,474.624934380425,0.606222222222222,12644.1213232868,1.53018405661135,1.30683383456225,380.329,474.625184922836,1.5301961187405,0.356970247481725,356.982461853891,1.24339627374649,12644.1213232868,474.625184922836,1.5301961187405,7626.00259486827
2049,477.783068130463,0.600333333333333,12803.8363425856,1.55009759303099,1.3153382204938,380.329,477.783316453433,1.55010950610495,0.274595533974439,356.489504692404,1.24866407127768,9726.35470574697,476.336900084118,1.54991288940982,7626.00259486827
2050,480.97563579174,0.594444444444444,12963.7735396778,1.57006990786747,1.32364237162167,380.329,480.975881955846,1.57008167362986,0.211229669168907,356.006640385154,1.25369277654148,7481.89403147982,477.037560100273,1.56935485839647,7626.00259486827
2051,484.199810284614,0.588555555555555,13118.3580444564,1.59010148653542,1.33174932180652,380.329,484.200054347726,1.59011310671585,0.162486157336262,355.533492334845,1.25848766509668,5755.36673212395,477.012703167774,1.58842749248467,7626.00259486827
2052,487.456959537807,0.582666666666667,13276.1716902589,1.6101929426262,1.33966205894143,380.329,487.457201555233,1.6102044189399,0.124990733687098,355.069701932852,1.26305387383538,4427.25412601006,476.46786909311,1.60706565586271,7626.00259486827
2053,490.748365740955,0.576777777777778,13437.283019594,1.63034500042215,1.34738352564838,380.329,490.748605765578,1.63035633456964,0.0961477812248842,354.614927802295,1.26739640579006,3405.61774923416,475.552292689557,1.62522531020449,7626.00259486827
2054,494.075267587563,0.570888888888889,13601.7723238937,1.65055848364195,1.35491661996414,380.329,494.075505669968,1.65056967730878,0.0739606494159049,354.168845029093,1.27152013475998,2619.73492457984,474.375088193195,1.64287770979069,7626.00259486827
2055,497.438865147532,0.565,13769.6832727581,1.67083430522093,1.36226419601586,380.329,497.43910133613,1.67084536007739,0.0568934362533854,353.731144394316,1.27542980975762,2015.20299117734,473.016459742037,1.66000527328155,7626.00259486827
2056,500.840397095291,0.559111111111111,13941.1930192929,1.69117346745056,1.36942906468632,380.329,500.840631436433,1.69118438515153,0.0437646655928626,353.301531617542,1.27913005927751,1550.17328568135,471.535572363051,1.67659860611947,7626.00259486827
2057,504.281081264594,0.553222222222222,14116.3409239755,1.7115770543331,1.37641399426919,380.329,504.28131380268,1.7115878365178,0.0336654995828472,352.879726618039,1.28262539539128,1192.45417268669,469.976149315482,1.6926543274528,7626.00259486827
2058,507.762141294312,0.547333333333333,14295.2086155339,1.73204622757898,1.38322171111426,380.329,507.762372071893,1.73205687587083,0.0258968244543727,352.465462798548,1.2859202176738,917.282581948829,468.370499571316,1.708173468917,7626.00259486827
2059,511.284804536299,0.541444444444444,14477.866555707,1.75258222240501,1.38985490026303,380.329,511.285033594174,1.75259273841151,0.0199208544394301,352.058486354803,1.28901881696563,705.609787293509,466.742446380611,1.72316028576122,7626.00259486827
2060,514.850332990531,0.535555555555555,14664.4461681257,1.77318634730697,1.39631620607453,380.329,514.850560367839,1.77319673261957,0.0153239036043261,351.658555612724,1.29192537897775,542.782760429834,465.109476473654,1.73762136897954,7626.00259486827
2061,518.4600280993,0.529666666666667,14855.089501346,1.79385998431375,1.40260823284175,380.329,518.460253833605,1.79387024050775,0.0117877484818064,351.265440394335,1.29464398774457,417.529816514977,463.484329798599,1.75156497945976,7626.00259486827
2062,522.11518920034,0.523777777777778,15049.8513108196,1.81460458393521,1.40873354539869,380.329,522.115413327713,1.81461471256972,0.00906759908298447,350.878921412791,1.29717862893137,321.180332884884,461.876183229691,1.76500054730385,7626.00259486827
2063,525.81714971473,0.517888888888889,15248.8592048079,1.83542166468974,1.41469466971824,380.329,525.817372269827,1.83543166730757,0.0069751533345527,350.498789696394,1.2995331930023,247.064526057254,460.291536737685,1.77793829489143,7626.00259486827
2064,529.567250658225,0.512,15452.1858834531,1.85631280927715,1.42049409350095,380.329,529.567471674357,1.85632268740482,0.00536556188636743,350.124846041157,1.30171147825508,190.051736629134,458.734879692049,1.79038895316609,7626.00259486827
2065,533.366860435292,0.506111111111111,15659.9440376744,1.87727966321429,1.42613426675498,380.329,533.367079944495,1.877289418362,0.00412740092950013,349.756900491198,1.30371719372825,146.195259886801,457.209193529782,1.80236354845594,7626.00259486827
2066,537.217410680868,0.500222222222222,15872.3235047159,1.89832393772991,1.4316176023671,380.329,537.217628713971,1.89833357139151,0.00317495889407621,349.394771846077,1.30555396198692,112.459135562,455.716331917055,1.81387324283277,7626.00259486827
2067,541.120348425473,0.494333333333333,16089.4175102077,1.91944740663962,1.43694647666524,380.329,541.120565012152,1.91945692029265,0.00244230307432102,349.038287194115,1.3072253217925,86.5079837824083,454.257308744748,1.82492921520113,7626.00259486827
2068,545.077143386619,0.488444444444444,16311.33290506,1.94065190410148,1.44212322997233,380.329,545.07735855546,1.94066129920714,0.00187871544351866,348.687281470591,1.3087347306619,66.5453386307739,452.832516510393,1.83554257341475,7626.00259486827
2069,549.089302529668,0.482555555555555,16538.2071346047,1.96193932405972,1.44715016715187,380.329,549.089516308222,1.96194860206295,0.00144518170362488,348.341597039761,1.31008556732139,51.1892879693363,451.441891955861,1.84572429004279,7626.00259486827
2070,553.158346140812,0.476666666666667,16770.1283501538,1.98331161676404,1.45202955814519,380.329,553.158558555643,1.9833207790935,0.00111169052434063,348.001083299562,1.31128113406006,39.3768107086596,450.085041645315,1.85548515615838,7626.00259486827
2071,557.285866382153,0.470777777777778,17007.3076505094,2.00477079213207,1.45676363850056,380.329,557.286077458891,2.00477984020027,0.000855156011738114,347.665596307921,1.31232465898778,30.2901892777727,448.761337062355,1.86483574884711,7626.00259486827
2072,561.472842083077,0.464888888888889,17248.5043700088,2.02631884364501,1.46135460989432,380.329,561.473051846458,2.02632777884833,0.000657819589535123,347.33499842957,1.31321929820201,23.3004032061318,447.469986485223,1.87378640914122,7626.00259486827
2073,565.720280346775,0.459,17493.7625443284,2.04795774963985,1.46580464064407,380.329,565.720488820692,2.04796657335865,0.000506020663406945,347.009158002318,1.31396813786806,17.9235852437115,446.210089156118,1.88234722785352,7626.00259486827
2074,570.02918991649,0.453111111111111,17743.0869579378,2.06968947146403,1.4701158662141,380.329,570.029397124029,2.06969818506276,0.000389250967694286,346.687949021766,1.31457419621674,13.7875256984416,444.980675945508,1.89052803737377,7626.00259486827
2075,574.400614166066,0.447222222222222,17996.5608753387,2.09151595541111,1.47429038971321,380.329,574.400820129545,2.0915245602384,0.00029942713175151,346.371250843473,1.31504042546343,10.6059062570578,443.78073971617,1.89833840794088,7626.00259486827
2076,578.835628068292,0.441333333333333,18254.2704844091,2.11343913417398,1.47833028238489,380.329,578.8358328093,2.11344763156277,0.000230331109412557,346.058947901637,1.31536971365229,8.15847962816206,442.609257834855,1.90578764725078,7626.00259486827
2077,583.332957952125,0.435444444444444,18511.2437749212,2.13546066356867,1.48223758409017,380.329,583.333161491556,2.13546905483641,0.000177179735359609,345.750929443388,1.31556488642928,6.27582294524263,441.465208703143,1.91288480252589,7626.00259486827
2078,587.891350280345,0.429555555555555,18767.2569438161,2.15758193470644,1.48601430378308,380.329,587.89155263843,2.15759022115525,0.000136293610976675,345.447089277844,1.31562870874718,4.82760948548286,440.347583739232,1.91963866437697,7626.00259486827
2079,592.509570887548,0.423666666666667,19022.1519065228,2.17980408581361,1.48966241997895,380.329,592.509772083887,2.17981226873053,0.000104842398344026,345.1473255391,1.31556388650603,3.7135868152544,439.25539590637,1.92605777194577,7626.00259486827
2080,597.186352743696,0.417777777777778,19275.7038387166,2.20212800810853,1.49318388121563,380.329,597.186552797287,2.20213608876567,8.06488903754162e-05,344.85154046239,1.31537306813197,2.85663682530692,438.18768562648,1.93215041893836,7626.00259486827
2081,601.920411860409,0.411888888888889,19527.74494008,2.22455435342545,1.49658060650765,380.329,601.920610789674,2.22456233308023,6.20382938727049e-05,344.559640172682,1.31505884609729,2.19743723727664,437.143524720669,1.93792466025234,7626.00259486827
2082,606.710731581032,0.406,19778.7293664226,2.24708357215311,1.49985448579355,380.329,606.710929403849,2.24709145204839,4.77222921322336e-05,344.27153448501,1.31462375838463,1.69035502482931,436.122018867423,1.9433883189733,7626.00259486827
2083,611.556246315885,0.400111111111111,20028.4851703413,2.26971591589226,1.50300738037648,380.329,611.556443049605,2.26972369725652,3.67098613483348e-05,343.987136715877,1.31407028989783,1.300287471922,435.122308953642,1.94854899357101,7626.00259486827
2084,616.455832356619,0.394222222222222,20276.8168276701,2.29245143927775,1.50604112335797,380.329,616.456028018095,2.29245912332529,2.82386670883256e-05,343.706363505132,1.31340087382187,1.00023219075414,434.143571604997,1.95341406516865,7626.00259486827
2085,621.408355102624,0.388333333333333,20523.6253004633,2.31529000690181,1.50895752006534,380.329,621.408549708233,2.3152975948329,2.1722291766745e-05,343.429134647696,1.31261789293439,0.769417884140663,433.185019114053,1.9579907047909,7626.00259486827
2086,626.41261959372,0.382444444444444,20768.7091901501,2.33823129500515,1.51175834847243,380.329,626.41281315938,2.33823878800619,1.67096399459545e-05,343.155372934616,1.31172368087096,0.591866454517068,432.245898932487,1.96228588052187,7626.00259486827
2087,631.467408486805,0.376555555555555,21011.9439838417,2.3612747972348,1.51444535961409,380.329,631.467601028,2.36128219647853,1.28537112990486e-05,342.885004002893,1.31072052334612,0.455286921714653,431.325492853706,1.96630636452304,7626.00259486827
2088,636.571446803591,0.370666666666667,21253.1318978489,2.38441982674983,1.51702027799434,380.329,636.571638335387,2.38442713339543,9.88757954651731e-06,342.617956193609,1.30961065933243,0.350224581073005,430.423115981552,1.97005873987626,7626.00259486827
2089,641.723416062818,0.364777777777778,21492.1021171993,2.40766551988671,1.51948480198837,380.329,641.723606599883,2.40767273508002,7.60591451092759e-06,342.354160417872,1.3083962821992,0.269406502444268,429.538115557277,1.97354940722761,7626.00259486827
2090,646.921944742139,0.358888888888889,21728.6628606296,2.43101083890997,1.52184060423837,380.329,646.922134298756,2.43101796378361,5.85076815568228e-06,342.093550030146,1.30707954081287,0.207238062322427,428.669869699031,1.97678459121693,7626.00259486827
2091,652.165655231678,0.353,21962.7204321968,2.45445457951681,1.52408933204351,380.329,652.165843821764,2.4544616151904,4.50064064779649e-06,341.83606070854,1.30566254060071,0.159415656584008,427.817786094314,1.9797703466839,7626.00259486827
2092,657.453315127639,0.347111111111111,22194.5073493864,2.4779953930815,1.52623260774386,380.329,657.453502764761,2.47800234066172,3.46206954396672e-06,341.581630341671,1.30414734457946,0.122628783917944,426.98130067539,1.98251256464659,7626.00259486827
2093,662.783657629653,0.341222222222222,22423.8960232225,2.50163179031566,1.52827202909858,380.329,662.783844327042,2.50163865089647,2.6631598621699e-06,341.330198921724,1.30253597435049,0.0943308766994872,426.159876299623,1.98501697805172,7626.00259486827
2094,668.155359408351,0.335333333333333,22650.7065601036,2.5253621427688,1.53020916965836,380.329,668.155545178913,2.52536891743156,2.048607158638e-06,341.081708443362,1.3008304110629,0.0725630150980546,425.353001450594,1.98728916729903,7626.00259486827
2095,673.567067632912,0.329444444444444,22874.8103194084,2.54918468703228,1.53204557913222,380.329,673.567252489245,2.5491913768459,1.5758690832038e-06,340.836102808153,1.299032596346,0.0558183210455536,424.560188971248,1.98933456554344,7626.00259486827
2096,679.017390497343,0.323555555555555,23096.0573237246,2.57309752798664,1.53378278374873,380.329,679.017574451745,2.57310413400772,1.21222038931497e-06,340.593327734207,1.29714443321254,0.0429376447510381,423.780974836794,1.99115846378065,7626.00259486827
2097,684.504911328073,0.317666666666667,23314.3256152508,2.59709864337929,1.53542228661179,380.329,684.505094392558,2.59710516665227,9.32487532075593e-07,340.353330670724,1.29516778693375,0.0330293226709874,423.014916972443,1.99276601572242,7626.00259486827
2098,690.028182800918,0.311777777777778,23529.4811789531,2.62118588777332,1.53696556805101,380.329,690.028364987224,2.6211923293306,7.17306032088609e-07,340.116060717179,1.29310448588769,0.0254074521886258,422.261594119084,1.99416224246849,7626.00259486827
2099,695.585712409531,0.305888888888889,23741.358533983,2.64535699508307,1.53841408596673,380.329,695.585893729131,2.64536335594516,5.51779971283298e-07,339.881468546879,1.29095632238179,0.0195444100730633,421.520604748509,1.99535203698265,7626.00259486827
2100,701.175978983651,0.3,23949.8250931822,2.66960958265012,1.53976927616992,380.329,701.176159447765,2.6696158638258,4.24450824458963e-07,339.649506334654,1.28872505345071,0.0150343278132808,420.791566028722,1.99634016838037,7626.00259486827
2101,706.803774920757,0.3,24168.2426456276,2.69401311760874,1.54110393318822,380.329,706.80395454036,2.69401932009499,3.26504244010327e-07,339.420127688434,1.28648378210209,0.0115649954105656,420.074112839038,1.99720266650716,7626.00259486827
2102,712.463000214607,0.3,24374.1536975503,2.71856406221811,1.54241836813048,380.329,712.463179000435,2.71857018700041,2.51159887585663e-07,339.193287584515,1.28423311560304,0.00889624867220561,419.367896834126,1.99794298340738,7626.00259486827
2103,718.147763083621,0.3,24567.1929483246,2.74325839738214,1.5437128873918,380.329,718.147941046186,2.74326444543466,1.93202049557579e-07,338.968942306279,1.28197364459053,0.00684334386898382,418.672585555728,1.99856447547286,7626.00259486827
2104,723.852298291527,0.3,24747.0349067233,2.7680916583093,1.54498779272492,380.329,723.852475441121,2.76809763059513,1.48618604316416e-07,338.747049386205,1.27970594353211,0.00526416886878092,417.987861590504,1.9990704068046,7626.00259486827
2105,729.570895666238,0.3,24913.3350888903,2.79305896233212,1.54624338131056,380.329,729.57107201294,2.79306485980349,1.14323267271431e-07,338.527567550952,1.27743057117049,0.00404940543827402,417.313421772296,1.99946395242716,7626.00259486827
2106,735.295226297155,0.3,25060.1410777644,2.8181547997867,1.54747994582673,380.329,735.295401850841,2.81816062338519,8.79419471050127e-08,338.310456669375,1.27514807095254,0.00311496169903846,416.648976426946,1.99974820136244,7626.00259486827
2107,741.016504853663,0.3,25185.8235230263,2.84337302568192,1.5486977745169,380.329,741.016679624011,2.84337877633872,6.76483995358441e-08,338.095677703286,1.27285897144356,0.00239615087557453,415.994248657813,1.99992615956958,7626.00259486827
2108,746.729402702456,0.3,25297.1270573792,2.86870719200878,1.54989715125721,380.329,746.729576698954,2.86871287064485,5.20378057390128e-08,337.883192660811,1.27056378672726,0.00184321335966632,415.348973670058,2.00000075275721,7626.00259486827
2109,752.428528459574,0.3,25393.821156833,2.89415055938745,1.55107835562267,380.329,752.428701691526,2.89415616691367,4.00295239016913e-08,337.672964552209,1.26826301679239,0.0014178721064206,414.712898131811,1.99997482907427,7626.00259486827
2110,758.108461985531,0.3,25475.7009778438,2.9196961111028,1.55224166295229,380.329,758.108634462062,2.91970164842013,3.07922819004411e-08,337.464957348,1.26595714790629,0.00109068290961688,414.085779570381,1.9998511616851,7626.00259486827
2111,763.763778733544,0.3,25542.5880669979,2.94533656852852,1.55338734441328,380.329,763.763950463608,2.94534203652809,2.36866325706206e-08,337.259135939277,1.26364665297622,0.000838996129441785,413.467385801672,1.99963245123434,7626.00259486827
2112,769.389253229089,0.3,25594.7244993864,2.97106442291824,1.55451566706425,380.329,769.389424221472,2.97106982248154,1.82206880396072e-08,337.055466100094,1.26133199189871,0.00064538877341129,412.857494391099,1.99932132820716,7626.00259486827
2113,774.979680703374,0.3,25631.9914654264,2.99687195061939,1.55562689391748,380.329,774.9798509667,2.99687728261836,1.40160688374282e-08,336.853914451789,1.25901361189776,0.000496458391437943,412.255892144281,1.99892035518958,7626.00259486827
2114,780.529892136505,0.3,25654.2966133714,3.02275122870546,1.55672128400021,380.329,780.530061679241,3.02275649400262,1.07817106153451e-08,336.654448429154,1.25669194785208,0.000381895292548078,411.662374625939,1.99843202903396,7626.00259486827
2115,786.034766941063,0.3,25661.5744104949,3.04869415077909,1.55779909241502,380.329,786.034935771526,3.04869935022766,8.29371524507837e-09,336.457036248348,1.25436742261206,0.000293768857543045,411.076745705444,1.9978587829341,7626.00259486827
2116,791.489244189582,0.3,25653.786415422,3.07469244279052,1.5588605703993,380.329,791.489412315939,3.07469757723454,6.37985149300387e-09,336.261646876437,1.25204044730668,0.000225978542668947,410.49881712755,1.99720298841442,7626.00259486827
2117,796.888332921928,0.3,25630.9214655788,3.1007376787721,1.55990596538382,380.329,796.888500352205,3.1007427490465,4.90763233002692e-09,336.0682500025,1.24971142164109,0.000173831570078181,409.928408106928,1.99646695723725,7626.00259486827
2118,802.227121847158,0.3,25592.9957848965,3.12682129642351,1.56093552105039,380.329,802.227288589241,3.12682630335427,3.77514353008637e-09,335.876816010188,1.24738073418484,0.000133718070746714,409.365344945172,1.99565294323236,7626.00259486827
2119,807.500788612903,0.3,25540.0529992721,3.15293461250334,1.56194947738868,380.329,807.500954674544,3.15293955690752,2.90398866792753e-09,335.68731595167,1.24504876265156,0.000102861191647647,408.809460669034,1.99476314405225,7626.00259486827
2120,812.704608740003,0.3,25472.1640734682,3.17906883799536,1.56294807075215,380.329,812.704774128822,3.17907372068127,2.23386213431165e-09,335.499721522884,1.24271587417007,7.91248683748605e-05,408.260594688683,1.99379970285705,7626.00259486827
2121,817.833964265775,0.3,25389.4271595347,3.20521509302632,1.56393153391314,380.329,817.834128989264,3.20521991479355,1.71837448617616e-09,335.314005040027,1.24038242554758,6.08659562955997e-05,407.718592474885,1.99276470993212,7626.00259486827
2122,822.884386562761,0.3,25292.0406613373,3.23136442423176,1.56490009611715,380.329,822.884550628289,3.23136918587131,1.32184114202334e-09,335.1301394172,1.23804876352504,4.68204840256631e-05,407.183305254028,1.99166020424184,7626.00259486827
2123,827.851527620364,0.3,25180.1555852954,3.25750781883454,1.56585398313624,380.329,827.851691035178,3.25751252112888,1.01681212029264e-09,334.948098145167,1.23571522502513,3.60161551352451e-05,406.654589719995,1.9904881749224,7626.00259486827
2124,832.731168282072,0.3,25053.9488559694,3.28363621847817,1.56679341732172,380.329,832.731331053302,3.28364086220135,7.82171817100062e-10,334.767855271152,1.23338213739304,2.77050410246731e-05,406.132307761929,1.98925056271672,7626.00259486827
2125,837.519225972552,0.3,24913.622845397,3.30974053278638,1.5677186176559,380.329,837.519388107213,3.30974511870408,6.01677280646043e-10,334.589385379611,1.23104981863043,2.13118056410103e-05,405.616326207003,1.98794926135406,7626.00259486827
2126,842.211761970907,0.3,24759.4048122642,3.33581165262867,1.5686297998032,380.329,842.211923475904,3.33581618149831,4.62833794482402e-10,334.412663573948,1.22871857762281,1.6393877896651e-05,405.106516577342,1.98658611887706,7626.00259486827
2127,846.804988261087,0.3,24591.5462696637,3.36184046307713,1.56952717616038,380.329,846.805149143214,3.36184493564791,3.56029932001035e-10,334.237665459099,1.22638871436048,1.26108147295192e-05,404.6027548603,1.98516293891864,7626.00259486827
