year,total.factor.productivity,base.case.control.rate,mitigation.policy.control.rate,abatement.cost.bau,capital.stock.bau,gross.output.bau,net.output.bau,abatement.cost.mitigation.policy,capital.stock.mitigation.policy,gross.output.mitigation.policy,net.output.mitigation.policy,damages_bau,net.output_bau,consumption.per.capita_bau,damages_0.1reduction,abatement.cost_0.1reduction,net.output_0.1reduction,consumption.per.capita_0.1reduction,percent.change.consumption.per.capita_0.1reduction,damages_0.2reduction,abatement.cost_0.2reduction,net.output_0.2reduction,consumption.per.capita_0.2reduction,percent.change.consumption.per.capita_0.2reduction,damages_0.3reduction,abatement.cost_0.3reduction,net.output_0.3reduction,consumption.per.capita_0.3reduction,percent.change.consumption.per.capita_0.3reduction,damages_0.4reduction,abatement.cost_0.4reduction,net.output_0.4reduction,consumption.per.capita_0.4reduction,percent.change.consumption.per.capita_0.4reduction,temp.increase_0.1reduction,temp.increase_0.2reduction,temp.increase_0.3reduction,temp.increase_0.4reduction,gross.output_0elasticity,temp.increase_0elasticity
2155,0.0972400678134175,0,0,0,1394.77606758803,704.081873445599,704.081873445599,0,1394.77606619204,704.081873234191,704.081873234191,0.0225431215497391,688.209670191547,36600.8953841283,0.00470985700627783,1.37241008581423e-05,700.756085610314,37268.1484874744,0.0182305131156844,0.00413013174684906,9.5580189862309e-05,701.106626268558,37286.7912100573,0.0187398646598811,0.00394482240024962,0.000297456466228742,701.09496179361,37286.1708609896,0.0187229156464441,0.00385371626330683,0.000665659104996669,700.89986316948,37275.7949760803,0.018439428458483,1.2529773882341,1.17333310798043,1.1467086814371,1.13338964516575,0,0
2156,0.0978975511944382,0,0,0,1410.19647298726,711.663593692718,711.663593692718,0,1410.19647168436,711.663593495464,711.663593495464,0.0226985235388431,695.509880859546,36953.5725016579,0.00469269958927125,1.35615789636951e-05,708.314318956875,37633.8931478403,0.0184101454913984,0.00411462120557857,9.44483216482369e-05,708.668152146869,37652.692881388,0.0189188847627318,0.00392988535284758,0.000293933963085784,708.657655259232,37652.1351646553,0.0189037923996672,0.0038390681705962,0.000657776316905969,708.463353184465,37641.8115790316,0.0186244260238406,1.25069308642199,1.17112783326993,1.14453561949051,1.13123357013427,0,0
2157,0.0985588308624837,0,0,0,1425.74281630093,719.304708645073,719.304708645073,0,1425.74281508493,719.304708461027,719.304708461027,0.022853943973298,702.865759133969,37309.2901148133,0.0046756084675985,1.34010633618805e-05,715.931882010572,38002.8617716253,0.0185897843319358,0.00409918815569664,9.33304260676171e-05,716.289010288128,38021.8187379342,0.0190978874411217,0.00391502787704453,0.000290454944373822,716.279685049501,38021.3237386703,0.0190846199878335,0.00382450044093571,0.000649990839886651,716.086185997986,38011.0524853676,0.018809319834141,1.24841345549708,1.16892944692949,1.14237003302265,1.12908524049865,0,0
2158,0.0992239244997414,0,0,0,1441.41557057275,727.00539362483,727.00539362483,0,1441.41556943786,727.005393453109,727.005393453109,0.0230093776411743,710.277451975746,37668.0716643564,0.00465858480403585,1.32425283358938e-05,723.608949956112,38375.0796369744,0.018769423051911,0.00408383313230597,9.22263240182177e-05,723.969375875984,38394.1940680206,0.0192768668949755,0.00390025034285743,0.000287018852706256,723.961226335096,38393.7618742499,0.019265393152052,0.00381001336868223,0.000642301426598322,723.768536754545,38383.5429873783,0.0189941053897633,1.24613867661079,1.1667380643352,1.14021201871369,1.12694474408793,0,0
2159,0.0998928499925263,0,0,0,1457.21520011294,734.765821178964,734.765821178964,0,1457.21519905376,734.765821018744,734.765821018744,0.0231648194208543,717.745103614737,38029.9407766711,0.00464162970907146,1.30859485120799e-05,731.345695206465,38750.5722239024,0.0189490552052972,0.00406855663517695,9.1135838787642e-05,731.709421322479,38769.844361854,0.0194558174446811,0.00388555308963233,0.000283625138133927,731.702451514798,38769.475064492,0.0194461067442574,0.00379560721969919,0.000634706846344372,731.510577826147,38759.3085792325,0.0191787782906259,1.24386892517814,1.16455379654999,1.13806166933553,1.1248121650153,0,0
2160,0.100565625448408,0,0,0,1473.14216076102,742.586161230514,742.586161230514,0,1473.14215977251,742.586161081027,742.586161081027,0.0233202642801392,725.268855699844,38394.9212749292,0.00462474424232558,1.29312988560032e-05,739.142287553355,39129.3652258067,0.0191286744832354,0.00405335912978343,9.00587960259527e-05,739.509316418613,39148.795323041,0.0196347335293032,0.00387093642697326,0.000280273258059919,739.503530366042,39148.4890158954,0.0196267557255884,0.00378128223223513,0.000627205884881311,739.312478962794,39138.3749684914,0.019363334234721,1.24160437100895,1.16237675042467,1.1359190738448,1.1226875837672,0,0
2161,0.101242269156593,0,0,0,1489.19690015563,750.466580812166,750.466580812166,0,1489.19689923308,750.466580672693,750.466580672693,0.0234757072753491,732.848847041087,38763.0371686933,0.00460792941393719,1.27785546665023e-05,746.998893902036,39511.484539013,0.0193082747118733,0.00403824104831308,8.89950237042715e-05,747.369228068994,39531.0728581276,0.0198136097048301,0.00385640063564785,0.000276962677110718,747.364629779586,39530.8296379002,0.0198073351648246,0.00376703861777989,0.000619797344130444,747.174407027247,39520.7680656551,0.0195477690167621,1.23934517843593,1.1602070286969,1.13378431747369,1.12057107729049,0,0
2162,0.10192279959722,0,0,0,1505.37985791874,758.407244144519,758.407244144519,0,1505.37985705777,758.407244014392,758.407244014392,0.0236311435504208,740.485213688461,39134.3126613372,0.0045911861859178,1.26276915715575e-05,754.915678349138,39896.9562704734,0.0194878498502315,0.00402320279065286,8.79443520859926e-05,755.289320369722,39916.7030843012,0.0199924406424265,0.00384194596847024,0.000273692867046621,755.285913837381,39916.5230505891,0.0199878402368031,0.00375287656189927,0.000612480041977388,755.096526072865,39906.5139918614,0.0197320785267584,1.23709150643998,1.15804473008787,1.13165748181892,1.11846271907758,0,0
2163,0.102607235435983,0,0,0,1521.69146583866,766.408312605824,766.408312605824,0,1521.69146503516,766.408312484417,766.408312484417,0.0237865683359998,748.178088904747,39508.7721518571,0.00457451547347317,1.24786855236667e-05,762.892802152494,40285.8067397534,0.0196673939880917,0.0040082447253502,8.69066136945859e-05,763.269754578201,40305.7123313768,0.0201712211267059,0.00382757265116184,0.000270463306661541,763.267543782391,40305.595586675,0.0201682662208574,0.00373879622504837,0.000605252812047843,763.078997313426,40295.639080874,0.0199162587486252,1.23484350877256,1.15588994939688,1.12953864492866,1.11636257924989,0,0
2164,0.10329559551425,0,0,0,1538.13214802808,774.469944663007,774.469944663007,0,1538.13214727821,774.469944549737,774.469944549737,0.0239419769485298,755.927603100556,39886.4402347047,0.00455791814629379,1.23315127951218e-05,770.930423662436,40678.0624790029,0.0198469013439165,0.00399336719055053,8.58816432806931e-05,771.310689044403,40698.1271417681,0.0203499460540279,0.00381328088319047,0.000267273481680603,771.309677949851,40698.0737914707,0.0203486084992829,0.00372479774336445,0.000598114503478433,771.121979054412,40688.1698790532,0.0201003057588228,1.23260133407546,1.15374277759394,1.12742788138761,1.11427072463928,0,0
2165,0.103987898845423,0,0,0,1554.70232105113,782.592295843202,782.592295843202,0,1554.70232035133,782.592295737525,782.592295737525,0.0240973647893391,763.733883808942,40267.3417017121,0.00454139502981467,1.2186149973548e-05,779.028698293403,41073.7502350596,0.0200263662627904,0.00397857049491156,8.48692777910661e-05,779.412279182462,41093.9742725907,0.0205286104308058,0.00379907083858832,0.000264122884663478,779.412471738867,41093.9844249942,0.0205288625558047,0.00371088122943949,0.000591063980700382,779.225626664607,41084.1331474616,0.0202842157249899,1.23036512599779,1.15160330191022,1.12532526240021,1.11218721886792,0,0
2166,0.104684164619247,0,0,0,1571.40239403152,790.775518761849,790.775518761849,0,1571.40239337845,790.775518663256,790.775518663256,0.0242527273437243,771.597055715226,40651.5015469261,0.00452494690644536,1.2042573957749e-05,787.187778551866,41472.8969745226,0.0202057832143861,0.00396385491849505,8.38693563396293e-05,787.574677498612,41493.2807007378,0.0207072093718342,0.00378494266674938,0.000261011014914327,787.576077640345,41493.3544670429,0.020709023974058,0.00369704677307309,0.000584100123237981,787.390092604023,41483.5558669371,0.0204679849045795,1.22813502331046,1.14947160592669,1.12323085587208,1.11011212242624,0,0
2167,0.105384412187459,0,0,0,1588.23276875598,799.019763008903,799.019763008903,0,1588.23276814653,799.019762916921,799.019762916921,0.0244080601800321,779.517240548347,41038.9449641621,0.00450857451677064,1.1900761952996e-05,795.40781392301,41875.5298814027,0.020385146790961,0.00394922071363638,8.288172017467e-05,795.798033477812,41896.073620528,0.0208857380986369,0.00377089649320662,0.000257937378379688,795.800645123626,41896.2111148427,0.0208890884361002,0.00368329444200629,0.000577221825480085,795.615526310561,41886.4652357447,0.0206516096435397,1.22591116001808,1.14734776966073,1.12114472648965,1.10804549274933,0,0
2168,0.106088661071835,0,0,0,1605.19383974234,807.325175197988,807.325175197988,0,1605.1938391736,807.325175112174,807.325175112174,0.0245633589487393,787.494557131246,41429.6973529271,0.0044922785607228,1.17606914670881e-05,803.688950919615,42281.6763633096,0.0205644517053725,0.00393466810579263,8.19062126514038e-05,804.082493632654,42302.3804498954,0.0210641919378291,0.00375693242038965,0.000254901487563104,804.086320685385,42302.5817892379,0.0210690517209169,0.00366962428263642,0.000570427996489054,803.902074248894,42292.8886757642,0.0208350863749702,1.22369366546845,1.14523186965095,1.1190669357981,1.10598738429158,0,0
2169,0.106796930952515,0,0,0,1622.28599431166,815.691898866362,815.691898866362,0,1622.28599378091,815.691898786304,815.691898786304,0.0247186193815322,795.529121285685,41823.7843166981,0.00447605969872592,1.16223403058411e-05,812.031332982436,42691.3640498422,0.0207436927891222,0.00392019729436957,8.0942679200554e-05,812.42820140369,42712.228828778,0.0212425663195006,0.00374305052836302,0.000251902861427334,812.433247749961,42712.4941330798,0.021248909702962,0.00365603632071383,0.000563717559781918,812.249879810832,42702.8538308814,0.0210184116178219,1.22148266445959,1.14312397904012,1.11699754227766,1.10393784859986,0,0
2170,0.107509241670523,0,0,0,1639.5096126311,824.120074477543,824.120074477543,0,1639.50961213581,824.120074402855,824.120074402855,0.0248738372903841,803.621045837249,42221.2316664709,0.00445991855281294,1.14856865690742e-05,820.435100482764,43104.6207963579,0.0209228649904226,0.00390580845352802,7.99909673004019e-05,820.835297161997,43125.6466228884,0.0214208567756129,0.00372925087554589,0.000248941025307372,820.841566671926,43125.9760149974,0.0214286583506972,0.00364253056202066,0.000557089453135734,820.659083317875,43116.3885707579,0.0212015819755871,1.21927827734456,1.14102416765641,1.1149366014182,1.10189693438492,0,0
2171,0.108225613225781,0,0,0,1656.86506775304,832.609839388884,832.609839388884,0,1656.86506729086,832.609839319206,832.609839319206,0.0250290085666342,811.770440586156,42622.0654225172,0.00444385570771617,1.13507086465069e-05,828.900390690112,43521.4746859145,0.0211019633722891,0.0038915017329701,7.90509264482145e-05,829.303918176841,43542.6619256552,0.0215990589384166,0.0037155334994134,0.000246015510821523,829.311414703741,43543.0555313398,0.0216082937251563,0.00362910699303216,0.000550542628388589,829.129821988891,43533.5209927737,0.0213845941350126,1.21708062013385,1.1389325020928,1.11288416579226,1.09986468759149,0,0
2172,0.108946065788512,0,0,0,1674.35272564329,841.161327920663,841.161327920663,0,1674.352725212,841.16132785566,841.16132785566,0.0251841291800645,819.977412377035,43026.3118213262,0.00442787171193158,1.12173852140977e-05,837.42733784095,43941.9540365096,0.0212809831106562,0.00387727725870593,7.81224081347389e-05,837.834198684446,43963.3030654657,0.0217771685388831,0.00370189841718005,0.000243125855792034,837.842926064531,43963.761013418,0.0217878119785103,0.00361576558156098,0.000544076051261973,837.662230008858,43954.2794292683,0.0215674448648006,1.21488980459568,1.13684904578487,1.11084028512654,1.09784115146667,0,0
2173,0.109670619663577,0,0,0,1691.97294522151,849.774671063496,849.774671063496,0,1691.97294481904,849.774671002855,849.774671002855,0.0253391951779788,828.242064816115,43433.9973040902,0.00441196707875784,1.10856952290729e-05,846.016072847385,44366.0873894741,0.0214599194925165,0.00386313513380098,7.72052658095886e-05,846.426269596539,44387.5985940528,0.0219551814051616,0.00368834562646576,0.000240271604137366,846.436231648626,44388.1210158928,0.0219672093526786,0.00360250627738485,0.000537688701119715,846.256438237499,44378.692435933,0.0217501310143945,1.21270593835409,1.13477385908691,1.10880500637184,1.09582636662701,0,0
2174,0.1103992953134,0,0,0,1709.72607833333,858.449996625789,858.449996625789,0,1709.72607795777,858.449996569218,858.449996569218,0.0254942026842818,836.56449841749,43845.1485276765,0.00439614228731036,1.09556179267122e-05,854.666723443909,44793.9035208255,0.0216387679140845,0.00384907543910481,7.62993548588514e-05,855.080258647156,44815.577297853,0.0221330934610441,0.00367487510594476,0.000237452305802508,855.091459172376,44816.1643281331,0.0221464821779223,0.00358932901285797,0.000531379570812032,854.912574356042,44806.788803166,0.0219326495126915,1.21052912498493,1.13270699934638,1.10677837377149,1.09382037112407,0,0
2175,0.111132113349615,0,0,0,1727.61246975767,867.187429145852,867.187429145852,0,1727.61246940722,867.187429093078,867.187429093078,0.0256491478985591,844.944810519919,44259.7923635803,0.00438039778351103,1.08271328162827e-05,863.379414099861,45225.4314403516,0.0218175238789842,0.0038350982339614,7.54045325767751e-05,863.79629030507,45247.268197089,0.0223109007244524,0.00366148681597795,0.000234667516670863,863.808733086567,45247.9199732981,0.0223256268714644,0.0035762337035066,0.00052514766647834,863.630762779668,45238.5975551565,0.0221149973668119,1.20835946410978,1.13064852097685,1.10476042892836,1.09182320050861,0,0
2176,0.111869094543978,0,0,0,1745.63245719399,875.987089950509,875.987089950509,0,1745.63245686697,875.987089901278,875.987089901278,0.0258040270951593,853.383095346416,44677.9559043491,0.00436473398105424,1.07002196775587e-05,872.15426607774,45660.7003983289,0.0219961829964583,0.00382120355690162,7.45206581415282e-05,872.574485832124,45682.7005524905,0.0224885993059387,0.00364818069922886,0.000231916798488808,872.588174634759,45683.4172150584,0.0225046399361203,0.00356322024860912,0.000518992007378442,872.411124715826,45674.1479566045,0.0222971716608539,1.20619705148789,1.12859847552936,1.10275121087047,1.08983488789344,0,0
2177,0.112610259815296,0,0,0,1763.7863712637,884.849097028932,884.849097028932,0,1763.78637095856,884.849096983007,884.849096983007,0.0259588366222772,861.879443883788,45099.6664606035,0.00434915126234958,1.05748585567377e-05,880.991397307555,46099.7398826338,0.022174740979602,0.00380739142631817,7.36475925867586e-05,881.41496315752,46121.9038624028,0.0226661854072084,0.0036349566812639,0.000229199718777187,881.429901727577,46122.6855547053,0.022683517958951,0.00355028853176098,0.000512911625694449,881.25377803856,46113.4695098317,0.0224791695546969,1.20404197910615,1.12655691176229,1.1007507561151,1.08785546401486,0,0
2178,0.113355630233887,0,0,0,1782.0745354837,893.773565038464,893.773565038464,0,1782.07453519896,893.773564995622,893.773564995622,0.0261135729010398,870.43394389081,45524.9515647834,0.00433364997944188,1.04510297628867e-05,889.89092239258,46542.5796227274,0.0223531936436186,0.00379366184112355,7.27851987768447e-05,890.31783688358,46564.9078667733,0.0228436553196555,0.00362181467113692,0.000226515850754283,890.334028948467,46565.754735137,0.0228622576099279,0.00353743842142492,0.00050690556635842,890.158837294261,46556.5919587675,0.0226609882827886,1.20189433526716,1.12452387570971,1.09875909873167,1.08588495729289,0,0
2179,0.114105227021404,0,0,0,1800.49726624379,902.760605275025,902.760605275025,0,1800.4972659781,902.76060523506,902.76060523506,0.0262682324245943,879.046679871893,45953.8389730996,0.00431823045490904,1.03287138643138e-05,898.852952579854,46989.2495918071,0.0225315369041011,0.00378001478139117,7.19333413816226e-05,899.283218256223,47011.7425493033,0.0230210054229187,0.00360875456195878,0.000223864773257172,899.300667524177,47012.6547430105,0.0230408556406074,0.00352466977146673,0.000500972886876352,899.126413672158,47003.5452911015,0.0228426251529571,1.19975420467542,1.12249941074835,1.09677627040322,1.0839233938901,0,0
2180,0.114859071545253,0,0,0,1819.05487277992,911.810325599806,911.810325599806,0,1819.05487253201,911.810325562526,911.810325562526,0.0264228117571988,887.717733008212,46386.3566652677,0.00430289298273806,1.02078916848534e-05,907.877595687154,47439.7800066933,0.0227097667753304,0.00376645020898031,7.10918868505193e-05,908.311215091904,47462.438137333,0.0231982321834511,0.00359577623145202,0.000221246070661218,908.329925251694,47463.4158086277,0.0232193088828289,0.003511982421677,0.000495112657148031,908.156614931273,47454.3597381698,0.0230240775452346,1.19762166852169,1.12048355766314,1.09480230048656,1.08197079776936,0,0
2181,0.115617185321304,0,0,0,1837.74765713388,920.922830429144,920.922830429144,0,1837.74765690256,920.922830394368,920.922830394368,0.0265773075333163,896.447181150377,46822.5328474628,0.00428763782917995,1.00885443004172e-05,916.964956092869,47894.2013310079,0.0228878793686008,0.00375296806814504,7.02607033885291e-05,917.401931767485,47917.0251050222,0.0233753321531093,0.00358287954249117,0.000218659332805314,917.42190648812,47918.0684091149,0.0233976142474194,0.00349937619827904,0.000489323959299727,917.249545390294,47909.0657781353,0.0232053429106913,1.19549680456564,1.11847635471133,1.09283721607126,1.08002719075016,0,0
2182,0.116379590006689,0,0,0,1856.57591411491,930.098220645805,930.098220645805,0,1856.57591389907,930.098220613366,930.098220613366,0.0267317164567118,905.235098734609,47262.3959512894,0.00427246523358381,9.97065303535022e-06,926.115134647631,48352.5442742807,0.0230658708905664,0.00373956828612764,6.94396609308347e-05,926.55546913182,48375.534172454,0.0235523019677584,0.00357006434362888,0.000216104154912893,926.576712062246,48376.6432675281,0.0235757687229202,0.00348685091442351,0.00048360588750744,926.405305839178,48367.6941350934,0.0233864187702862,1.19337968721663,1.11647783768535,1.09088104203726,1.07809259256391,0,0
2183,0.1171463074146,0,0,0,1875.53993124549,939.336593683313,939.336593683313,0,1875.5399310441,939.336593653054,939.336593653054,0.0268860352995528,914.081556867382,47705.9746415344,0.00425737540921059,9.8541994593703e-06,935.32822875824,48814.8398000395,0.0232437376416088,0.00372625077373676,6.86286311214974e-05,935.771924589715,48837.9963137289,0.0237291383458903,0.00355733046960832,0.000213580137525617,935.794439358524,48839.1713609463,0.0237537693743142,0.00347440637066982,0.000477957547848492,935.623993623095,48830.275787164,0.0235673027137105,1.19127038761296,1.11448803997422,1.08893380111133,1.07616702090797,0,0
2184,0.117917359497743,0,0,0,1894.63998873127,948.638043363792,948.638043363792,0,1894.63998854336,948.638043335566,948.638043335566,0.0270402609015137,922.986623170134,48153.2978114233,0.0042423685440271,9.73916538380123e-06,944.604332226164,49281.1191211194,0.0234214760142259,0.00371301542591079,6.78274872872181e-05,945.05139194035,49304.442752271,0.0239058380872647,0.00354467774186212,0.000211086886421712,945.075182155482,49305.6839157781,0.023931613341786,0.00346204235545484,0.000472378058118788,944.905702480889,49296.8419618009,0.0237479923982766,1.18916897369929,1.11250699262383,1.08699551392238,1.07425049149858,0,0
2185,0.118692768360301,0,0,0,1913.87635939818,958.00265995862,958.00265995862,0,1913.87635922285,958.002659932291,958.002659932291,0.0271943901688842,931.950361840876,48604.3945891784,0.00422744480148049,9.6255328585346e-06,953.943535307891,49751.4137065352,0.0235990824914455,0.00369986212226663,6.70361044161812e-05,954.393961437665,49774.9049677022,0.0240823980715622,0.00353210596899816,0.000208624012550131,954.41903068611,49776.2124146365,0.024109297839481,0.00344975864554908,0.000466866547685474,954.25052260544,49767.4241426645,0.0239284855477869,1.18707551030259,1.11053472439581,1.08506619905549,1.07234301812263,0,0
2186,0.119472556382374,0,0,0,1933.24930864926,967.430531164311,967.430531164311,0,1933.24930848567,967.430531139752,967.430531139752,0.0273484200736823,940.972834605924,49059.2943910165,0.00421260432125387,9.51328416926807e-06,963.345925686658,50225.7553359028,0.0237765536452537,0.00368679072763438,6.62543591388193e-05,963.79972076253,50249.4147502893,0.0242588152570485,0.00351961494727253,0.000206191131970692,963.826072610054,50250.7886507866,0.024286820154272,0.00343755500650067,0.000461422157352983,963.658541615687,50242.0541240607,0.0241087799514035,1.18499005920639,1.10857126182523,1.0831458731049,1.07044461268837,0,0
2187,0.120256745905223,0,0,0,1952.75909464048,976.921739563697,976.921739563697,0,1952.75909448785,976.921739540789,976.921739540789,0.0275023476527706,950.054098252667,49518.0267957967,0.00419784722000332,9.40240183310448e-06,972.811585944354,50704.1759712958,0.0239538861350553,0.00367380109257808,6.54821296971649e-05,973.268752493471,50728.0040727386,0.0244350866792742,0.00350720446105,0.000203787865758696,973.296390484284,50729.4445999382,0.0244641776445822,0.00342543119306752,0.000456044039149574,973.129842027766,50720.7638827582,0.0242888734626166,1.18291267922352,1.10661662927714,1.08123455072585,1.06855528527502,0,0
2188,0.121045359809647,0,0,0,1972.40596788045,986.476367229476,986.476367229476,0,1972.40596773804,986.476367208109,986.476367208109,0.0276561700069789,959.194209109511,49980.6217819302,0.00418317359207677,9.29286859220071e-06,982.340598145624,51186.7079999709,0.0241310767061466,0.003660893053903,6.47192959006175e-05,982.801138692936,51210.7053330363,0.0246112094497962,0.00349487428325218,0.000201413839867266,982.830066349548,51212.2126630957,0.0246413677392611,0.00341338694963774,0.000450731356019289,982.664505840767,51203.5858208016,0.0244687639983202,1.1808434262674,1.10467084900179,1.07933224468529,1.06667504418133,0,0
2189,0.121838420626864,0,0,0,1992.19017188289,996.094488578102,996.094488578102,0,1992.19017175002,996.094488558172,996.094488558172,0.0278098843002304,968.393216098648,50447.1093686542,0.00416858351021515,9.18466742037986e-06,991.933036721802,51673.3838672292,0.0243081221882047,0.00364806643514963,6.3965739171994e-05,992.396953787836,51697.5509871337,0.0247871807548295,0.00348262417579383,0.000199068685270669,992.427174610558,51699.1252992248,0.0248183879361897,0.0034014220106388,0.000445483282142658,992.26260741788,51690.5523982281,0.0246484495372603,1.17878235342169,1.10273394118884,1.07743896591158,1.06480389597315,0,0
2190,0.12263595105986,0,0,0,2012.11194218178,1005.77617440784,1005.77617440784,0,2012.11194205781,1005.77617438925,1005.77617438925,0.0279634877586735,977.651164666821,50917.5198243768,0.0041540770262362,9.07778151374601e-06,1001.58897249183,52164.2362898531,0.0244850194938095,0.00363532104707484,6.32213424821659e-05,1002.05626859239,52188.5737624851,0.0249629978540272,0.00347045389000743,0.000196752037760891,1002.08778605904,52190.2152388024,0.0249952358012587,0.00338953610093562,0.000440299002481493,1001.92421750891,52181.6963465891,0.0248279281192932,1.17672951100868,1.10080592402034,1.07555472354307,1.06294184552991,0,0
2191,0.123437974119404,0,0,0,2032.17150633333,1015.52149299587,1015.52149299587,0,2032.17150621767,1015.52149297853,1015.52149297853,0.0281169776698186,986.968097854084,51391.8837256814,0.00413965417170135,8.97219428623095e-06,1011.3084737548,52659.2983167393,0.0246617656169822,0.00362265668812038,6.24859903190449e-05,1011.77915140116,52683.8067187094,0.0251386580792424,0.00345836316705638,0.000194463537851122,1011.81196896685,52685.5155444797,0.02517190896725,0.00337772893621781,0.000435177712562886,1011.64940434325,52677.0507296066,0.025007197844414,1.1746849466561,1.09888681372262,1.07367952497574,1.06108889609021,0,0
2192,0.124244512959025,0,0,0,2052.36908415908,1025.33050876803,1025.33050876803,0,2052.36908405118,1025.33050875186,1025.33050875186,0.0282703513816807,996.3440550028,51870.2318934235,0.00412531495856598,8.86788936817644e-06,1021.09160496522,53158.6032636336,0.0248383576317396,0.00361007314486902,6.17595686777096e-05,1021.56566666374,53183.2831822928,0.0253141588332824,0.00344635173833712,0.000192202830745026,1021.59978776053,53185.0595457832,0.0253484051326642,0.00336600022337639,0.000430118618410446,1021.43823230464,53176.648877883,0.0251862568716445,1.17264870536263,1.09697662461711,1.07181337590974,1.05924504929634,0,0
2193,0.125055590903348,0,0,0,2072.70488767214,1035.20328249659,1035.20328249659,0,2072.70488757147,1035.2032824815,1035.2032824815,0.028423606301927,1005.77907195244,52352.5954062295,0.00411105937981354,8.76485060394722e-06,1030.93842692995,53662.184727135,0.0250147926906736,0.00359757019248878,6.1041965043781e-05,1031.41587518173,53687.0367605982,0.0254894975886894,0.00343441932587032,0.000189969566285008,1031.45130321839,53688.8808531239,0.0255247220605878,0.00335434966087018,0.000425120936428527,1031.29076212817,53680.5244029086,0.0253651034179889,1.17062082956204,1.09507536917005,1.06995628039503,1.05741030523794,0,0
2194,0.125871231419169,0,0,0,2093.17912105418,1045.13987103375,1045.13987103375,0,2093.17912096025,1045.13987101968,1045.13987101968,0.0285767398970307,1015.2731807832,52839.0055905507,0.00409688741007377,8.66306204842549e-06,1040.84899654279,54170.0765746787,0.0251910680235459,0.00358514759516522,6.03330683690087e-05,1041.32983384321,54195.1013318432,0.0256646718865407,0.00342256564268156,0.000187763398876229,1041.36657220487,54197.0133477753,0.0257008575775985,0.00334277693908219,0.000420183893232193,1041.20705063476,54188.7111870424,0.0255437357574555,1.16860135918595,1.09318305804124,1.06810824087598,1.05558466249471,0,0
2195,0.126691458129424,0,0,0,2113.79198057619,1055.14032739027,1055.14032739027,0,2113.79198048856,1055.14032737714,1055.14032737714,0.0287297496914305,1024.82640989501,53329.4940281526,0.00408279900622546,8.56250796441392e-06,1050.82336686272,54682.3129523851,0.0253671809359063,0.00357280510652245,5.96327690531847e-05,1051.30759570101,54707.5110529519,0.0258396793352638,0.00341079039317158,0.000185583987430327,1051.3456477489,54709.4911897256,0.0258768095726641,0.00333128174066616,0.000415306725521261,1051.18715080946,54701.243391363,0.02572215222005,1.16659033172539,1.09129970013167,1.06626925823508,1.05376811817815,0,0
2196,0.127516294800592,0,0,0,2134.54365454443,1065.20470059755,1065.20470059755,0,2134.54365446267,1065.20470058531,1065.20470058531,0.0288826332666961,1034.43878387623,53824.0925526769,0.00406879410798405,8.46317281955858e-06,1060.86158697649,55198.9282817091,0.0255431288077302,0.00356054247003275,5.89409589227134e-05,1061.34920983529,55224.300356202,0.0260145176094646,0.00339909327347645,0.000183430995298718,1061.38857890645,55226.3488143249,0.0260525759960679,0.00331986374088352,0.000410488679931055,1061.23111166401,55218.1554523176,0.0259003511908039,1.16458778229095,1.08942530263021,1.06443933183569,1.05196066797251,0,0
2197,0.128345765359123,0,0,0,2155.43432322145,1075.33303580788,1075.33303580788,0,2155.43432314517,1075.33303579646,1075.33303579646,0.0290353882607,1044.11032360364,54322.8332582256,0.00405487263847448,8.36504128387007e-06,1070.9637020985,55719.9572684177,0.0257189090920715,0.00354835941941536,5.82575312133473e-05,1071.45472145336,55745.5039582052,0.0261891844487724,0.00338747397181794,0.000181304090218872,1071.49541086031,55747.6209412659,0.0262281548583366,0.003308522607931,0.000405729012912168,1071.33897833668,55739.4820907013,0.0260783311087917,1.16259374367181,1.08755987105927,1.06261845956391,1.05016230617478,0,0
2198,0.12917989388123,0,0,0,2176.46415877703,1085.52537417732,1085.52537417732,0,2176.46415870588,1085.52537416668,1085.52537416668,0.029188012366795,1053.84104613136,54825.7484969775,0.0040410345047895,8.26809822677704e-06,1081.12975345402,56245.4349003227,0.0258945193137403,0.00353625567902452,5.75823805496675e-05,1081.62417177297,56271.156857639,0.0263636776566987,0.00337593216884415,0.00017920294425045,1081.66618480343,56273.3425723158,0.0264035442291892,0.00329725800325916,0.000401026990587558,1081.51079197556,56265.2583093901,0.0262560904661787,1.16060824639346,1.08570340931959,1.06080663786953,1.04837302573387,0,0
2199,0.130018704608907,0,0,0,2197.63332521834,1095.78175296551,1095.78175296551,0,2197.63332515196,1095.78175295558,1095.78175295558,0.0293405033329989,1063.63096479039,55332.8708877527,0.00402727959853389,8.17232871470371e-06,1091.35977837866,56775.3964562454,0.026069957067995,0.00352423096422704,5.69154029282112e-05,1091.85759812168,56801.2943442139,0.0265379950995121,0.00336446753796084,0.000177127233722799,1091.9009380383,56803.5490002834,0.0265787422364919,0.00328606958188198,0.000396381888635041,1091.74658983794,56795.519402307,0.0264336278072642,1.15863131877428,1.08385591973396,1.05900386180612,1.04659281828894,0,0
