year,total.factor.productivity,base.case.control.rate,mitigation.policy.control.rate,abatement.cost.bau,capital.stock.bau,gross.output.bau,net.output.bau,abatement.cost.mitigation.policy,capital.stock.mitigation.policy,gross.output.mitigation.policy,net.output.mitigation.policy,damages_bau,net.output_bau,consumption.per.capita_bau,damages_0.1reduction,abatement.cost_0.1reduction,net.output_0.1reduction,consumption.per.capita_0.1reduction,percent.change.consumption.per.capita_0.1reduction,damages_0.2reduction,abatement.cost_0.2reduction,net.output_0.2reduction,consumption.per.capita_0.2reduction,percent.change.consumption.per.capita_0.2reduction,damages_0.3reduction,abatement.cost_0.3reduction,net.output_0.3reduction,consumption.per.capita_0.3reduction,percent.change.consumption.per.capita_0.3reduction,damages_0.4reduction,abatement.cost_0.4reduction,net.output_0.4reduction,consumption.per.capita_0.4reduction,percent.change.consumption.per.capita_0.4reduction,temp.increase_0.1reduction,temp.increase_0.2reduction,temp.increase_0.3reduction,temp.increase_0.4reduction,gross.output_0elasticity,temp.increase_0elasticity
2081,0.0585516058772518,0,0,0,472.441960896282,276.809793434816,276.809793434816,0,472.441749723489,276.809756316158,276.809756316158,0.0114392815685404,273.643288266786,16824.3873412704,0.00585408845684985,3.11855403336005e-05,275.180691955348,16918.9114033079,0.00561827661953741,0.00526763079171038,0.000217188717632879,275.291541679407,16925.726767595,0.00602336502773963,0.00506870147210804,0.00067591609249674,275.219627033396,16921.3052454459,0.00576056067954148,0.00496916403994971,0.00151259008381493,275.015580414721,16908.7598643039,0.00501489423193129,1.39691188660916,1.32509506472937,1.29983351140419,1.28700738665968,0,0
2082,0.0594999257670314,0,0,0,486.095919362314,284.883389852222,284.883389852222,0,486.095721140695,284.883355001042,284.883355001042,0.0115882487649788,281.582090261604,17210.5106749439,0.00585447929143933,3.06698640465165e-05,283.206808611021,17309.8146912982,0.00576996338051095,0.00526453482727237,0.000213597339375284,283.322760990529,17316.9017885758,0.00618175228157343,0.00506481049007027,0.000664739313219214,283.251136281934,17312.5240321257,0.00592738699673362,0.00496493038969767,0.00148757827289365,283.045177311372,17299.9356638167,0.00519595208775119,1.39695851661617,1.32470560594576,1.29933450787577,1.28645901472448,0,0
2083,0.0603580783792417,0,0,0,500.160673193571,292.597974447354,292.597974447354,0,500.160487126854,292.597941792196,292.597941792196,0.011737010548196,289.163748934885,17577.1468137491,0.00585373676901649,3.02198366506842e-05,290.8763406628,17681.248646515,0.00592256717594531,0.00526048553402938,0.00021046316655176,290.997185939259,17688.5943638599,0.0063404801297788,0.00506001768650954,0.00065498540946595,290.925776117511,17684.2536367617,0.00609352724577977,0.00495981930652403,0.00146575062555776,290.717865700557,17671.6155659926,0.00537452143083941,1.39686992582422,1.32419604968818,1.29871958565729,1.28579667995165,0,0
2084,0.0611259104525832,0,0,0,514.516160252632,299.909184785004,299.909184785004,0,514.515985608452,299.909154245205,299.909154245205,0.0118855495247254,296.344599316322,17922.5236938338,0.00585188496894297,2.98328241669952e-05,298.145203596537,18031.4218244218,0.00607604891187207,0.00525550367872339,0.000207767855066335,298.270699473046,18039.0116466267,0.00649952845831434,0.00505434281660304,0.000646597292315365,298.19942048443,18034.7007890464,0.00625900108315601,0.0049538500640576,0.0014469793861026,297.989517242659,18022.0061226589,0.00555069311244961,1.39664896197326,1.32356887224446,1.29799111663666,1.28502270590284,0,0
2085,0.0618033216853691,0,0,0,529.04456488007,306.773921634167,306.773921634167,0,529.044400981552,306.773893122507,306.773893122507,0.012033848702156,303.082250675454,18244.9353834832,0.00584894776891603,2.95065704784851e-05,304.970565143324,18358.6080758734,0.00623036968895694,0.00524960983367488,0.000205495692407856,305.100437519002,18366.426128884,0.00665887507120672,0.00504780545021499,0.00063952606263836,305.029196642335,18362.1375729275,0.00642382047296399,0.00494704175489299,0.00143115512624469,304.817257163986,18349.3792471625,0.00572454007011157,1.39629841234077,1.32282649828248,1.29715142398192,1.28413936872041,0,0
2086,0.0623902649446811,0,0,0,543.630371151579,313.150776312688,313.150776312688,0,543.630217370348,313.150749737619,313.150749737619,0.0121818914845311,309.33600753735,18542.7564439728,0.00584494883543431,2.9239176097415e-05,311.31126977667,18661.1610451969,0.00638549082935796,0.00524282437120686,0.000203633449775354,311.445213817893,18669.1901516474,0.00681849583995898,0.0050404249666553,0.000633730550895575,311.373910107448,18664.9159407437,0.00658799014806503,0.00493941328551099,0.00141818571526294,311.159889250111,18652.0867306458,0.00589611835777128,1.39582100517155,1.32197130216038,1.29620278334517,1.28314889828512,0,0
2087,0.062886756150989,0,0,0,558.160504825213,319.000451955619,319.000451955619,0,558.16036057559,319.00042722311,319.00042722311,0.0123296616676866,315.067284311167,18814.4559053774,0.00583991161513395,2.90290802717671e-05,317.128257221284,18937.5282961664,0.00654137389930115,0.00523516745853795,0.000202170257460442,317.26593876678,18945.7500427447,0.00697836482902405,0.00503222054987652,0.000629176929313177,317.194463601057,18941.4818548979,0.00675150799785727,0.0049309833716229,0.00140799545211128,316.978314845911,18928.5743858422,0.00606546801240163,1.3952194110765,1.32100560919046,1.2951474240251,1.28205347933474,0,0
2088,0.0632928907937102,0,0,0,572.524553772928,324.286173954415,324.286173954415,0,572.524418507115,324.28615096946,324.28615096946,0.0124771434345374,320.240008848148,19058.6107624317,0.00583385932693412,2.88750462361987e-05,322.384970255629,19186.2649700139,0.0066979807276274,0.00522665905311961,0.000201097502128995,322.526027547957,19194.6597862624,0.00713845439872242,0.00502321118408624,0.000625838392211714,322.454265280839,19190.3889610105,0.00691436538693077,0.00492177053391733,0.00140052435004672,322.235941135883,19177.3957222402,0.00623261376651014,1.39449624439964,1.31993169685905,1.29398753009013,1.28085525254513,0,0
2089,0.0636088642194297,0,0,0,586.615056665606,328.974082641854,328.974082641854,0,586.614929869685,328.974061309683,328.974061309683,0.0126243213503152,324.821008106658,19273.9187699385,0.00582681495493591,2.87761493902906e-05,327.047744929983,19406.0467529928,0.00685527342059499,0.00521731889839422,0.000200408744489687,327.191790660533,19414.5940009862,0.00729873528714691,0.00501341564975366,0.000623694899781205,327.11961937007,19410.3115698775,0.00707654740932633,0.00491179309418861,0.00139572756323973,326.899071819832,19397.2249299678,0.00639756561709679,1.39365406455307,1.31875179600437,1.2927252414639,1.27955631557565,0,0
2090,0.0638349936066131,0,0,0,600.327849180253,333.033602314439,333.033602314439,0,600.327730370846,333.03358254148,333.03358254148,0.012771180357766,328.780370114085,19459.2103761643,0.00581880124202255,2.87317682506683e-05,331.086177331375,19595.6819900644,0.00701321437313978,0.00520716651995184,0.000200099656280904,331.232800981095,19604.3600642604,0.00745917667213345,0.00500285251999018,0.000622732981977211,331.160093309591,19600.0567846112,0.00723803308172048,0.00490106917182768,0.00139357494792561,330.93727430795,19586.8690087497,0.00656031925846707,1.39269537731965,1.31746809195414,1.29136265497473,1.27815872408029,0,0
2091,0.0639717401345116,0,0,0,613.562456771405,336.43778142372,336.43778142372,0,613.562345492887,336.437763118346,336.437763118346,0.0129177057723108,332.091777152599,19613.4596698818,0.00580984068411278,2.86550677928022e-05,334.473490866097,19754.1245374838,0.00717185391917503,0.00519622122206473,0.000199565483266501,334.622434915543,19762.9212265555,0.00762035659130597,0.00499154015728454,0.000621070574553162,334.549487121106,19758.6129036079,0.00740069504152994,0.00488961668065679,0.00138985475097692,334.325129986748,19745.3622906475,0.0067251072980401,1.39162263612336,1.31608272562489,1.28990182537077,1.27666449268615,0,0
2092,0.0641499797242448,0,0,0,626.222523007482,339.954237747453,339.954237747453,0,626.222418829635,339.954220781103,339.954220781103,0.0130638832771754,335.513115265939,19773.438754359,0.00579995552502265,2.85484795550449e-05,337.972813111369,19918.4008511828,0.00733115259437803,0.00518450208457989,0.000198823159663138,338.1241535175,19927.3200859773,0.00778222410021476,0.00497949671057461,0.000618760378725212,338.051086525946,19923.0138886434,0.00756444724372408,0.00487745332609054,0.00138468490912848,337.82539731703,19909.712913072,0.00689177843095064,1.39043824326753,1.31459779458458,1.28834476630217,1.27507559594069,0,0
2093,0.0643660556045846,0,0,0,638.390203011174,343.585283066872,343.585283066872,0,638.390105518514,343.585267325538,343.585267325538,0.0132096989184949,339.046624924733,19939.2403985054,0.00578916775189455,2.8412351655804e-05,341.586448160229,20088.6067167028,0.00749107364233598,0.00517202796015096,0.000197875109908222,341.740263400504,20097.6525494212,0.00794474351829704,0.00496674011263844,0.000615809939619446,341.667201026932,20093.3557709735,0.00772924993068736,0.00486459660260676,0.00137808230714308,341.44039046657,20080.0171032048,0.00706028423780555,1.38914455114104,1.31301535408019,1.28669345127196,1.27339396922905,0,0
2094,0.0646168974465624,0,0,0,650.139944984769,347.333367356643,347.333367356643,0,650.139853778281,347.333352738687,347.333352738687,0.013355139100396,342.694681921386,20110.9643501581,0.00577749909115484,2.82471193011167e-05,345.316837975347,20264.8450191726,0.00765158081607642,0.00515881747179173,0.00019672436495264,345.473208976467,20274.0216180369,0.0081078791170693,0.00495328807778815,0.000612228689901161,345.400277676642,20269.7416602547,0.0078950619837053,0.00485106379151123,0.00137006805378874,345.172560684045,20256.3781370907,0.00723057255737519,1.38774386339301,1.3113374180319,1.28494981455673,1.27162150966279,0,0
2095,0.0648999220311746,0,0,0,661.539291304753,351.201102080966,351.201102080966,0,661.539206002964,351.20108849534,351.20108849534,0.0135001905800634,346.459820270945,20288.7185976472,0.00576497100496474,2.80533028386068e-05,349.166585559684,20447.2270192302,0.00781263837931397,0.00514488901073445,0.000195374548707727,349.325595633487,20456.5386636197,0.00827159513129478,0.00493915809985114,0.00060802790759629,349.252924241702,20452.2830203048,0.00806184096202963,0.00483687195898139,0.0013606673874499,349.024519432309,20438.9076138853,0.00740258757670309,1.38623843607617,1.3095659599952,1.28311575209866,1.26976007694123,0,0
2096,0.0652129524072529,0,0,0,672.64960463209,355.19126680191,355.19126680191,0,672.649524871642,355.191254166707,355.191254166707,0.013644840462793,350.344738632621,20472.6196517577,0.0057516046881312,2.78315051670311e-05,353.138461539012,20635.8726427921,0.00797421110787843,0.00513026073457701,0.000193829860004303,353.300196319053,20645.3237184645,0.0084358557744209,0.00492436745042388,0.000603220659945852,353.227915778629,20641.0999586955,0.00822954315586671,0.00482203795437469,0.00134990955048284,352.999044949025,20627.7257448793,0.00757626995274385,1.38463047875973,1.30770291409237,1.28119312236991,1.26781149418656,0,0
2097,0.0655541534704287,0,0,0,683.526722865302,359.306815321383,359.306815321383,0,683.526648301154,359.306803562629,359.306803562629,0.0137890761970368,354.352306266802,20662.7927968367,0.00573742106544715,2.7582408749607e-05,357.235410282753,20830.9107400242,0.00813626429110942,0.00511495056570402,0.000192095051792275,357.399957661795,20840.5057344359,0.00860062525654518,0.00490893317738413,0.000597821738672752,357.328200749739,20836.3214856549,0.00839812364787258,0.00480657840878793,0.0013378276443533,357.099088350387,20822.9616120171,0.00775155695337113,1.38292215561194,1.30575017591473,1.27918374721071,1.26577754875385,0,0
2098,0.0659219804641505,0,0,0,694.221549949476,363.550883396529,363.550883396529,0,694.221480254817,363.550872447191,363.550872447191,0.0139328855694428,358.485570539495,20859.3724275703,0.00572244078943263,2.73067722935901e-05,361.460557591156,21032.4794309691,0.00829876373317892,0.00509897618996711,0.000190175408015871,361.628007660664,21042.2229287551,0.00876586780449679,0.0048928721036482,0.000591847588014862,361.556908707443,21038.085859745,0.00856753638179935,0.00479050973385482,0.00132445846858629,361.32778130459,21024.7535132791,0.00792838261472337,1.38111558645329,1.3037096033968,1.27708941264217,1.26365999301695,0,0
2099,0.0663151372533113,0,0,0,704.780589301765,367.926796539045,367.926796539045,0,704.780524167717,367.926786338184,367.926786338184,0.0140762566998943,362.747764504192,21062.502385504,0.00570668423845013,2.70054270847897e-05,365.817218468056,21240.7264512661,0.0084616757543894,0.00508235505561122,0.000188076718085729,365.987663460171,21250.6231299071,0.00893154768412651,0.00487620082616059,0.000585316225279245,365.917358066065,21246.5409337478,0.00873773423857196,0.00477384812076923,0.00130984234297934,365.688443795583,21233.249308437,0.00810667791546728,1.37921284778071,1.30158301766365,1.27491186965487,1.26146054513135,0,0
2100,0.0667325423083114,0,0,0,715.246425610178,372.438078315801,372.438078315801,0,715.246364745346,372.438068807868,372.438068807868,0.0142191780365509,367.142314972638,21272.3363189189,0.00569017151516949,2.66792730092862e-05,370.308905394234,21455.8095217762,0.00862496719244101,0.00506510437243351,0.000185805249172521,370.48243962692,21465.8641474895,0.00909762922460019,0.0048589357151038,0.000578247154616753,370.413064376351,21461.8445245745,0.00890866911910366,0.0047566095395225,0.00129402291464412,370.184592391976,21448.6067889802,0.00828637096643285,1.37721597376368,1.2993722038525,1.27265283497423,1.25918088977484,0,0
2101,0.0671733008689523,0,0,0,725.658160278636,377.088459654902,377.088459654902,0,725.658103408542,377.088450789134,377.088450789134,0.0143625754361668,371.672498207001,21489.0176637063,0.00567351140390743,2.63542515564789e-05,374.939106094643,21677.8833853742,0.00878894161769092,0.00504779664307327,0.000183541668301923,375.115782349132,21688.0982900867,0.00926429627896095,0.0048416369822715,0.000571202632443685,375.04734030223,21684.1411709512,0.00908015016314154,0.00473934802920066,0.0012782584218284,374.819289707474,21670.9559520217,0.00846657074616502,1.37519833768411,1.29715029238112,1.27038537227508,1.25689405933842,0,0
2102,0.067620601304632,0,0,0,736.051805374851,381.785392456445,381.785392456445,0,736.051752241298,381.785384188434,381.785384188434,0.0145064376734222,376.247046456153,21707.697072316,0.00565671183376313,2.60333605618025e-05,379.6158033522,21902.058609233,0.00895357698559263,0.00503043723729284,0.000181306853612546,379.795624693316,21912.4334606421,0.00943151121208088,0.00482430930006855,0.000564247633911711,379.728120132631,21908.5387628148,0.00925209568890126,0.00472206793754674,0.0012626942683348,379.500497668914,21895.4060099181,0.00864711429207352,1.37316081041311,1.29491791725613,1.26811005043839,1.25460059216028,0,0
2103,0.0680740628369718,0,0,0,746.439411177784,386.529147842341,386.529147842341,0,746.439361538623,386.529140130938,386.529140130938,0.0146507536332609,380.866204525229,21928.3897329656,0.00563978050842722,2.57165451335284e-05,384.339268094125,22128.3515321519,0.00911885467293067,0.00501303135891438,0.000179100422816187,384.522237569263,22138.8860083338,0.00959925821875507,0.00480695719166831,0.000557380969296283,384.455674784245,22135.0536528393,0.00942449137352858,0.00470477347085547,0.00124732779175364,384.228487213433,22121.9733177083,0.00882798906349811,1.37110423970696,1.29267569520412,1.26582742263289,1.25230101158567,0,0
2104,0.068533349424827,0,0,0,756.831882585321,391.319997291575,391.319997291575,0,756.831836213567,391.319990098619,391.319990098619,0.0147955123114466,385.530217453932,22151.1110185246,0.00562272491187788,2.54037511280769e-05,389.109771598465,22356.7786877828,0.00928475637570621,0.00499558405032322,0.000176921998835055,389.295892238428,22367.472477198,0.00976752175060191,0.00478958503511854,0.000550601465088258,389.230275524778,22363.7023885177,0.00959732312367298,0.00468746869789764,0.00123215636596267,389.003529627618,22350.6744251738,0.00900918272145774,1.36902945084926,1.29042422615242,1.26353802674851,1.24999582637938,0,0
2105,0.0689981642431745,0,0,0,767.239093730935,396.158211494489,396.158211494489,0,767.239050413907,396.158204784561,396.158204784561,0.0149407028150758,390.239329388798,22375.8764239529,0.00560555231393896,2.50949251651272e-05,393.927584354689,22587.3567415981,0.00945126410417903,0.00497810019683763,0.000174771209907004,394.116859173932,22598.2095430627,0.00993628651219521,0.00477219706732509,0.000543907964321378,394.052192833035,22594.501649102,0.00977057707179066,0.00467015755372732,0.0012171774018599,393.825895408015,22581.5260138034,0.00919068312472244,1.36693724727204,1.28816409369273,1.26124238581449,1.24768553112384,0,0
2106,0.0694682450605058,0,0,0,777.669990886629,401.044060300927,401.044060300927,0,777.66995042512,401.044054041132,401.044054041132,0.0150863143630482,394.993783533794,22602.7015662375,0.00558826977570221,2.47900146156983e-05,398.792976011906,22820.1024908982,0.00961836017803328,0.00496058453094992,0.000172647689502523,398.985408008769,22831.1140135555,0.010105537457487,0.00475479738791801,0.000537299326313945,398.921696347146,22827.4682456119,0.00994423957311802,0.00465284384337615,0.00120238834678556,398.69585420938,22814.5448968053,0.00937247832729305,1.36482841115678,1.28589586552851,1.25894100840323,1.24537060660353,0,0
2107,0.0699433602045174,0,0,0,788.13268506417,405.977812643148,405.977812643148,0,788.132647271657,405.977806802917,405.977806802917,0.0152323362864931,399.793822076113,22831.602182953,0.00557088415481582,2.44889675900219e-05,403.706215301991,23055.032863429,0.00978602722163589,0.00494304163644377,0.000170551076240272,403.901807458905,23066.2028267205,0.010275259786305,0.00473738996300435,0.000530774426405965,403.839054787691,23062.6191194545,0.0101182972027213,0.00463553124543907,0.00118778668393383,403.613674767856,23049.7480177297,0.00955455657595338,1.36270370401588,1.28362009390678,1.25663438902018,1.24305152017647,0,0
2108,0.0704233050480911,0,0,0,798.634535339246,410.959736532289,410.959736532289,0,798.634500041133,410.959731083199,410.959731083199,0.0153787580291525,404.639686184435,23062.5941349685,0.00555340211064151,2.41917329268211e-05,408.667570035852,23292.1649201873,0.00995424815938972,0.00492547595239211,0.000168481013812428,408.866325319551,23303.4930538247,0.010445438940929,0.0047199786288117,0.000524332155726795,408.804535953982,23299.9713452316,0.01029273675259,0.00461822331555525,0.00117336993183289,408.57962489724,23287.1524532761,0.00973690630782518,1.36056386725523,1.2813373160351,1.25432300848063,1.24072872613305,0,0
2109,0.0709078989172204,0,0,0,809.182223842425,415.990098973769,415.990098973769,0,809.182190875324,415.990093889381,415.990093889381,0.0155255691477227,409.531615927384,23295.6934046419,0.00553583010928271,2.38982601814573e-05,413.677307019088,23531.5158536707,0.010123006211173,0.00490789177704003,0.00016643715090212,413.879228380809,23543.0018976086,0.0106160606027449,0.00470256709522662,0.000517971420938214,413.818406639733,23539.5421289916,0.0104675452288147,0.00460092348978816,0.00115913564376994,413.593971404705,23526.7754115489,0.00991951614803296,1.35840962271851,1.27904805448428,1.25200733427386,1.23840266604312,0,0
2110,0.0713969823964392,0,0,0,819.781823232412,421.069166005224,421.069166005224,0,819.781792443455,421.069161260933,421.069161260933,0.0156727593121513,414.469850312656,23530.9161008684,0.00551817442848648,2.36084996161813e-05,418.735692089506,23773.1029930511,0.0102922848878683,0.00489029327157683,0.000164419141115544,418.940782465215,23784.7466974611,0.0107871106889606,0.00468515894923149,0.000511691144023148,418.880932670603,23781.3488134061,0.0106427098487859,0.00458363508790822,0.00114508140731841,418.656980128299,23768.6342372323,0.0101023749073284,1.35624167321394,1.27675281757757,1.24968782091522,1.2360737690915,0,0
2111,0.0718904149299911,0,0,0,830.43885743032,426.197202560704,426.197202560704,0,830.438828676515,426.197198133602,426.197198133602,0.0158203183058932,419.454627155112,23768.2784544679,0.00550044116242184,2.33224021878854e-05,423.842989981861,24016.9437995919,0.0104620679869753,0.00487268446380105,0.000162426642896659,424.051252292447,24028.7449248367,0.010958575349402,0.00466775765824354,0.00050549026202019,423.992378768935,24025.4088731881,0.0108182180385009,0.00456636131658168,0.00113120484374388,423.768915801769,24012.7464070141,0.0102854715798874,1.35406070302404,1.27445209976694,1.24736491028669,1.23374245240267,0,0
2112,0.0723880727380825,0,0,0,841.158356250643,431.37447252071,431.37447252071,0,841.158329398256,431.374468389466,431.374468389466,0.015968236026124,424.486183127855,24007.7968239351,0.00548263622633725,2.30399195388774e-05,428.999464377413,24263.0558725342,0.0106323395883037,0.00485506925168243,0.000160459319462937,429.21090152892,24275.0141891441,0.0111304409633564,0.00465036657335945,0.000499367726823649,429.153008603347,24271.739920982,0.0109940574298657,0.00454910527246885,0.00111750360755658,428.930042104108,24259.1295354735,0.010468795341013,1.35186737839889,1.27214638199677,1.24503903196639,1.231409121355,0,0
2113,0.0728898469521102,0,0,0,851.944904580134,436.601238603177,436.601238603177,0,851.944879504113,436.60123474792,436.60123474792,0.0161165024839123,429.56475365675,24249.487692368,0.00546476536109999,2.27610039854493e-05,434.205377795313,24511.456946072,0.0108030840497487,0.00483745140682422,0.000158516838725746,434.419992679148,24523.5722347214,0.0113026941364883,0.00463298893250875,0.000493322504935782,434.363084680123,24520.3597043399,0.0111702158580907,0.00453186994523488,0.00110397538595695,434.140621551003,24507.8013720612,0.010652335544991,1.34966234803376,1.26983613205592,1.24271060354758,1.22907416988492,0,0
2114,0.073395641988368,0,0,0,862.80268661482,441.877762390552,441.877762390552,0,862.802663198244,441.877758792766,441.877758792766,0.0162651078043509,434.690572948924,24493.3676719598,0.00544683413762044,2.24856085086105e-05,439.460991619334,24762.1648939719,0.0109742860031388,0.0048198345778295,0.000156598873225816,439.678787112514,24774.436945458,0.0114753216977999,0.00461562786351929,0.00048735357726594,439.622868369977,24771.2861103446,0.011346681359093,0.00451465822047624,0.00109061789838618,439.400915521568,24758.7798057219,0.0108360817228879,1.34744624353138,1.26752180491823,1.24038003094741,1.22673798078159,0,0
2115,0.0739053740909905,0,0,0,873.735525679259,447.20430424517,447.20430424517,0,873.735503812828,447.204300887599,447.204300887599,0.0164140422266469,439.863873911352,24739.4535023207,0.00542884796116383,2.22136867433871e-05,444.76656601352,25015.1977279587,0.0111459303501628,0.00480222229357455,0.000154705100058714,444.987544978906,25027.6263431813,0.0116483106966579,0.00459828638709763,0.000481459938898656,444.932619823711,25024.5371639973,0.0115234421669759,0.00449747288256552,0.00107742889600718,444.711184174048,25012.082863284,0.0110200235804626,1.34521967984958,1.26520384307227,1.23804770870615,1.22440092597231,0,0
2116,0.0744189700515376,0,0,0,884.746920045271,452.581123283377,452.581123283377,0,884.746899626817,452.581120149936,452.581120149936,0.0165632961041738,445.084888127275,24987.7620526894,0.0054108120755525,2.19451929691454e-05,450.122359896264,25270.5736000333,0.0113180022583653,0.00478461796639268,0.000152835200807454,450.346525182806,25283.1585899757,0.01182164839986,0.00458096741972735,0.000475640598883899,450.29259794631,25280.1310305378,0.0117004867115286,0.00448031661741752,0.00106440616123524,450.071686419919,25267.7287117815,0.0112041509960648,1.34298325573485,1.26288267684066,1.23571402027699,1.22206336679916,0,0
2117,0.0749363660637749,0,0,0,895.840075163087,458.0084773203,458.0084773203,0,895.840056097121,458.008474395992,458.008474395992,0.0167128599044824,450.353845803781,25238.3103201035,0.00539273156726132,2.16800820996851e-05,455.528630885191,25528.3108007065,0.0114904871572143,0.00476702489517133,0.000150988861473497,455.755985328179,25541.0519864169,0.0119953222887588,0.00456367377648794,0.000469894580022364,455.703060341847,25538.0860136797,0.0118778036157757,0.00446319201517921,0.00105154750725755,455.482679868811,25525.7356566908,0.0113884540185869,1.34073755414216,1.26055872468935,1.23337933830701,1.21972565428723,0,0
2118,0.0754575067246216,0,0,0,907.017932657244,463.486622879702,463.486622879702,0,907.017914854527,463.486620150543,463.486620150543,0.0168627242092748,455.670975783393,25491.1154347785,0.00537461136940919,2.14183096743318e-05,460.985635306785,25788.4277645235,0.0116633707342331,0.00474944626836545,0.000149165772414723,461.216181728123,25801.3249770995,0.0121693200564203,0.00454640817379698,0.000464220918672408,461.164263323131,25798.4205611389,0.0120553816935412,0.00444610157284601,0.00103885077760111,460.944420838137,25786.1221474583,0.011572922865402,1.33848314264185,1.25823239352745,1.23104402490961,1.21738812940464,0,0
2119,0.0759823441273476,0,0,0,918.283196425054,469.015815110835,469.015815110835,0,918.283179802194,469.015812563782,469.015812563782,0.0170128797143402,461.036505464231,25746.1946580058,0.0053564562656492,2.11598318479856e-05,466.493628113514,26050.943068025,0.0118366389312017,0.00473188516692991,0.000147365628276121,466.727369321991,26063.9961485983,0.0123436296048399,0.00452917323207802,0.000458618664534367,466.676461828842,26061.1532625955,0.0122332099470777,0.00442904769680685,0.00102631384565011,466.457164270275,26048.9067754649,0.0117575479203883,1.33622057381372,1.2559040789978,1.2287084319287,1.21505112331496,0,0
2120,0.0765108370712827,0,0,0,929.638356106932,474.596307799857,474.596307799857,0,929.638340586007,474.596305422747,474.596305422747,0.0171633172294537,466.450660813161,26003.5653858387,0.00533827089396028,2.09046053825201e-05,472.052862895017,26315.8754335644,0.0120102779404161,0.00471434456717345,0.000145588127929888,472.289801686605,26329.0842332877,0.0125182390421857,0.00451197147835668,0.000453086880464128,472.23990943475,26326.3028535141,0.0124112775646986,0.00441203270532037,0.00101393461422874,472.021163743756,26314.1082778462,0.011942319731919,1.33395038562913,1.25357416575878,1.22637290119505,1.212714957622,0,0
2121,0.0770429503514418,0,0,0,941.085708212208,480.228353333333,480.228353333333,0,941.085693720411,480.228351114819,480.228351114819,0.0173140276782391,471.913666331845,26263.2451501566,0.0053200597503429,2.06525876377023e-05,477.663591841638,26583.2437304746,0.012184274201014,0.00469682734353689,0.000143832974412194,477.903730999798,26596.6081105104,0.0126931366800925,0.00449480534878719,0.000447624642276338,477.854858317259,26593.8882163131,0.0125895739184569,0.00439505883092442,0.00100171101516074,477.636671436829,26581.7455386622,0.0121272290109092,1.33167310182128,1.25124302775772,1.22403776477514,1.21037994460754,0,0
2122,0.0775786541140006,0,0,0,952.62737512432,485.912202585284,485.912202585284,0,952.62736159363,485.91220051478,485.91220051478,0.0174650020979964,477.42574494769,26525.251615592,0.00530182719242151,2.0403736561405e-05,483.326065631914,26853.066972049,0.0123586143953566,0.00467933627129789,0.000142099874855015,483.569407927882,26866.5868035569,0.0128683110309973,0.00447767719111165,0.000442231038532256,483.5215591409,26863.9283773459,0.0127680885618729,0.00437812822278093,0.000989641008794733,483.303938015,26851.8375858826,0.012312266628926,1.32938923224433,1.24891102849614,1.22170334521269,1.20804638746213,0,0
2123,0.0781179233049883,0,0,0,964.265322180651,491.648104951453,491.648104951453,0,964.265309547519,491.648103019084,491.648103019084,0.0176162316394953,482.987118049509,26789.6025844976,0.00528357744295611,2.01580106817057e-05,489.040533466508,27125.3643206597,0.0125332854454687,0.00466187402920462,0.000140388540431106,489.287081659612,27139.039484788,0.0130437508054969,0.00446058926705405,0.00043690517036852,489.240261092284,27136.4425120229,0.0129468112276518,0.00436124294895827,0.000977722583620957,489.023212664959,27124.4035965067,0.0124974236162365,1.32709927322163,1.24657852128732,1.21936995576323,1.20571458050932,0,0
2124,0.0786607371603164,0,0,0,976.001373051905,497.436308261363,497.436308261363,0,976.001361256965,497.436306457913,497.436306457913,0.0177677075667337,488.5980054031,27056.3159952705,0.0052653145932657,1.99153690977037e-05,494.807242980573,27400.1550861551,0.0127082745095334,0.00464444320204057,0.000138698686290049,495.056999818542,27413.9854740309,0.0132194449097541,0.00444354375465116,0.000431646151298096,495.011211792475,27411.4499432093,0.0131257318254586,0.00434440499865307,0.000965953755825878,494.794743006992,27399.4628949643,0.0126826911599437,1.32480370788351,1.24424584950625,1.21703790062199,1.20338480942341,0,0
2125,0.0792070787689532,0,0,0,987.837223564215,503.277058806119,503.277058806119,0,987.83721255201,503.277057122991,503.277057122991,0.0179194212566652,494.258625180557,27325.4099269733,0.00524704260656568,1.96757714717737e-05,500.62644027126,27677.4587306317,0.0128835689784419,0.00462704628312261,0.000137030031504308,500.879408490566,27691.4442433549,0.0133953824429273,0.00442654275052218,0.000426453107042404,500.834657324526,27688.9701460009,0.0133048404396924,0.00432761628435323,0.000954332568916484,500.618775122481,27677.0349578903,0.0128680606020806,1.32250300649509,1.24191334683257,1.21470747514538,1.20105735144125,0,0
2126,0.079756934669228,0,0,0,999.77445414514,509.17060127249,509.17060127249,0,999.774443863867,509.170599701659,509.170599701659,0.0180713641988935,499.969193897525,27596.902598877,0.00522876532122189,1.94391780209005e-05,506.49836983201,27957.2948680691,0.0130591564723936,0.00460968567673438,0.000135382299008868,506.754552158202,27971.4354167064,0.0135715526946395,0.00440958827207907,0.000421325175343486,506.710842167771,27969.0227473595,0.013484127327307,0.00431087864394405,0.000942857093299957,506.495553488231,27957.1394137613,0.0130535234377723,1.32019762677435,1.23958133748649,1.21237896606618,1.19873247556798,0,0
