Year,Capital...trill.,Gross.Output...trill.,Output.per.capita...thous.cap.,Investment...trill.,Net.Output...trill.,Population..million.,Consumption,Per.capita.consumption...thousand.,per.capita.consumption.growth,ramsey.discount.rate_0.01prtp,ramsey.discount.factor_0.01prtp,marginal_damages,net.present.value_marginal.damages_0.01prtp,ramsey.discount.rate_0prtp,ramsey.discount.factor_0prtp,net.present.value_marginal.damages_0prtp,ramsey.discount.rate_0.03prtp,ramsey.discount.factor_0.03prtp,net.present.value_marginal.damages_0.03prtp,npv_marginal.damages_0.03constant.discount.rate,npv_marginal.damages_0.025constant.discount.rate,npv_marginal.damages_0.05constant.discount.rate,base.emissions,emissions_additional.ton.carbon,temp.increase_0.5climate.sensitivity,damages_0.5climate.sensitivity,damages_0.5climate.sensitivity_dollars,temp.increase_additional.ton.carbon_0.5climate.sensitivity,damages_additional.ton.carbon_0.5climate.sensitivity,damages_additional.ton.carbon_0.5climate.sensitivity_dollars,marginal.damages_additional.ton.carbon_0.5climate.sensitivity_dollars,discount.factor_0.03discount.rate,discount.factor_0.025discount.rate,discount.factor_0.05discount.rate,net.present.value_marginal.damages_additional.ton.carbon_0.5climate.sensitivity_0.03discount.rate_dollars,net.present.value_marginal.damages_additional.ton.CO2_0.5climate.sensitivity_0.03discount.rate_dollars,net.present.value_marginal.damages_additional.ton.carbon_0.5climate.sensitivity_0.025discount.rate_dollars,net.present.value_marginal.damages_additional.ton.CO2_0.5climate.sensitivity_0.025discount.rate_dollars,net.present.value_marginal.damages_additional.ton.carbon_0.5climate.sensitivity_0.05discount.rate_dollars,net.present.value_marginal.damages_additional.ton.CO2_0.5climate.sensitivity_0.05discount.rate_dollars,net.present.value_marginal.damages_additional.ton.carbon_0.5climate.sensitivity_0.01prtp_dollars,net.present.value_marginal.damages_additional.ton.CO2_0.5climate.sensitivity_0.01prtp_dollars,net.present.value_marginal.damages_additional.ton.carbon_0.5climate.sensitivity_0prtp_dollars,net.present.value_marginal.damages_additional.ton.CO2_0.5climate.sensitivity_0prtp_dollars,net.present.value_marginal.damages_additional.ton.carbon_0.5climate.sensitivity_0.03prtp_dollars,net.present.value_marginal.damages_additional.ton.CO2_0.5climate.sensitivity_0.03prtp_dollars,temp.increase_1.2climate.sensitivity,damages_1.2climate.sensitivity,damages_1.2climate.sensitivity_dollars,temp.increase_additional.ton.carbon_1.2climate.sensitivity,damages_additional.ton.carbon_1.2climate.sensitivity,damages_additional.ton.carbon_1.2climate.sensitivity_dollars,marginal.damages_additional.ton.carbon_1.2climate.sensitivity_dollars,net.present.value_marginal.damages_additional.ton.carbon_1.2climate.sensitivity_0.03discount.rate_dollars,net.present.value_marginal.damages_additional.ton.CO2_1.2climate.sensitivity_0.03discount.rate_dollars,net.present.value_marginal.damages_additional.ton.carbon_1.2climate.sensitivity_0.025discount.rate_dollars,net.present.value_marginal.damages_additional.ton.CO2_1.2climate.sensitivity_0.025discount.rate_dollars,net.present.value_marginal.damages_additional.ton.carbon_1.2climate.sensitivity_0.05discount.rate_dollars,net.present.value_marginal.damages_additional.ton.CO2_1.2climate.sensitivity_0.05discount.rate_dollars,net.present.value_marginal.damages_additional.ton.carbon_1.2climate.sensitivity_0.01prtp_dollars,net.present.value_marginal.damages_additional.ton.CO2_1.2climate.sensitivity_0.01prtp_dollars,net.present.value_marginal.damages_additional.ton.carbon_1.2climate.sensitivity_0prtp_dollars,net.present.value_marginal.damages_additional.ton.CO2_1.2climate.sensitivity_0prtp_dollars,net.present.value_marginal.damages_additional.ton.carbon_1.2climate.sensitivity_0.03prtp_dollars,net.present.value_marginal.damages_additional.ton.CO2_1.2climate.sensitivity_0.03prtp_dollars
2053,267.697578593289,144.893601967571,13.6743734742706,31.6268658713022,143.758481233192,10595.9956586091,112.13161536189,10.5824519917375,0.0122591819779532,0.0222591819779532,0.411772060933063,0.554707794849078,0.22841317190064,0.0122591819779532,0.62877032487832,0.348783800379791,0.0422591819779532,0.178783805954303,0.0991727707556371,0.155619353362311,0.191839510169082,0.0680650877413842,11426.0340475777,11426.0340475777,1.16558591248016,0.00407577155811661,590553221852.494,1.16558591248107,0.00407577155812295,590553221853.414,0.9197998046875,0.280542935951803,0.345838857774258,0.122704401080037,0.258043337694927,0.07037545573498,0.31810251383411,0.0867552310456664,0.112863484147715,0.030780950222104,0.378747861222001,0.103294871242364,0.578342822016375,0.15772986054992,0.164445309798056,0.0448487208540153,2.21650384446703,0.0147386678776113,2135538676990.84,2.21650384446921,0.0147386678776403,2135538676995.04,4.200927734375,1.17854060032292,0.321420163724433,1.45284404924845,0.396230195249577,0.515472321627,0.140583360443727,1.72982467101446,0.471770364822125,2.64141869633331,0.720386917181813,0.751057848890551,0.204833958788332
2054,272.554686605262,147.475901102377,13.8354942864575,32.1845429045652,146.293376838933,10659.243395932,114.108833934367,10.7051532361027,0.0115947839367475,0.0215947839367475,0.403067896790043,0.575115712629006,0.23181068070028,0.0115947839367475,0.621563431190681,0.357470895673358,0.0415947839367475,0.171644298446449,0.0987153330197352,0.156645291779568,0.194046205993798,0.0672087895903437,11522.7790526091,11522.7790526091,1.17503656150092,0.00414213276259174,610864761648.895,1.17503656150184,0.00414213276259818,610864761649.846,0.9503173828125,0.272371782477479,0.337403763682203,0.11686133436194,0.258839639475973,0.0705926289479927,0.320640661653558,0.0874474531782431,0.111055357422815,0.0302878247516769,0.383042428773253,0.10446611693816,0.590682533181085,0.161095236322114,0.163116560474317,0.0444863346748137,2.24798695280604,0.0151603360199585,2235784215558.21,2.24798695280823,0.0151603360199881,2235784215562.57,4.36572265625,1.18909966168513,0.324299907732307,1.47301125541141,0.401730342384931,0.510184175063527,0.139141138653689,1.75968264902333,0.479913449733635,2.71357355384564,0.740065514685175,0.749351402543798,0.204368564330127
2055,277.483760849301,149.953477813506,13.9892706824857,32.7190911245434,148.723141475197,10719.1776624384,116.004050350654,10.8221035235893,0.0109246719694017,0.0209246719694017,0.39480669618113,0.595220842311309,0.234997174251077,0.0109246719694017,0.614846435570517,0.365969413272389,0.0409246719694017,0.164895984376758,0.0981495267144865,0.157399380376775,0.195931465773586,0.066246001783369,11619.8665513349,11619.8665513349,1.18452074045439,0.00420926815369985,631194398696.928,1.18452074045531,0.00420926815370639,631194398697.908,0.9801025390625,0.264438623764543,0.329174403592393,0.111296508916133,0.259176966577822,0.0706846272484968,0.322624668755288,0.0879885460241695,0.109081990977494,0.029749633902953,0.386951045366002,0.105532103281637,0.602612552636191,0.164348877991689,0.161614972968871,0.0440768108096921,2.2794171761549,0.01558722798885,2337359046400.08,2.27941717615711,0.0155872279888802,2337359046404.61,4.5302734375,1.19797927308956,0.326721619933518,1.49125005689952,0.406704560972597,0.50420361802924,0.137510077644338,1.7885822886565,0.487795169633592,2.78542247520667,0.759660675056364,0.747023897972443,0.203733790356121
2056,282.454475888914,152.318591316046,14.1353347175034,33.2288311817043,151.04014173502,10775.7328963306,117.811310553315,10.9330206758774,0.0102491305915093,0.0202491305915093,0.386970872449784,0.615083741515512,0.238019492083935,0.0102491305915093,0.608608725266132,0.374345331855679,0.0402491305915093,0.158515858872186,0.0975005275646492,0.157914464180882,0.197531535388045,0.0651968315445236,11717.2299445242,11717.2299445242,1.19403817919842,0.00427718152015042,651494263952.337,1.19403817919934,0.00427718152015705,651494263953.346,1.009765625,0.256736527926741,0.321145759602335,0.105996675158222,0.259243720582275,0.070702832886075,0.324281948660951,0.0884405314529867,0.107031798939064,0.0291904906197447,0.390749884876051,0.106568150420741,0.614552169848809,0.167605137231493,0.160063865306485,0.0436537814472232,2.31079588673051,0.0160193328903919,2440042219687.29,2.31079588673273,0.0160193328904227,2440042219691.99,4.693359375,1.20495679024992,0.328624579159068,1.50725246157111,0.411068853155758,0.497480489072671,0.135676497019819,1.81619337206412,0.495325465108397,2.8564194664346,0.7790234908458,0.743971892323953,0.20290142517926
2057,287.437859481727,154.563718662811,14.2733313022774,33.7121328270212,153.236967395551,10828.8468465767,119.52483456853,11.0376327472315,0.00956845088429373,0.0195684508842937,0.379543788466734,0.634825525480665,0.240944084956316,0.00956845088429373,0.602840475782543,0.382698521819666,0.0395684508842937,0.152482367791507,0.0967996992597796,0.158235826457451,0.198899049361404,0.0640851381014492,11814.8001853273,11814.8001853273,1.20358859572503,0.00434587652327804,671714836287.262,1.20358859572596,0.00434587652328476,671714836288.301,1.0386962890625,0.249258764977418,0.3133129361974,0.100949214436402,0.258904154198346,0.0706102238722762,0.325436984143515,0.0887555411300495,0.104855574418865,0.0285969748415087,0.394230724617119,0.107517470350123,0.626168165091999,0.170773135934182,0.158382869572502,0.0431953280652278,2.34212439765719,0.0164566400823031,2543599487816.23,2.34212439765942,0.0164566400823345,2543599487821.09,4.85302734375,1.20965960210476,0.32990716421039,1.52051624651658,0.414686249049976,0.489909297989941,0.133611626724529,1.84193638357952,0.502346286430779,2.92560131289194,0.797891267152347,0.740001100331929,0.201818481908708
2058,292.406206360576,156.681597004829,14.4029198103728,34.1674241198545,155.306473272066,10878.4606918376,121.139049152211,11.1356792641725,0.00888292980807798,0.018882929808078,0.372509713690293,0.654082848489617,0.243652214620598,0.00888292980807798,0.597532635324916,0.390835848178828,0.038882929808078,0.146775313576167,0.0960032151918559,0.158287265055761,0.199934261245503,0.0628849045060486,11912.5058040566,11912.5058040566,1.21317169489283,0.00441535668386739,691805136574.289,1.21317169489376,0.0044153566838742,691805136575.356,1.06689453125,0.241998800948949,0.305671157265756,0.0961421089870495,0.258187197301492,0.0704146901731341,0.326118886047693,0.0889415143766436,0.102573490301125,0.0279745882639431,0.397428576373676,0.108389611738275,0.637504300871553,0.173864809328605,0.156593779376916,0.0427073943755226,2.37340396038843,0.0168991390775624,2647784098679.19,2.37340396039067,0.0168991390775944,2647784098684.2,5.01171875,1.21282992819337,0.330771798598191,1.53193787020299,0.417801237328087,0.481837210274939,0.131410148256802,1.86691391665877,0.509158340906938,2.99466551219479,0.816726957871307,0.735596591086804,0.200617252114583
2059,297.333009844373,158.665265150463,14.5237756391801,34.5932004708393,157.241820321997,10924.5191534382,122.648619851158,11.226912427771,0.00819286919407145,0.0181928691940714,0.36585378366001,0.672674037683795,0.246100341856472,0.00819286919407145,0.592676910919407,0.398678370710116,0.0381928691940714,0.141375767385212,0.0950998082776553,0.158044961698026,0.20060200152335,0.0615926672797658,12010.2729294743,12010.2729294743,1.22278716694743,0.00448562536695397,711712938213.395,1.22278716694837,0.00448562536696087,711712938214.49,1.094482421875,0.234950292183446,0.298215763186103,0.0915639133209995,0.257148964809177,0.0701315358570483,0.326391910733228,0.0890159756545166,0.10021509360792,0.0273313891657964,0.40042053519234,0.109205600507002,0.648674460852466,0.176911216596127,0.154733292282203,0.0421999888042372,2.40463576161273,0.0173468194380805,2752337705660.24,2.40463576161498,0.017346819438113,2752337705665.41,5.16748046875,1.21410104598506,0.331118467086835,1.54102413173756,0.420279308655699,0.473154733728583,0.129042200107795,1.89054228148139,0.515602440404015,3.06264636145512,0.835267189487759,0.730556516717625,0.199242686377534
2060,302.192909330775,160.508104115857,14.6355917179253,34.9880334525136,159.036515693244,10966.9706021705,124.04848224073,11.3110982732259,0.00749857505316044,0.0174985750531604,0.359561961687165,0.690962438780347,0.24844380994001,0.00749857505316044,0.58826575599686,0.406469541414555,0.0374985750531604,0.136265987042891,0.0941546787299671,0.157613424154592,0.201030137574451,0.0602544998595716,12108.0253108183,12108.0253108183,1.23243468593419,0.00455668576528112,731384993236.985,1.23243468593513,0.0045566857652881,731384993238.106,1.120849609375,0.228107079789753,0.290942207986442,0.0872037269723805,0.255673731278017,0.0697291994394592,0.326102460172304,0.0889370345924465,0.0977422633130368,0.0266569809035555,0.403014884303168,0.1099131502645,0.65935744281777,0.179824757132119,0.152733678348123,0.0416546395494881,2.435820919894,0.0177996706613797,2856991391744.7,2.43582091989626,0.0177996706614128,2856991391750.02,5.3193359375,1.21337818712382,0.330921323761041,1.54761934267788,0.422078002548513,0.463865918768121,0.12650888693676,1.91263086456054,0.521626599425601,3.1291831766747,0.853413593638556,0.724844561936159,0.197684880528043
2061,306.961651850211,162.203876446975,14.7380799635019,35.3505802332947,160.684455605885,11005.7671588609,125.33387537259,11.3880180784746,0.00680038342790939,0.0168003834279094,0.353620993409724,0.70864526368165,0.250591842118201,0.00680038342790939,0.584292344023508,0.414056002197708,0.0368003834279094,0.131429337045925,0.0931367772064139,0.15693883660705,0.201146163604559,0.0588538172327288,12166.3965181098,12166.3965181098,1.24211241526445,0.00462852975646224,750765468748.348,1.2421124152654,0.0046285297564693,750765468749.494,1.1463623046875,0.221463184261897,0.283846056572139,0.0830511685451242,0.2538770463139,0.0692391944492455,0.325390419588495,0.0887428417059533,0.0952067289803786,0.0259654715401033,0.405377776991054,0.110557575543015,0.66981071810605,0.182675650392559,0.150665637719517,0.0410906284689591,2.4669568994737,0.0182576290315827,2961458203653.55,2.46695689947598,0.0182576290316164,2961458203659.02,5.4677734375,1.21091051629137,0.330248322624918,1.55200592846426,0.423274344126617,0.454104973324366,0.123846810906645,1.93351947470805,0.527323493102196,3.19477815838635,0.871303134105368,0.718625838007943,0.195988864911257
2062,311.616066898485,164.255661276973,14.8635600228972,35.7904769218149,162.68398600825,11050.8963548395,126.893509086435,11.4826440328403,0.00830925572067365,0.0183092557206736,0.347262868743603,0.728023701929653,0.252815599245429,0.00830925572067365,0.579477318797291,0.421873222815073,0.0383092557206736,0.126580145868681,0.0921533463861129,0.156534414803374,0.201606494520763,0.0575840182607666,12227.350678992,12227.350678992,1.25181873688475,0.00470115045004721,772190575935.044,1.2518187368857,0.00470115045005436,772190575936.219,1.17431640625,0.215012800254269,0.276922982021599,0.0790963509953564,0.252493058892342,0.068861743334275,0.325195201055637,0.088689600287901,0.0928841426483556,0.025332038904097,0.407796484047053,0.111217222921923,0.680489722513421,0.185588106140024,0.148645141999111,0.0405395841815757,2.49804166071336,0.0187206364159787,3074970514032.36,2.49804166071565,0.018720636416013,3074970514037.99,5.6279296875,1.21007692174351,0.33002097865732,1.55850307167038,0.425046292273741,0.445148701939687,0.121404191438096,1.95437100836854,0.533010275009601,3.26125760569218,0.889433892461503,0.712384160782433,0.1942865893043
2063,316.244937130451,166.677072118391,15.0126595303558,36.3106398312179,165.048362869172,11102.4347006184,128.737723037954,11.5954496927403,0.00982401436266558,0.0198240143626656,0.340512543196605,0.749037195904831,0.255056560526408,0.00982401436266558,0.573839907306046,0.429827435066809,0.0398240143626656,0.121732277885759,0.0911820040786565,0.156361732996217,0.202366452619572,0.0564248656722535,12290.8064926119,12290.8064926119,1.26155221139334,0.00477454194621429,795806672301.442,1.2615522113943,0.00477454194622152,795806672302.647,1.205322265625,0.208750291508999,0.270168762947901,0.0753298580908156,0.251611374311505,0.0686212839031378,0.325640425457468,0.088811025124764,0.0907967552232316,0.0247627514245177,0.410427350039463,0.111934731828944,0.691662017180163,0.18863509559459,0.146726624980955,0.0400163522675332,2.52907356480382,0.0191886392885686,3198306214554.53,2.52907356480612,0.0191886392886034,3198306214560.33,5.80224609375,1.21122056347726,0.330332880948344,1.56758564946773,0.427523358945744,0.437082374850177,0.119204284050048,1.97573757363538,0.538837520082377,3.32956036060437,0.908061916528464,0.706320633845935,0.1926329001398
2064,320.931083248624,169.484371235875,15.1861317685707,36.9145587284511,167.793448765687,11160.4702118179,130.878890037236,11.7270050054564,0.0113454256800808,0.0213454256800808,0.33339606232619,0.772230764182909,0.257458695985726,0.0113454256800808,0.567402484586477,0.438165654271496,0.0413454256800808,0.116899037421957,0.0902730330006039,0.15650815255864,0.203544029531325,0.0554019370278674,12356.6799894675,12356.6799894675,1.27131155036529,0.00484869917427657,821778730864.17,1.27131155036625,0.00484869917428388,821778730865.409,1.239013671875,0.202670185931067,0.263579280924782,0.071742721991253,0.25111113125004,0.0684848539772836,0.326578332688786,0.0890668180060325,0.0888902134046897,0.0242427854740063,0.413082279371439,0.112658803464938,0.703019435858489,0.191732573415951,0.144839505594831,0.0395016833440449,2.56005130776892,0.0196615880952281,3332331895818.49,2.56005130777122,0.0196615880952634,3332331895824.49,5.99169921875,1.21433879470709,0.331183307647388,1.5792877715957,0.430714846798828,0.429860811305989,0.117234766719815,1.99760892617416,0.544802434411134,3.3997050236136,0.927192279167346,0.700423871193764,0.191024692143754
2065,325.752533652213,172.696682528462,15.3848644155603,37.6063425434688,170.937920652131,11225.1026634851,133.331578108662,11.8779829553262,0.0128743826577674,0.0228743826577674,0.325940377409703,0.796998830568637,0.259774099630634,0.0128743826577674,0.560190379282395,0.446471077183871,0.0428743826577674,0.11209311434426,0.0893380810471716,0.156823205027368,0.20494866210651,0.0544560624084186,12424.8863327117,12424.8863327117,1.28109559626871,0.00492361778033723,850292456702.39,1.28109559626967,0.00492361778034463,850292456703.667,1.2763671875,0.196767170806861,0.257150517975397,0.0683264018964314,0.251147160395085,0.0684946801077504,0.328218483392425,0.0895141318342978,0.0872095774205428,0.0237844302056026,0.416019602807112,0.113459891674667,0.715008618869229,0.195002350600699,0.143071973093699,0.0390196290255542,2.59097387268119,0.0201394368267497,3478013927971.21,2.5909738726835,0.0201394368267856,3478013927977.4,6.19580078125,1.2191301906095,0.332490051984409,1.59325338017081,0.434523649137492,0.423336774249911,0.115455483886339,2.01946164499596,0.55076226681708,3.4708279896066,0.946589451710891,0.694506605426911,0.189410892389157
2066,330.78362283046,176.336220714421,15.6098877289651,38.3907685485662,174.503493402573,11296.4438807089,136.112724854007,12.0491657632584,0.0144117741687313,0.0244117741687313,0.318173204983114,0.824431432213466,0.262311991076177,0.0144117741687313,0.552231740154484,0.455277204449296,0.0444117741687313,0.107326551764966,0.0884833827861232,0.157496155767857,0.206832165686723,0.0536480317842552,12495.339655557,12495.339655557,1.29090330712562,0.00499929404504357,881556618143.094,1.29090330712658,0.00499929404505104,881556618144.41,1.31640625,0.191036088162001,0.250878554122338,0.0650727637108871,0.251481100432009,0.0685857546632751,0.330258096637609,0.0900703899920753,0.0856621928537849,0.0233624162328504,0.418845195622302,0.114230507896992,0.726961314187738,0.198262176596656,0.141285343534349,0.0385323664184589,2.62184049325843,0.0206221427162689,3636430709620.28,2.62184049326075,0.0206221427163053,3636430709626.7,6.41943359375,1.22634348196573,0.334457313263382,1.61049821828437,0.439226786804827,0.417730285403824,0.11392644147377,2.04249176069971,0.557043207463557,3.54501498428271,0.96682226844074,0.688975671901368,0.1879024559731
2067,336.09602909598,180.428561590396,15.8623841721378,39.2733403936665,178.515183607575,11374.6180670191,139.241843213909,12.2414521870974,0.0159584843977613,0.0259584843977613,0.310122884913693,0.85410466578072,0.264877402970163,0.0159584843977613,0.543557388057874,0.464254901259812,0.0459584843977613,0.102610718652721,0.0876402935604021,0.158412441001614,0.209050286458741,0.0529323343816334,12567.952898642,12567.952898642,1.30073374418973,0.00507572481982154,915805728269.072,1.3007337441907,0.00507572481982908,915805728270.432,1.36083984375,0.18547193025437,0.244759564997403,0.0619740606770353,0.252397592587367,0.068835707069282,0.333078568187384,0.0908396095056503,0.0843367710482897,0.0230009375586245,0.42202757824925,0.115098430431613,0.739694551033836,0.201734877554682,0.139636754338445,0.0380827511832122,2.65265062469478,0.0211096660100809,3808786673852.57,2.6526506246971,0.0211096660101178,3808786673859.23,6.6611328125,1.23545316041509,0.336941771022298,1.63037596957743,0.444647991702935,0.412817449099666,0.112586577027182,2.06576972460576,0.563391743074299,3.6207079530691,0.987465805382482,0.683503624931848,0.186410079526868
2068,341.759766580049,185.002958472301,16.143699641009,40.2603560941834,183.001618609925,11459.7621726279,142.741262515741,12.4558660437723,0.0175153938762996,0.0275153938762996,0.301818237237065,0.886079088889925,0.267434828661382,0.0175153938762996,0.53420065320796,0.473344028078912,0.0475153938762996,0.0979562870890264,0.0867970176148844,0.159556115509173,0.21158666570731,0.0522989706852537,12642.6376794972,12642.6376794972,1.31058606159013,0.00515290747450296,953303127517.08,1.31058606159109,0.00515290747451057,953303127518.488,1.40869140625,0.180069835198417,0.238789819509662,0.0590229149305098,0.253662829368864,0.0691807716460538,0.336381166643249,0.0917403181754316,0.083145073034434,0.0226759290093911,0.425168757045377,0.11595511555783,0.75252386938719,0.205233782560143,0.137990179810469,0.0376336854028553,2.68340391920361,0.0216019697807919,3996428318275.75,2.68340391920594,0.0216019697808293,3996428318282.67,6.9248046875,1.24694843885935,0.340076846961641,1.65357286146778,0.450974416763941,0.408722157980708,0.111469679449284,2.09003234399221,0.570008821088786,3.69923518740004,1.00888232383638,0.678328156004186,0.184998588001142
2069,347.844146016227,190.092710350827,16.4553564327253,41.3589871579893,187.995396172679,11552.026303896,146.636409014689,12.6935660599418,0.019083379295681,0.029083379295681,0.293288418906963,0.92132362345348,0.270213548824305,0.019083379295681,0.524197199229333,0.482955262998135,0.049083379295681,0.0933732142003727,0.0860269480405853,0.161070478679298,0.214636782199457,0.0517897198576799,12719.3041790565,12719.3041790565,1.32045949729797,0.0052308398520132,994344524880.307,1.32045949729894,0.00523083985202088,994344524881.769,1.4615478515625,0.17482508271691,0.232965677570402,0.0562122999338189,0.255515224044136,0.0696859701938552,0.340490485540823,0.0928610415111335,0.0821569661996598,0.0224064453271799,0.428655058541634,0.116905925056809,0.766139290328712,0.208947079180558,0.13646942060804,0.0372189328931018,2.71410020472989,0.0220990197639446,4200862563024.71,2.71410020473222,0.0220990197639825,4200862563031.92,7.21044921875,1.26056738109405,0.34379110393474,1.67978718783307,0.458123778499928,0.405315934141945,0.110540709311439,2.11474125097614,0.576747613902582,3.77969728565408,1.03082653245111,0.673262819383253,0.183617132559069
2070,354.418718572594,195.735588494644,16.7990681379572,42.5773702962923,193.533501346783,11651.5741758546,150.956131050491,12.9558571890926,0.0206633130447507,0.0306633130447507,0.284562781264175,0.959474923754235,0.273030852856737,0.0206633130447507,0.513584835008515,0.492771770411127,0.0506633130447507,0.0888707286540571,0.0852692355993347,0.162854643602073,0.218072903145575,0.0513659925648106,12797.8610459427,12797.8610459427,1.33035336502089,0.00530952022746718,1039262066347.5,1.33035336502186,0.00530952022747494,1039262066349.02,1.5189208984375,0.169733090016417,0.227283587873563,0.0535355237464941,0.25781113758231,0.070312128431539,0.34522579149301,0.0941524885890028,0.081316225827347,0.0221771524983674,0.432228355379654,0.117880460558087,0.78009473901501,0.212753110640457,0.134987607012016,0.0368148019123679,2.74473946588286,0.0226007842067247,4423777797143.72,2.74473946588519,0.0226007842067632,4423777797151.24,7.521484375,1.27664478447895,0.348175850312441,1.70950995488494,0.466229987695893,0.402666605366697,0.109818165100008,2.14033451298503,0.583727594450464,3.8629203117535,1.05352372138732,0.668439796966355,0.182301762809006
2071,361.554217011627,201.974329434606,17.176756668752,43.9247120660948,199.657782118613,11758.583609794,155.733070052518,13.244203147291,0.0222560309202201,0.0322560309202201,0.275670737433713,1.00101745074839,0.275951218831825,0.0222560309202201,0.502403330940678,0.502914501585738,0.0522560309202201,0.0844573241137309,0.0845432552813575,0.164957072889205,0.221965695346479,0.0510380890525672,12923.3129572947,12923.3129572947,1.34026867117242,0.00538896033277888,1088431649562.7,1.3402686711734,0.0053889603327867,1088431649564.29,1.5811767578125,0.164789407782929,0.221740085730305,0.0509862130918992,0.260561181520054,0.0710621404145602,0.35061026983211,0.0956209826814844,0.0806182151097864,0.0219867859390327,0.43588416283922,0.118877498956151,0.794388469930982,0.216651400890268,0.133541957915669,0.0364205339770005,2.77532572504302,0.0231072986402567,4667081147911.03,2.77532572504536,0.0231072986402956,4667081147918.89,7.8583984375,1.29498082463792,0.353176588537615,1.74252194323415,0.475233257245676,0.400669977295423,0.109273630171479,2.16633049231356,0.590817406994608,3.94808555085902,1.07675060477973,0.663699303850774,0.181008901050211
2072,369.323507376559,208.402964241062,17.5670959725449,45.3126479696054,205.966581680025,11863.2564293363,160.653933710419,13.5421445761842,0.0224959875335453,0.0324959875335453,0.266994487883912,1.0441344758502,0.278778149661561,0.0224959875335453,0.491349929061893,0.513035400640072,0.0524959875335453,0.0802447943879112,0.0837863563279285,0.167050778564169,0.22587948115999,0.050701393221235,13051.8513831599,13051.8513831599,1.35020638820479,0.00546917187224708,1139791630120.13,1.35020638820577,0.00546917187225498,1139791630121.78,1.6455078125,0.159989716294106,0.216331790956395,0.0485582981827611,0.26326432808161,0.0717993622040755,0.355975652110865,0.0970842687575087,0.079903059021438,0.0217917433694831,0.439341515707414,0.119820413374749,0.808520146942666,0.220505494620727,0.132043436077764,0.0360118462030266,2.80586289873541,0.0236185998194997,4922186213607.14,2.80586289873775,0.0236185998195391,4922186213615.35,8.2099609375,1.31350932117632,0.358229814866269,1.77607555329142,0.484384241806751,0.398661731271946,0.108725926710531,2.19201431605474,0.597822086196746,4.03396372424154,1.10017192479315,0.65880662736247,0.179674534735219
2073,377.703804608509,215.025556811968,17.9704551740139,46.7420240099188,212.463745499631,11965.5041972952,165.721721489712,13.8499572401783,0.0227299791596845,0.0327299791596845,0.258532717430321,1.0884626533425,0.281403207590055,0.0227299791596845,0.480429770393165,0.522929862626874,0.0527299791596845,0.0762254291000287,0.0829685328103881,0.169070709810677,0.229725927011447,0.0503370419826712,13183.5362046984,13183.5362046984,1.36016747965829,0.00555016671815997,1193427688971.6,1.36016747965927,0.00555016671816793,1193427688973.31,1.7119140625,0.155329821644763,0.211055405811117,0.0462459982692963,0.265911305999287,0.0725212652725328,0.361308717174696,0.0985387410476443,0.079169174771559,0.0215915931195161,0.442585794585306,0.120705216705083,0.822454479979705,0.224305767267192,0.130491383996436,0.0355885592717552,2.83635485811709,0.0241347266434932,5189583035021.77,2.83635485811943,0.0241347266435331,5189583035030.34,8.5703125,1.33122511206489,0.363061394199514,1.80881078261559,0.493312031622434,0.396342657042329,0.108093451920635,2.21570617985205,0.604283503596014,4.11743326657267,1.12293634542891,0.65327574783384,0.178166113045593
2074,386.675448157577,221.84618527706,18.3872155706348,48.2136877816543,219.153126280247,12065.2408965802,170.939438498593,14.1679258594036,0.0229580939284695,0.0329580939284695,0.250283839150811,1.13448644418151,0.2839436227143,0.0229580939284695,0.469647557651329,0.532808787698387,0.0529580939284695,0.0723917025184166,0.0821274051783641,0.171086967993317,0.233599509135551,0.0499671029849127,13318.4301427165,13318.4301427165,1.37015291513323,0.0056319570325443,1249428183314.26,1.37015291513421,0.00563195703255233,1249428183316.04,1.78076171875,0.150805652082294,0.205907712986456,0.0440438078755203,0.268548932199281,0.0732406178725312,0.366672572881643,0.100001610785903,0.0784315270127063,0.0213904164580108,0.445695879581546,0.121553421704058,0.836330391969921,0.228090106900888,0.128912372599934,0.0351579197999821,2.86680546527305,0.0246557207271583,5469777588576.62,2.8668054652754,0.0246557207271987,5469777588585.57,8.947265625,1.34929822693162,0.367990425526806,1.84231100232608,0.502448455179841,0.394071648198747,0.107474085872386,2.23935599052708,0.610733451961931,4.20206144843895,1.14601675866517,0.647707791478255,0.176647579494069
