year,total.factor.productivity,base.case.control.rate,mitigation.policy.control.rate,abatement.cost.bau,capital.stock.bau,gross.output.bau,net.output.bau,abatement.cost.mitigation.policy,capital.stock.mitigation.policy,gross.output.mitigation.policy,net.output.mitigation.policy
2212,0.141102678120426,0,0,0,2484.92294591224,1233.82837474406,1233.82837474406,0,2484.92294588535,1233.82837474006,1233.82837474006
2213,0.141961814951549,0,0,0,2507.87289376471,1244.76654413649,1244.76654413649,0,2507.87289373963,1244.76654413275,1244.76654413275
2214,0.142821740126224,0,0,0,2530.93424409827,1255.74767474285,1255.74767474285,0,2530.93424407487,1255.74767473937,1255.74767473937
2215,0.143682423745948,0,0,0,2554.10530813187,1266.77123413634,1266.77123413634,0,2554.10530811004,1266.7712341331,1266.7712341331
2216,0.144543834233791,0,0,0,2577.38444882867,1277.83668056078,1277.83668056078,0,2577.38444880832,1277.83668055775,1277.83668055775
2217,0.145405938456249,0,0,0,2600.77007366918,1288.94346273505,1288.94346273505,0,2600.77007365019,1288.94346273223,1288.94346273223
2218,0.146268701878792,0,0,0,2624.26062810397,1300.09102007872,1300.09102007872,0,2624.26062808626,1300.09102007608,1300.09102007608
2219,0.14713208868171,0,0,0,2647.85458971089,1311.27878271313,1311.27878271313,0,2647.85458969438,1311.27878271068,1311.27878271068
2220,0.147996061885366,0,0,0,2671.55046293669,1322.50617165229,1322.50617165229,0,2671.55046292129,1322.50617165001,1322.50617165001
2221,0.148860583553802,0,0,0,2695.34677440653,1333.7725998005,1333.7725998005,0,2695.34677439216,1333.77259979837,1333.77259979837
2222,0.149725614459194,0,0,0,2719.24206892199,1345.07746823937,1345.07746823937,0,2719.24206890858,1345.07746823739,1345.07746823739
2223,0.150591114593887,0,0,0,2743.23490504245,1356.42017004207,1356.42017004207,0,2743.23490502995,1356.42017004022,1356.42017004022
2224,0.151457043119919,0,0,0,2767.32385194746,1367.80008927249,1367.80008927249,0,2767.3238519358,1367.80008927076,1367.80008927076
2225,0.1523233584034,0,0,0,2791.50748639266,1379.21660076064,1379.21660076064,0,2791.50748638179,1379.21660075903,1379.21660075903
2226,0.153190018094837,0,0,0,2815.78438992074,1390.66907034,1390.66907034,0,2815.7843899106,1390.6690703385,1390.6690703385
2227,0.154056979163307,0,0,0,2840.15314640346,1402.15685472624,1402.15685472624,0,2840.15314639401,1402.15685472484,1402.15685472484
2228,0.154924197941709,0,0,0,2864.61233980289,1413.67930153609,1413.67930153609,0,2864.61233979407,1413.67930153479,1413.67930153479
2229,0.1557916301844,0,0,0,2889.16055216054,1425.23574946094,1425.23574946094,0,2889.16055215232,1425.23574945972,1425.23574945972
2230,0.156659231099655,0,0,0,2913.79636182589,1436.82552825423,1436.82552825423,0,2913.79636181822,1436.8255282531,1436.8255282531
2231,0.157526955393452,0,0,0,2938.51834185923,1448.44795885463,1448.44795885463,0,2938.51834185208,1448.44795885357,1448.44795885357
2232,0.158394757286065,0,0,0,2963.32505862133,1460.10235329312,1460.10235329312,0,2963.32505861466,1460.10235329213,1460.10235329213
2233,0.159262590586833,0,0,0,2988.21507048368,1471.78801515923,1471.78801515923,0,2988.21507047746,1471.78801515832,1471.78801515832
2234,0.160130408666877,0,0,0,3013.18692677035,1483.50423916705,1483.50423916705,0,3013.18692676455,1483.5042391662,1483.5042391662
2235,0.160998164440435,0,0,0,3038.23916671006,1495.25031079993,1495.25031079993,0,3038.23916670466,1495.25031079913,1495.25031079913
2236,0.161865810474686,0,0,0,3063.37031841504,1507.02550715394,1507.02550715394,0,3063.37031841,1507.02550715319,1507.02550715319
2237,0.162733298980384,0,0,0,3088.5788981474,1518.82909672733,1518.82909672733,0,3088.5788981427,1518.82909672664,1518.82909672664
2238,0.163600581838841,0,0,0,3113.86340961267,1530.6603395534,1530.6603395534,0,3113.86340960829,1530.66033955276,1530.66033955276
2239,0.164467610620925,0,0,0,3139.22234335316,1542.5184872778,1542.5184872778,0,3139.22234334907,1542.51848727719,1542.51848727719
2240,0.165334336572763,0,0,0,3164.65417621896,1554.40278293704,1554.40278293704,0,3164.65417621514,1554.40278293648,1554.40278293648
2241,0.166200710662029,0,0,0,3190.15737084321,1566.31246130794,1566.31246130794,0,3190.15737083966,1566.31246130742,1566.31246130742
2242,0.167066683584519,0,0,0,3215.73037524664,1578.24674890752,1578.24674890752,0,3215.73037524332,1578.24674890703,1578.24674890703
2243,0.167932205773507,0,0,0,3241.37162248163,1590.20486402656,1590.20486402656,0,3241.37162247854,1590.20486402611,1590.20486402611
2244,0.168797227411366,0,0,0,3267.07953031931,1602.18601679281,1602.18601679281,0,3267.07953031643,1602.18601679239,1602.18601679239
2245,0.169661698425737,0,0,0,3292.8525009818,1614.18940909593,1614.18940909593,0,3292.85250097911,1614.18940909553,1614.18940909553
2246,0.170525568519488,0,0,0,3318.68892088472,1626.21423483624,1626.21423483624,0,3318.68892088222,1626.21423483587,1626.21423483587
2247,0.17138878718008,0,0,0,3344.58716046022,1638.25967999305,1638.25967999305,0,3344.58716045789,1638.25967999271,1638.25967999271
2248,0.172251303676512,0,0,0,3370.54557401267,1650.32492258031,1650.32492258031,0,3370.54557401049,1650.32492257999,1650.32492257999
2249,0.173113067071595,0,0,0,3396.56249957907,1662.40913275031,1662.40913275031,0,3396.56249957704,1662.40913275001,1662.40913275001
2250,0.173974026206097,0,0,0,3422.63625882623,1674.51147263399,1674.51147263399,0,3422.63625882434,1674.51147263371,1674.51147263371
2251,0.174834129754988,0,0,0,3448.76515692309,1686.63109687197,1686.63109687197,0,3448.76515692132,1686.63109687171,1686.63109687171
2252,0.175693326221066,0,0,0,3474.94748254261,1698.76715256649,1698.76715256649,0,3474.94748254097,1698.76715256625,1698.76715256625
2253,0.1765515639359,0,0,0,3501.18150785298,1710.91877930245,1710.91877930245,0,3501.18150785144,1710.91877930222,1710.91877930222
2254,0.177408791064228,0,0,0,3527.46548851422,1723.08510920312,1723.08510920312,0,3527.46548851279,1723.08510920291,1723.08510920291
2255,0.178264955623373,0,0,0,3553.79766368748,1735.26526713508,1735.26526713508,0,3553.79766368615,1735.26526713488,1735.26526713488
2256,0.17912000547385,0,0,0,3580.17625608845,1747.45837064122,1747.45837064122,0,3580.17625608721,1747.45837064104,1747.45837064104
2257,0.179973888351269,0,0,0,3606.59947202067,1759.66353027403,1759.66353027403,0,3606.59947201952,1759.66353027386,1759.66353027386
2258,0.180826551852619,0,0,0,3633.06550147889,1771.87984949612,1771.87984949612,0,3633.06550147781,1771.87984949596,1771.87984949596
2259,0.181677943415499,0,0,0,3659.57251822015,1784.10642450547,1784.10642450547,0,3659.57251821914,1784.10642450532,1784.10642450532
2260,0.182528009400944,0,0,0,3686.11867978934,1796.3423447421,1796.3423447421,0,3686.1186797884,1796.34234474196,1796.34234474196
2261,0.183376696930802,0,0,0,3712.70212765367,1808.58669291129,1808.58669291129,0,3712.70212765279,1808.58669291116,1808.58669291116
2262,0.184223954140969,0,0,0,3739.32098732878,1820.83854495693,1820.83854495693,0,3739.32098732797,1820.83854495681,1820.83854495681
2263,0.18506972802885,0,0,0,3765.97336848643,1833.09697029189,1833.09697029189,0,3765.97336848567,1833.09697029178,1833.09697029178
2264,0.185913965478669,0,0,0,3792.657365102,1845.36103170731,1845.36103170731,0,3792.65736510129,1845.36103170721,1845.36103170721
2265,0.186756613287537,0,0,0,3819.37105556741,1857.62978567186,1857.62978567186,0,3819.37105556675,1857.62978567177,1857.62978567177
2266,0.187597618176801,0,0,0,3846.11250285848,1869.90228249544,1869.90228249544,0,3846.11250285786,1869.90228249535,1869.90228249535
2267,0.188436926780833,0,0,0,3872.87975472163,1882.17756627253,1882.17756627253,0,3872.87975472106,1882.17756627244,1882.17756627244
2268,0.189274485650109,0,0,0,3899.67084382942,1894.45467496332,1894.45467496332,0,3899.67084382889,1894.45467496324,1894.45467496324
2269,0.190110241282794,0,0,0,3926.48378793841,1906.73264076067,1906.73264076067,0,3926.48378793791,1906.7326407606,1906.7326407606
2270,0.190944140100167,0,0,0,3953.31659011192,1919.01048990655,1919.01048990655,0,3953.31659011145,1919.01048990648,1919.01048990648
2271,0.191776128472217,0,0,0,3980.16723888016,1931.28724300194,1931.28724300194,0,3980.16723887973,1931.28724300188,1931.28724300188
2272,0.19260615269714,0,0,0,4007.03370845258,1943.56191486239,1943.56191486239,0,4007.03370845217,1943.56191486233,1943.56191486233
2273,0.193434159024462,0,0,0,4033.91395887704,1955.83351480482,1955.83351480482,0,4033.91395887667,1955.83351480477,1955.83351480477
2274,0.194260093660579,0,0,0,4060.8059362464,1968.10104676614,1968.10104676614,0,4060.80593624605,1968.10104676609,1968.10104676609
2275,0.195083902768266,0,0,0,4087.70757291031,1980.36350936208,1980.36350936208,0,4087.70757290999,1980.36350936203,1980.36350936203
2276,0.195905532501356,0,0,0,4114.61678767894,1992.61989630305,1992.61989630305,0,4114.61678767863,1992.619896303,1992.619896303
2277,0.196724928966706,0,0,0,4141.53148609772,2004.86919608313,2004.86919608313,0,4141.53148609743,2004.86919608309,2004.86919608309
2278,0.197542038270317,0,0,0,4168.44956062623,2017.11039251057,2017.11039251057,0,4168.44956062597,2017.11039251053,2017.11039251053
2279,0.19835680649846,0,0,0,4195.36889091593,2029.34246459297,2029.34246459297,0,4195.36889091569,2029.34246459293,2029.34246459293
2280,0.199169179730084,0,0,0,4222.28734403479,2041.56438673352,2041.56438673352,0,4222.28734403457,2041.56438673349,2041.56438673349
2281,0.1999791040294,0,0,0,4249.20277471269,2053.77512872813,2053.77512872813,0,4249.20277471248,2053.7751287281,2053.7751287281
2282,0.200786525465439,0,0,0,4276.11302556161,2065.9736560359,2065.9736560359,0,4276.11302556141,2065.97365603587,2065.97365603587
2283,0.201591390114245,0,0,0,4303.01592733334,2078.15892987841,2078.15892987841,0,4303.01592733316,2078.15892987838,2078.15892987838
2284,0.202393644067753,0,0,0,4329.90929917326,2090.32990740776,2090.32990740776,0,4329.90929917309,2090.32990740773,2090.32990740773
2285,0.203193233432647,0,0,0,4356.79094888564,2102.48554177387,2102.48554177387,0,4356.79094888548,2102.48554177384,2102.48554177384
2286,0.203990104358978,0,0,0,4383.65867318733,2114.62478249861,2114.62478249861,0,4383.65867318718,2114.62478249859,2114.62478249859
2287,0.204784202992556,0,0,0,4410.51025801829,2126.74657506952,2126.74657506952,0,4410.51025801815,2126.7465750695,2126.7465750695
2288,0.205575475542608,0,0,0,4437.34347873176,2138.84986171067,2138.84986171067,0,4437.34347873163,2138.84986171066,2138.84986171066
2289,0.206363868252266,0,0,0,4464.15610043493,2150.93358116977,2150.93358116977,0,4464.15610043481,2150.93358116975,2150.93358116975
2290,0.207149327417781,0,0,0,4490.94587824878,2162.9966689993,2162.9966689993,0,4490.94587824867,2162.99666899928,2162.99666899928
2291,0.207931799383744,0,0,0,4517.71055760375,2175.038057594,2175.038057594,0,4517.71055760365,2175.03805759398,2175.03805759398
2292,0.208711230542836,0,0,0,4544.44787451406,2187.05667627222,2187.05667627222,0,4544.44787451396,2187.0566762722,2187.0566762722
2293,0.209487567359105,0,0,0,4571.15555584254,2199.05145160306,2199.05145160306,0,4571.15555584245,2199.05145160305,2199.05145160305
2294,0.210260756385969,0,0,0,4597.83131961096,2211.02130768731,2211.02130768731,0,4597.83131961087,2211.0213076873,2211.0213076873
2295,0.211030744224595,0,0,0,4624.47287534107,2222.9651658163,2222.9651658163,0,4624.47287534099,2222.96516581629,2222.96516581629
2296,0.211797477565603,0,0,0,4651.07792428655,2234.88194499009,2234.88194499009,0,4651.07792428648,2234.88194499008,2234.88194499008
2297,0.212560903200561,0,0,0,4677.64415975571,2246.77056213418,2246.77056213418,0,4677.64415975565,2246.77056213417,2246.77056213417
2298,0.238320968013349,0,0,0,4704.16926744966,2523.32846984721,2523.32846984721,0,4704.1692674496,2523.3284698472,2523.3284698472
2299,0.214077619005695,0,0,0,4788.88460407108,2278.8078064313,2278.8078064313,0,4788.88460407103,2278.80780643129,2278.80780643129
2300,0.214830803274856,0,0,0,4811.33386107886,2290.03327777542,2290.03327777542,0,4811.33386107881,2290.03327777541,2290.03327777541
